,Waveform,m1,m2,Merger Position,spin1z,spin2z,Distance,PSNAR
625,"[ 6.25735867e-23 -1.65558813e-22  3.79387355e-24 ... -6.09746126e-23
  9.87245847e-24 -9.40948061e-24]",32.0,12.0,1,0.358,0.457,610,1.1627343960164644
626,"[ 1.92221791e-22  1.24774571e-22  3.16810587e-22 ... -1.70312282e-22
 -1.11986756e-22  2.24715484e-22]",66.0,43.0,0,0.748,0.046,610,3.5950022421232
627,"[ 1.58354204e-22  1.48928737e-23  1.30324302e-22 ... -1.81754881e-22
  1.68420321e-22  1.90798821e-22]",132.0,26.0,0,0.408,0.507,610,2.9504478266899774
628,"[ 2.66366458e-22  1.33166705e-22  1.21084119e-23 ... -5.27954420e-23
  1.71914383e-22  1.18748299e-23]",142.0,85.0,0,0.254,0.173,610,7.419901623542449
629,"[ 2.32075898e-22  1.72895745e-22  1.35327372e-22 ...  1.46867249e-23
 -3.93624032e-23  3.34071430e-22]",121.0,97.0,2,0.418,0.255,610,7.754117782768561
630,"[ 9.89066792e-23  8.15967092e-23  2.91989767e-23 ... -1.95768194e-22
  2.51731788e-23 -8.39295672e-23]",78.0,39.0,0,0.787,0.045,610,3.74904003181187
631,"[-2.28251541e-22  2.67353931e-23  7.14466615e-23 ... -6.05935171e-23
 -7.86819703e-24  2.85284666e-22]",69.0,33.0,2,0.668,0.307,610,2.7134460654348462
632,"[ 1.15911914e-22 -5.10570668e-23  1.62616778e-22 ...  1.12340413e-22
 -2.12198246e-23 -1.67966894e-22]",120.0,3.0,0,0.297,0.282,610,0.40688013144624696
633,"[-1.81141073e-22  7.37994988e-23 -6.70666332e-23 ...  3.99064936e-23
 -8.39311291e-23  5.53403428e-23]",58.0,25.0,0,0.325,0.251,610,2.1487639167269066
634,"[ 2.66968287e-23 -1.15726628e-22 -9.10283516e-23 ... -1.44551412e-22
  1.27082536e-23  1.35141021e-22]",124.0,21.0,2,0.023,0.637,610,2.26293423127443
635,"[ 8.61352274e-23  1.84665749e-22  2.60178945e-23 ...  2.29858607e-22
 -2.46036452e-22  1.13431397e-22]",114.0,110.0,0,0.712,0.685,610,7.535067745916511
636,"[ 1.03007749e-22  2.43156072e-22 -1.54041596e-23 ...  3.98424446e-23
  3.32680414e-22 -6.62953737e-23]",127.0,50.0,0,0.103,0.086,610,4.311699068864587
637,"[-6.32602884e-23 -1.01383319e-22 -1.41254827e-22 ... -1.83298418e-22
 -1.32809218e-22  1.83258532e-22]",42.0,19.0,1,0.185,0.16,610,1.755654344332722
638,"[-3.73601455e-23 -2.69091260e-23 -4.32845321e-23 ... -3.41129011e-22
  1.22369576e-22  4.05578241e-24]",101.0,91.0,1,0.043,0.668,610,6.345913361031865
639,"[ 6.96649751e-23 -1.71734136e-22  2.16155634e-22 ... -6.83879212e-23
 -8.99661943e-23 -4.29055433e-23]",97.0,92.958,0,0.141,0.678,610,6.499057851366657
640,"[-5.20016661e-23 -2.40916928e-23  4.34471648e-23 ... -4.92858972e-23
  4.69899098e-23  8.04177564e-23]",136.0,52.0,0,0.397,0.048,610,5.439875139921702
641,"[ 9.92620306e-23 -7.96685611e-23  7.42880345e-23 ... -8.22652392e-23
 -9.21257213e-23  1.66627020e-23]",98.0,61.0,2,0.471,0.333,610,5.133578555641992
642,"[-2.16522845e-22  1.77424318e-22 -1.70715732e-22 ...  1.21597188e-22
  1.92160421e-23  1.09114750e-22]",115.0,43.0,2,0.582,0.743,610,3.8423316379939707
643,"[-2.09358249e-22 -1.01983372e-23 -1.19851270e-22 ...  9.57533327e-24
  1.53387731e-22  3.93040389e-23]",88.0,68.0,0,0.263,0.507,610,4.693378738615659
644,"[ 2.65417490e-22 -2.08097329e-22  1.03817515e-22 ...  5.71967109e-23
  5.95235606e-23 -2.04932781e-22]",121.0,79.0,0,0.183,0.072,610,6.438391631353792
645,"[-2.54156463e-22  1.15200203e-22 -1.44644364e-23 ... -3.53263940e-23
 -3.76580834e-23 -1.25799081e-22]",148.0,35.0,1,0.106,0.008,610,3.4153956342915586
646,"[-1.00353389e-22  7.52621402e-24  4.07565142e-23 ...  6.22667261e-24
 -1.77530661e-23 -1.84618219e-22]",136.0,112.0,2,0.093,0.666,610,8.854081505929198
647,"[-2.19290333e-23  4.96734272e-23 -1.20240724e-22 ...  1.75799466e-22
 -2.20904226e-22 -4.89484927e-23]",66.0,30.0,2,0.568,0.29,610,2.8673696052941215
648,"[-4.06751238e-23  2.94103960e-23  7.44365170e-23 ... -2.70351757e-22
 -3.14446635e-22  1.48049987e-22]",110.0,39.352,1,0.078,0.129,610,3.9118935943692126
649,"[ 1.10269868e-22 -8.44373438e-23  1.32637843e-22 ...  9.83922191e-23
 -9.60309815e-24 -2.83997402e-22]",105.0,58.0,0,0.643,0.017,610,4.941018165858245
650,"[ 2.31444672e-22  1.37674118e-22  6.57926293e-23 ...  1.23149378e-22
 -1.61276493e-22  1.76074241e-23]",71.0,51.0,0,0.44,0.504,610,4.029149880518041
651,"[-2.24679102e-22  3.97642852e-23 -2.09493750e-23 ... -1.31777582e-22
 -8.48908078e-23  1.00175497e-22]",35.0,13.0,0,0.238,0.058,610,1.3467673889789165
652,"[ 1.15236074e-22 -1.34140551e-22  8.48752368e-23 ...  1.91049780e-22
 -4.23263220e-23  7.24484603e-23]",19.0,11.0,2,0.018,0.38,610,0.9564439090854414
653,"[ 1.15362712e-22 -1.98555085e-22 -1.59194835e-22 ...  1.55034292e-22
  2.38885655e-22 -1.67720662e-22]",132.0,4.0,2,0.043,0.529,610,0.5368225574567203
654,"[ 1.15103780e-22  3.33847404e-22 -8.86448457e-24 ... -3.88629855e-23
 -6.90428799e-23  1.97732109e-23]",114.0,68.0,2,0.325,0.452,610,6.234532923448768
655,"[-3.76982615e-23  9.01877416e-23  5.14588093e-23 ...  1.65034174e-23
  2.69937424e-22  2.41931910e-22]",71.0,48.0,1,0.46,0.198,610,3.4807117439986595
656,"[-5.60320178e-23 -5.53370040e-23  1.25740423e-22 ...  4.69749764e-23
  2.04307558e-22 -1.90776028e-22]",145.0,42.0,2,0.312,0.185,610,3.837050592652485
657,"[ 8.22011688e-23  1.38500673e-22  6.67749932e-23 ... -2.53761935e-23
  7.79468990e-23 -1.29370259e-22]",60.0,49.0,2,0.2,0.078,610,3.7354279634144283
658,"[ 4.61534343e-23  1.30654082e-22 -5.77221533e-24 ...  8.96469665e-23
  3.98865392e-23  3.88422085e-23]",60.0,42.0,2,0.798,0.009,610,3.2443815446821556
659,"[ 1.31138236e-22  1.22133215e-22 -5.45918639e-23 ...  1.77324902e-23
 -1.42868275e-22 -1.62307088e-23]",114.0,97.0,2,0.505,0.182,610,7.264899999437747
660,"[ 2.76567721e-22 -5.70451199e-23 -3.01616709e-23 ...  1.53790590e-22
 -1.88936030e-22  6.31069195e-23]",150.0,96.0,1,0.33,0.253,610,7.921827004350099
661,"[-1.21625276e-22  2.72899578e-23  7.50194468e-23 ... -1.52545804e-23
 -5.79017076e-23 -7.61402767e-23]",96.0,75.0,0,0.02,0.152,610,5.584139422581597
662,"[ 9.87958824e-23 -8.02624600e-23 -2.14104214e-24 ... -1.30414077e-22
 -5.01123665e-23  6.66010387e-23]",117.0,70.0,1,0.771,0.562,610,6.291424624482913
663,"[ 2.48854240e-22 -1.59717977e-22  8.77766752e-23 ... -1.81465698e-22
 -5.20171848e-23  1.59550976e-22]",55.0,22.396,0,0.13,0.033,610,2.066748901854698
664,"[-1.01759044e-22  5.30216772e-23 -1.01916608e-22 ...  1.80027951e-24
  5.87748449e-23  1.02716971e-22]",45.0,14.0,2,0.425,0.462,610,1.4786068250530207
665,"[-5.65394412e-23  2.75362402e-22 -9.13309584e-23 ...  2.72059536e-23
 -5.20842910e-23  1.48561109e-22]",148.0,126.0,2,0.054,0.775,610,9.13420810626057
666,"[ 1.50067080e-22 -3.54685678e-23  4.68848804e-23 ... -2.22839795e-22
  1.76674532e-22  9.22853175e-23]",104.0,27.0,2,0.199,0.547,610,3.0061531493236235
667,"[ 2.06102560e-22 -1.65030824e-23  2.96001884e-22 ...  1.69765813e-22
 -5.67076330e-23 -8.55589107e-23]",133.0,22.0,0,0.482,0.1,610,2.444930688462592
668,"[-1.18762172e-22 -1.44862285e-22  3.40336510e-23 ...  2.21338625e-22
 -1.18641871e-22 -4.64358334e-24]",72.0,9.0,2,0.322,0.488,610,1.1191088707710009
669,"[-2.47549282e-22 -9.15713116e-23 -2.95566159e-23 ... -1.59991365e-23
  9.32285985e-23 -2.60809247e-22]",136.0,9.0,1,0.732,0.057,610,1.0937504859813634
670,"[ 1.03873337e-23 -5.44496276e-23 -9.85377017e-23 ... -7.43737927e-23
  2.34146918e-22  7.25194964e-23]",141.0,111.0,0,0.668,0.199,610,7.506952832142699
671,"[ 6.59220713e-23 -3.17177742e-23  2.46786045e-23 ...  2.14728256e-24
  5.94504265e-23  9.99410646e-23]",121.0,4.0,2,0.487,0.462,610,0.5427456635176893
672,"[-1.74726133e-23 -2.01235454e-22 -4.67593142e-23 ...  5.83782704e-23
 -7.31185501e-23  1.15917366e-22]",144.0,82.0,0,0.001,0.662,610,7.459376514153835
673,"[ 3.89071546e-23 -2.29183117e-22  7.43619381e-23 ...  1.65212064e-22
 -2.89177461e-23  1.12966398e-22]",105.0,23.0,2,0.641,0.612,610,2.4950885045651923
674,"[-2.36192430e-22 -1.96628414e-22  6.69231966e-23 ...  1.75210621e-22
 -1.09891227e-22  1.67211305e-22]",100.0,7.0,2,0.094,0.657,610,0.7814071520863999
675,"[ 1.74693068e-22 -1.19599628e-22  5.08619619e-23 ...  3.35765340e-23
  5.00048780e-23 -1.55387616e-22]",134.0,117.0,2,0.641,0.106,610,8.506772110955094
676,"[-5.14645925e-23 -7.80020628e-23  7.05607828e-23 ... -2.16308975e-22
  2.45386008e-23  2.18526031e-22]",128.0,72.0,2,0.261,0.437,610,6.726137880825192
677,"[-2.66644199e-22 -1.13799446e-22 -2.73903659e-22 ...  1.32234641e-22
 -1.83401138e-22  1.01301052e-22]",131.0,106.0,1,0.613,0.252,610,8.524604584204575
678,"[-1.77661140e-22  2.01783137e-22 -4.95119816e-23 ... -1.86075483e-22
  5.57440522e-23 -1.44527727e-23]",118.0,50.0,2,0.419,0.159,610,4.776749055365973
679,"[ 3.52015766e-23  9.46617834e-23  2.80586858e-23 ... -3.96346206e-23
 -5.09996273e-23 -2.46128450e-22]",146.0,84.0,0,0.345,0.434,610,7.772221903738284
680,"[ 1.08019810e-22 -1.62242800e-22  9.80415391e-23 ... -4.80452843e-23
 -7.34167621e-23 -1.73801369e-23]",32.0,6.0,2,0.245,0.541,610,0.6375401764815906
681,"[ 1.43788216e-22  6.71898776e-24 -1.28203276e-22 ... -1.16278704e-22
 -4.72471229e-23  1.86076624e-22]",113.0,86.0,2,0.719,0.201,610,6.960208175073743
682,"[ 1.81190253e-22  2.82733555e-22 -7.76698773e-23 ...  2.40771532e-22
 -1.48794740e-22  1.83293351e-22]",92.0,59.0,2,0.619,0.771,610,4.84714767291843
683,"[-7.76102191e-23 -9.72376491e-24  1.97378975e-22 ... -1.05898839e-22
  1.58832538e-22 -4.02335715e-23]",120.0,48.0,0,0.767,0.679,610,5.0177684228692785
684,"[-9.37777742e-23  3.44307787e-23 -7.59245810e-24 ...  9.00710634e-23
  2.48700790e-22 -1.31868591e-22]",49.0,2.0,0,0.585,0.523,610,0.23200593966253988
685,"[ 8.93184813e-23  6.41263078e-23  1.27229191e-22 ... -2.54461564e-22
  7.27936581e-23 -8.30232817e-23]",132.0,74.0,2,0.621,0.515,610,6.305971249543362
686,"[-2.48124732e-23  2.43929093e-23  9.23398308e-24 ...  7.67892307e-24
  5.47267035e-23  1.04311092e-22]",47.0,45.0,0,0.183,0.022,610,2.838796410132124
687,"[ 8.86518575e-23 -1.74297125e-22 -6.09057577e-23 ...  1.27280060e-22
  2.39886650e-23  2.04146695e-22]",147.0,76.0,1,0.734,0.284,610,6.831396646451037
688,"[-6.59539475e-24  3.70412968e-23  1.73618827e-22 ... -2.53507490e-22
 -9.00536822e-23  6.26145811e-23]",82.0,73.0,0,0.233,0.028,610,5.06719551651688
689,"[-1.66846561e-22  1.01823091e-22 -8.48558341e-23 ...  7.52074035e-23
 -4.47285866e-23  2.52766196e-22]",96.0,78.0,0,0.175,0.158,610,6.088282625342238
690,"[-8.44818484e-23 -5.93639470e-23  2.10379071e-22 ... -1.61837123e-22
 -1.51250843e-22 -9.08503425e-23]",139.0,113.0,1,0.009,0.516,610,7.970009808759352
691,"[4.43787490e-23 3.09611574e-23 6.11836246e-23 ... 3.41505013e-24
 9.31460235e-23 4.69736438e-23]",18.0,13.0,2,0.206,0.457,610,0.9364595656357237
692,"[-2.37722136e-22 -7.96420657e-23  1.83865820e-22 ...  1.17962574e-22
 -1.29551893e-22  9.07600964e-23]",139.0,58.0,2,0.0,0.244,610,5.280719254394154
693,"[ 9.75430996e-23 -1.08416952e-22 -1.01651436e-22 ... -6.50202292e-23
 -2.43344660e-22  1.83224916e-22]",80.0,39.0,0,0.334,0.773,610,3.305179645389094
694,"[ 2.71757788e-23 -3.16405365e-22 -2.46340356e-23 ...  3.24930289e-22
  2.56457852e-23  1.03356870e-22]",79.0,21.26,0,0.638,0.164,610,2.201870581434227
695,"[-2.46743101e-23 -4.70871034e-23  1.73468169e-24 ...  5.41720497e-23
  8.35546957e-23  1.35543959e-23]",141.0,39.0,1,0.509,0.291,610,3.4184916061343027
696,"[ 2.57084397e-23 -4.64968637e-23  2.06390384e-22 ...  3.70789481e-23
  1.35760626e-22 -5.89246779e-23]",112.0,65.0,2,0.126,0.404,610,5.767295199257955
697,"[-2.96489167e-23  1.32365656e-22 -1.83037861e-23 ... -1.01587789e-22
 -6.25499364e-23 -4.88670433e-23]",150.0,83.0,1,0.571,0.673,610,7.256078853261241
698,"[-1.47216915e-22  2.19160504e-22 -9.36102810e-23 ... -1.75099489e-22
  1.64206715e-22  4.98903862e-23]",117.0,52.0,2,0.565,0.28,610,5.066023839636014
699,"[-2.12119056e-22 -4.65987791e-23  4.22722077e-22 ... -3.18964173e-23
 -3.75161440e-23 -1.58698658e-23]",142.0,33.0,1,0.07,0.405,610,3.6630423663093405
700,"[-5.30794127e-23  1.27216499e-22 -2.35637962e-22 ... -4.75686381e-23
 -5.98799443e-23  2.19014696e-22]",115.0,100.0,0,0.008,0.785,610,7.069033759145548
701,"[ 8.61187379e-24 -4.25328382e-23 -1.26468262e-23 ...  1.43744337e-22
 -8.43015985e-23 -7.36762458e-23]",135.0,122.0,0,0.508,0.518,610,9.157810084815164
702,"[ 4.98144110e-23  4.93845875e-24 -1.52277397e-22 ... -6.74624265e-23
 -2.23208646e-23 -4.98439714e-24]",121.0,14.0,0,0.657,0.339,610,1.466915293148
703,"[ 6.68583222e-23  4.76345665e-23 -3.12559358e-23 ... -4.86265692e-23
  2.91560348e-22  7.38253628e-23]",114.0,94.0,1,0.748,0.015,610,6.760540798083651
704,"[-1.50196750e-22  5.83137466e-23  1.38906846e-22 ...  7.98137328e-23
  1.32911292e-22 -6.62246161e-23]",90.0,65.0,0,0.377,0.741,610,4.633882090372113
705,"[ 3.64355697e-24 -3.33970232e-23 -3.05105235e-22 ...  2.30816938e-22
 -3.27002904e-22 -6.97420714e-23]",70.0,5.0,2,0.382,0.756,610,0.5641723228462527
706,"[ 1.41124065e-22  6.54881755e-24 -8.22156330e-23 ...  8.44137171e-23
  6.81115195e-23 -1.03995470e-22]",18.0,4.0,1,0.518,0.207,610,0.37680608825605316
707,"[ 4.28621310e-23  4.36657169e-23  9.30883244e-23 ... -1.01335614e-22
  6.60152952e-23  1.15680134e-22]",114.0,67.0,1,0.461,0.032,610,6.250291440895796
708,"[ 1.30548982e-22  8.95692087e-23 -2.56082929e-22 ...  2.28564411e-23
  2.77403041e-23  2.74561761e-22]",13.0,2.0,0,0.272,0.375,610,0.2508993877981041
709,"[-9.98505297e-23 -1.94319480e-23  2.76536204e-22 ... -2.77136887e-22
 -4.13037187e-23  5.10926295e-23]",108.0,54.0,2,0.558,0.676,610,4.912383970728124
710,"[ 6.54807929e-23 -3.52179518e-23  1.02342735e-22 ... -3.58514063e-23
  4.54984812e-23 -2.50179374e-22]",125.0,111.0,1,0.77,0.041,610,7.673658668211432
711,"[-8.64419944e-23  1.24257280e-22 -4.77722040e-23 ... -1.03344360e-23
 -1.12829617e-22 -5.22110930e-23]",78.0,63.0,2,0.404,0.017,610,5.152881120784424
712,"[-1.87114027e-22  1.19285657e-22 -1.68344894e-22 ... -2.80820511e-23
  3.13467629e-23 -1.91672858e-22]",79.0,44.558,0,0.466,0.717,610,3.8047767203312337
713,"[-1.96378207e-22 -5.56199883e-23 -4.27410902e-23 ... -4.00359666e-23
 -7.14298627e-23  2.12585486e-23]",99.0,85.0,2,0.568,0.21,610,6.3142293720594544
714,"[-4.18291195e-23 -1.77256910e-22  2.67365154e-22 ... -4.20399826e-23
 -2.55675463e-23  5.77939062e-24]",101.0,55.0,2,0.369,0.336,610,5.043654812433265
715,"[-1.26820723e-22 -7.84425147e-23  1.86996907e-22 ...  1.55928348e-22
 -2.38541466e-22 -8.87284840e-23]",36.0,33.0,1,0.203,0.203,610,2.3211779248069027
716,"[ 4.77273835e-23  1.04265270e-22 -3.23197307e-23 ...  1.17958367e-22
 -6.93789820e-23  1.32139019e-22]",135.0,12.0,0,0.011,0.416,610,1.4816876304207243
717,"[ 1.62348215e-23  5.78782443e-23 -7.88288312e-23 ... -1.06000268e-22
  2.17505005e-22 -1.44427695e-22]",137.0,63.0,0,0.598,0.245,610,5.642853427085971
718,"[-2.65238296e-22  5.01922094e-23 -3.04827109e-23 ... -1.16938309e-22
 -7.83438036e-23 -2.44863891e-22]",143.0,115.0,0,0.341,0.229,610,9.066158747366718
719,"[-4.22577021e-24  3.09655491e-26 -5.89101896e-23 ...  1.72227589e-24
 -7.64853436e-23 -1.64779812e-22]",133.0,102.0,1,0.593,0.68,610,7.789106472183533
720,"[ 2.17782936e-22 -9.99163118e-23 -8.47717645e-23 ...  9.06019007e-23
 -1.34448431e-22  2.93248886e-22]",113.0,66.0,2,0.141,0.776,610,5.6758178804224
721,"[ 2.54509798e-22  6.59058975e-23 -2.75304615e-23 ...  2.17886314e-23
  2.71019457e-22 -1.91388903e-22]",138.0,41.0,2,0.391,0.49,610,3.949310849232473
722,"[ 6.34896788e-23 -1.65201920e-22 -1.01073611e-23 ... -7.44250621e-23
 -1.60045187e-22  2.14933927e-22]",62.0,42.0,0,0.685,0.741,610,3.2837347279303017
723,"[ 3.65473517e-23 -1.17435652e-22  2.06849715e-22 ... -2.30197089e-22
 -1.08728507e-23 -1.63696414e-23]",136.0,54.0,1,0.37,0.719,610,5.0317059060038885
724,"[ 7.45003963e-24  2.69553991e-22 -3.77729022e-23 ...  3.84088694e-26
 -9.68098115e-23 -6.85488214e-23]",109.0,45.0,0,0.609,0.435,610,4.29795636273543
725,"[-1.14249182e-22  1.86942648e-22 -1.75062070e-22 ...  1.24906616e-22
  8.80886798e-23 -5.70370683e-23]",11.0,11.0,2,0.304,0.3,610,0.6119482653173893
726,"[ 8.34096895e-23  2.56570330e-22  5.44417694e-23 ...  6.97562430e-23
  1.60286506e-22 -9.34711428e-24]",88.0,64.0,0,0.265,0.379,610,5.5336477488399884
727,"[-7.41324235e-23  2.26858776e-22 -1.46282874e-22 ... -5.90348290e-23
 -9.28344067e-23 -1.54199284e-22]",49.0,5.0,2,0.274,0.724,610,0.5840241767286578
728,"[-5.43585534e-23 -1.00285521e-22  9.78258834e-23 ...  2.10154936e-22
 -6.45041684e-23 -9.25206108e-23]",76.0,12.0,2,0.04,0.049,610,1.3024732869885398
729,"[-2.05404482e-22 -6.77497324e-23 -1.87638011e-23 ... -1.44813061e-23
 -7.66825878e-23 -2.39771322e-22]",64.0,10.0,2,0.512,0.291,610,1.1583609244428175
730,"[-7.42084515e-23  8.42337130e-23 -7.56605593e-24 ...  6.05205917e-23
  9.98144014e-23  3.04663234e-22]",92.0,62.0,2,0.419,0.136,610,5.003879367721478
731,"[ 2.79245757e-22  3.21941362e-23  2.36698044e-22 ...  9.44331324e-23
 -1.13338624e-22  1.12232637e-22]",47.0,13.0,1,0.521,0.623,610,1.004613456716218
732,"[ 1.11932431e-22  1.44945172e-22 -1.98530134e-23 ... -9.39540132e-23
  3.07501158e-22 -9.82822539e-25]",105.0,34.0,1,0.277,0.129,610,3.392872242886851
733,"[-5.75215845e-23 -8.57714677e-23  1.06457698e-22 ... -8.84300972e-23
  2.81883220e-23 -1.23740991e-22]",74.0,2.0,2,0.645,0.577,610,0.2552458159442968
734,"[ 8.23801468e-23 -4.55532281e-24 -5.11514237e-23 ... -1.87805417e-22
  8.24513125e-23  1.25508988e-22]",138.0,4.0,2,0.475,0.448,610,0.5337127212665352
735,"[ 8.54322770e-23  2.21080866e-22  1.19003711e-22 ... -2.87040702e-22
 -1.21823209e-22 -1.63106510e-22]",136.0,94.0,2,0.021,0.171,610,7.845662237091252
736,"[ 4.32600871e-23  2.26522137e-23 -4.19122988e-23 ... -1.89171800e-22
 -1.75207759e-22 -1.81859860e-24]",39.0,16.0,1,0.719,0.383,610,1.4033185558946695
737,"[ 3.46490010e-23  2.14669259e-23  1.60233013e-22 ... -7.54437531e-23
  1.51427834e-22  1.95676666e-22]",108.0,47.0,1,0.179,0.435,610,4.350748879290927
738,"[-5.89162794e-23  3.85457733e-23  1.41824995e-22 ... -1.03331666e-22
 -1.37912874e-22 -4.28555502e-23]",43.0,10.0,1,0.219,0.262,610,1.0645151832086013
739,"[ 1.54822254e-22 -1.69169631e-22  1.26351652e-22 ... -1.32342091e-22
 -2.14211150e-23 -3.02980345e-22]",41.0,37.0,2,0.643,0.33,610,2.837830460674003
740,"[-2.62650001e-23  2.83635616e-23  2.33218495e-22 ... -3.34744979e-23
  8.97532893e-24  5.39444354e-24]",137.0,71.0,0,0.547,0.407,610,6.17119040788519
741,"[-3.63386702e-23  1.10035755e-22  2.37298012e-22 ...  3.15273008e-22
  8.96755152e-23 -1.26752775e-22]",147.0,52.0,2,0.534,0.114,610,4.738190297459793
742,"[-8.47920107e-23  2.20347671e-22 -3.21316628e-22 ... -1.93275053e-22
  6.77016757e-23  4.95811691e-23]",74.0,5.0,2,0.489,0.71,610,0.6218025657971685
743,"[-2.25206578e-22  1.11966965e-22  6.62613534e-23 ...  1.66154576e-25
  2.51092634e-22 -3.65869552e-23]",134.0,75.0,0,0.717,0.154,610,6.671193433684137
744,"[1.96750601e-23 6.33650272e-23 8.38114382e-23 ... 2.56521026e-23
 8.97114627e-23 1.24957939e-22]",113.0,40.0,1,0.33,0.457,610,4.258338423023973
745,"[ 1.64143694e-24 -1.90244861e-22  3.99924025e-23 ...  1.69565483e-22
  1.49635552e-22  1.90898016e-22]",80.0,12.0,0,0.789,0.053,610,1.388321163985166
746,"[ 2.20900425e-22  2.07070137e-22 -1.30392177e-22 ... -2.02770534e-23
  1.52246071e-22 -2.37342026e-22]",139.0,12.0,0,0.66,0.67,610,1.2843386892172222
747,"[ 7.28642821e-23  1.09216226e-22 -6.37813797e-23 ... -1.55980409e-22
  2.17580976e-22 -1.17861876e-22]",51.0,38.0,2,0.449,0.124,610,2.974619326854255
748,"[-5.36083335e-23 -4.67194971e-24 -6.96654719e-23 ...  2.30835433e-22
 -5.96536458e-23 -4.09778229e-23]",75.0,11.0,2,0.479,0.224,610,1.3051944885559
749,"[ 7.41901019e-23  2.35733592e-22  7.28766168e-23 ... -2.00562316e-22
 -5.70964739e-23 -5.44949163e-23]",117.0,34.0,2,0.245,0.338,610,3.097968694297356
750,"[-2.63713119e-23 -9.92794933e-23  3.12539927e-23 ...  1.51061411e-22
  2.52824652e-22 -2.53294567e-22]",127.0,63.0,1,0.713,0.703,610,5.3026434271180545
751,"[-1.98743916e-22  4.26677441e-22 -1.77729961e-22 ... -6.92026927e-23
 -2.75652950e-22 -2.22810859e-22]",100.0,41.0,1,0.652,0.363,610,3.891780713839127
752,"[-5.38347068e-24  1.92109536e-22  1.82274658e-22 ...  7.75433571e-24
  6.32301851e-23  5.59821947e-23]",93.0,77.0,1,0.442,0.576,610,5.398280439435228
753,"[ 2.45593589e-22 -1.83962123e-22  3.15048356e-22 ...  9.34142134e-23
 -2.21529553e-23 -1.71457853e-22]",59.0,16.0,0,0.021,0.389,610,1.6504388628499438
754,"[ 1.53832139e-22 -3.24572520e-22  3.15945467e-23 ...  6.63083821e-23
 -1.47268810e-22 -1.73844864e-22]",33.0,23.0,1,0.244,0.253,610,1.8964360288951265
755,"[-1.25443873e-22  1.93720498e-23  3.80780147e-23 ...  1.37311508e-22
 -1.53015291e-22 -5.57339878e-23]",111.0,9.0,1,0.068,0.435,610,1.125448296177128
756,"[-9.98440780e-23 -1.66437142e-23 -2.08859402e-22 ... -1.63067978e-22
 -1.08385070e-22  1.33794745e-22]",77.0,50.0,2,0.506,0.778,610,4.1444598674010935
757,"[ 9.51784863e-23 -1.73624774e-22  7.22366464e-23 ...  1.30325230e-22
  2.34786655e-22 -3.51878335e-23]",136.0,47.0,2,0.11,0.661,610,4.498183248836911
758,"[-1.28009469e-22  1.21330237e-22 -5.48755170e-23 ...  1.29905396e-22
 -1.34542845e-22  2.15595966e-22]",99.0,13.0,1,0.412,0.413,610,1.5001979932033884
759,"[ 9.14536411e-23 -3.50716944e-23  2.23729563e-23 ... -2.04864715e-22
  1.34042268e-22 -4.11913231e-23]",111.0,67.0,2,0.796,0.301,610,5.4796371760896845
760,"[ 1.17413871e-22  2.34132407e-22  4.00816152e-23 ... -1.01085289e-22
  6.95503506e-23 -2.13723737e-22]",47.0,46.0,1,0.565,0.157,610,2.7495682089987707
761,"[-1.71304608e-22  1.34026693e-22  1.54038997e-22 ... -1.57665035e-22
  1.87470812e-22 -7.40592808e-23]",135.0,33.0,2,0.753,0.736,610,3.7471176893636073
762,"[-1.03743555e-23 -5.18214486e-23 -1.53357299e-22 ... -1.27165337e-22
 -1.23461337e-22 -2.49331158e-23]",111.0,26.0,1,0.12,0.325,610,2.955246380613344
763,"[-3.25363951e-23 -2.19462154e-22  1.96466210e-22 ...  1.57957334e-22
 -2.18796187e-22 -9.73392603e-24]",132.0,6.0,1,0.298,0.54,610,0.7147590349497002
764,"[-8.40272070e-23  6.90783095e-23  1.56684543e-22 ...  5.36987901e-23
  7.41777871e-23  2.15438900e-23]",86.0,71.0,1,0.724,0.279,610,4.960847912741025
765,"[ 1.52154434e-23 -2.34457582e-22  3.03379783e-23 ... -2.16685212e-22
  2.16799749e-22  8.54589775e-24]",130.0,124.0,1,0.735,0.422,610,8.5576812073017
766,"[-2.24687757e-22  1.89686071e-23  9.50075715e-23 ... -8.82838935e-24
 -4.90781885e-23  9.90882380e-24]",103.0,39.0,0,0.459,0.789,610,3.3478113693834293
767,"[-1.34659597e-22 -1.27325196e-22 -1.46449605e-22 ... -1.35273297e-22
  2.57004313e-24  6.37668559e-23]",108.0,101.0,1,0.468,0.474,610,7.3649091487234015
768,"[-1.66877929e-22  2.34155935e-22 -3.03198222e-22 ... -2.94137160e-24
 -9.46462701e-23 -3.66189727e-22]",139.0,124.0,1,0.656,0.167,610,9.515618575357728
769,"[ 6.08436000e-23  1.34437424e-22 -1.26952466e-22 ... -9.06825207e-23
 -1.09981502e-22 -1.24875996e-22]",83.0,74.0,1,0.642,0.075,610,5.277094575684288
770,"[ 1.76500848e-22  8.49777881e-24  3.20043453e-22 ... -2.18755541e-23
  7.77236437e-24 -1.99982839e-22]",108.0,107.0,2,0.551,0.611,610,7.577981533525828
771,"[-5.20073269e-23 -2.38638713e-22 -1.14126613e-22 ... -5.25389120e-23
 -5.06096191e-23  2.06206654e-22]",147.0,9.0,1,0.165,0.022,610,1.171126566400352
