,Waveform,m1,m2,Merger Position,spin1z,spin2z,Distance,PSNAR
1107,"[ 8.06940510e-23  1.04934539e-22  6.75935207e-23 ... -1.50176967e-22
 -8.21782272e-23 -1.30631479e-22]",77.0,52.0,0,0.467,0.458,810,2.9536209779064784
1108,"[ 2.05354538e-22  2.64950338e-22 -8.11948740e-23 ...  1.44575328e-22
 -3.21264302e-23 -9.49409408e-23]",30.0,23.0,1,0.052,0.413,810,1.4264540568086663
1109,"[-9.47606816e-24  3.16463191e-22  8.07895150e-23 ...  1.47088142e-22
  9.41367136e-23  1.23199615e-22]",104.0,34.0,2,0.322,0.71,810,2.469671124542975
1110,"[-1.35427674e-22 -6.60937988e-23  1.49186843e-23 ...  4.52378138e-23
  1.37907130e-22 -1.81000884e-22]",22.0,22.0,1,0.016,0.004,810,1.044732868118015
1111,"[-9.19276498e-23  3.93874282e-22 -1.60054550e-22 ... -2.15325214e-22
 -1.76320340e-22  1.06382965e-22]",62.0,41.0,1,0.284,0.514,810,2.601730730453517
1112,"[ 3.20118278e-22  1.80798878e-23 -4.74185442e-23 ...  4.62240361e-24
 -3.74242043e-23 -2.60959922e-23]",121.0,39.0,0,0.189,0.769,810,2.927239891940883
1113,"[ 2.03687978e-23 -5.46954046e-23  1.14443449e-22 ... -1.11045033e-22
 -2.08019468e-23 -2.03051524e-22]",52.0,21.0,2,0.387,0.025,810,1.6023491848144853
1114,"[ 6.25823403e-23 -2.28696804e-23  1.37306169e-22 ... -3.02796431e-22
  6.59615550e-23 -3.83660036e-24]",106.0,100.0,1,0.425,0.477,810,5.781328788879808
1115,"[ 3.26005324e-22  4.18508273e-23 -2.11178980e-23 ...  1.33273009e-22
 -1.92802215e-22  7.34997414e-23]",137.0,86.0,1,0.591,0.439,810,6.000300750211053
1116,"[ 4.85919172e-23  2.57000868e-22 -2.65506114e-22 ...  1.98599257e-22
  6.10260552e-23  1.39354770e-22]",92.0,47.0,0,0.108,0.193,810,3.276485439693792
1117,"[-1.18477460e-22  1.13697117e-22  2.23623248e-22 ...  1.19037617e-22
  1.70781089e-22  1.17287931e-22]",136.0,25.0,1,0.118,0.604,810,2.0924106325853695
1118,"[-1.07850669e-22  4.05004337e-23 -9.55425441e-24 ...  1.00168031e-23
  1.82902743e-23  1.33015331e-22]",89.0,28.0,1,0.337,0.387,810,1.905008281568061
1119,"[-5.44077699e-23 -4.24466780e-24 -7.36050465e-23 ...  3.93359463e-23
 -9.56018994e-23 -4.90051282e-23]",75.0,34.0,2,0.069,0.657,810,2.1491758782117247
1120,"[-1.12513366e-22 -2.11254927e-23  1.69685597e-22 ...  1.79187374e-22
  5.75726906e-23 -2.90305155e-22]",107.0,74.0,2,0.148,0.287,810,4.123104567147274
1121,"[-2.02712463e-22 -2.47189647e-22  2.66192601e-22 ... -5.99225719e-23
 -2.02672895e-22  4.20736623e-23]",66.0,27.0,2,0.069,0.676,810,2.1323519075418593
1122,"[ 1.69742340e-23  3.82723554e-23 -1.10767390e-22 ...  1.10684194e-23
 -9.29121211e-23 -1.71608448e-22]",36.0,12.0,1,0.473,0.722,810,0.8991858069631201
1123,"[-3.82814081e-23  4.55536302e-23 -1.08181339e-23 ... -1.87173951e-22
  9.85021508e-23  1.61885729e-22]",53.0,11.0,1,0.248,0.287,810,0.8574269340034887
1124,"[ 2.52282864e-22 -8.10644218e-23  5.38547054e-23 ...  6.69666483e-23
 -2.04012495e-22  1.49656155e-22]",95.0,58.0,2,0.387,0.174,810,4.10841230140938
1125,"[ 2.98669036e-22 -1.06012703e-22  3.02051563e-23 ... -1.12296741e-23
  1.05958178e-22 -2.15468702e-23]",93.0,31.0,2,0.731,0.308,810,2.1691117570003735
1126,"[ 2.85531784e-23 -2.83532754e-24 -4.92633862e-23 ...  4.05053600e-24
  1.45962630e-23 -1.46306507e-22]",145.0,56.0,2,0.397,0.632,810,4.287651483643465
1127,"[ 6.62291712e-23 -5.81866256e-23 -3.14909316e-22 ...  9.72339277e-23
 -5.55532173e-23 -7.30070727e-24]",109.0,85.0,2,0.043,0.154,810,4.7589813998552595
1128,"[ 3.42373485e-23  8.47737338e-23  1.50260018e-22 ... -8.01835375e-23
  4.36725169e-23 -1.70150326e-22]",32.0,10.0,2,0.416,0.144,810,0.7608431080670106
1129,"[ 7.36293356e-23 -1.27951614e-22  2.66663064e-23 ... -1.64848015e-22
 -3.05183778e-23  1.93958859e-22]",108.0,93.0,2,0.052,0.686,810,5.112788893024322
1130,"[ 2.28900256e-22  7.41231127e-23 -3.17044504e-23 ...  1.12486648e-22
 -1.12688488e-22 -3.62732685e-22]",104.0,43.0,2,0.267,0.792,810,3.0251510163422366
1131,"[ 5.37304858e-24 -1.43601704e-22 -1.25143770e-22 ...  6.47601304e-23
 -4.24419449e-23 -1.19079064e-22]",143.0,80.0,2,0.537,0.441,810,5.101451475250482
1132,"[-1.77354503e-22  2.32515416e-22 -1.47837746e-23 ...  8.80372173e-23
 -1.40981387e-24 -1.17057091e-22]",66.0,51.0,1,0.662,0.04,810,2.6828689340641274
1133,"[-1.33741944e-23  6.80568333e-23 -2.31867134e-22 ... -2.64088231e-23
 -7.47948973e-23  2.08771865e-22]",55.0,2.019,0,0.614,0.699,810,0.192597805530693
1134,"[ 1.98377389e-22 -1.57962213e-22 -9.55991838e-23 ... -2.34342119e-23
 -2.13939148e-23 -1.75251954e-22]",62.0,30.0,1,0.478,0.194,810,2.19320382843489
1135,"[-1.40996866e-22  2.06565167e-23 -5.02805605e-23 ...  1.09793167e-22
  2.48876762e-23  6.10576922e-23]",85.0,82.0,1,0.406,0.049,810,4.607293359156752
1136,"[ 3.58187208e-23  1.29640840e-22 -1.83099344e-22 ... -7.36743366e-23
  3.14544943e-23  2.28409594e-23]",134.0,50.0,2,0.255,0.204,810,3.520720695990894
1137,"[ 1.52503043e-23  1.66987093e-23  1.09317314e-22 ...  2.65006971e-22
 -4.12899852e-23 -1.18369369e-22]",63.0,6.0,0,0.542,0.786,810,0.4971127908722728
1138,"[ 1.23243118e-22 -4.06440576e-23  1.58011253e-23 ...  1.55732415e-23
 -2.29378202e-22 -4.95392857e-23]",120.0,8.0,1,0.052,0.242,810,0.7212763595496507
1139,"[ 2.35055477e-22 -8.99410258e-26 -2.64058009e-23 ...  1.88960211e-22
  5.30830098e-23  5.29356796e-23]",124.0,85.0,2,0.638,0.177,810,5.044182288808135
1140,"[ 3.35391139e-23  2.80076146e-22 -2.88707416e-23 ... -1.37770956e-23
  2.10093231e-22 -1.37939123e-22]",63.0,50.0,0,0.094,0.133,810,3.0068797196325994
1141,"[-7.97307789e-23  9.59627722e-23 -1.49666220e-22 ...  6.27210864e-23
 -1.80795945e-22  5.34858072e-23]",90.0,29.0,1,0.733,0.429,810,2.157140945131604
1142,"[-1.60893970e-22  1.13109618e-22  4.51281775e-23 ...  1.66647323e-22
  1.53070315e-22  9.86461590e-23]",116.0,68.0,1,0.011,0.032,810,4.721795417686423
1143,"[-1.27682820e-22  1.19027225e-23 -6.69893688e-24 ...  1.33483391e-22
  3.83675450e-23  1.25515054e-22]",37.0,35.0,1,0.039,0.668,810,1.8253520343344878
1144,"[ 6.96102079e-23 -2.39904245e-23 -6.31702145e-23 ...  9.97761909e-23
 -1.91001120e-22  6.41862267e-23]",33.0,31.0,2,0.179,0.382,810,1.6713869899175167
1145,"[-3.06267559e-23  2.10958097e-23  6.66453981e-23 ...  1.27441314e-22
 -4.14671694e-23  4.10001214e-23]",132.0,94.0,0,0.641,0.356,810,5.686708410575809
1146,"[ 1.34339781e-22 -2.62019981e-23 -4.79645151e-23 ... -1.34278688e-23
 -1.04366239e-22  8.67266722e-23]",133.0,120.0,2,0.164,0.062,810,6.077891932080895
1147,"[-8.04090077e-23 -1.82986774e-22  2.40510361e-22 ...  2.05589879e-22
 -2.57098880e-24  2.96552511e-23]",128.0,113.0,0,0.626,0.034,810,7.0169623442506
1148,"[-1.74630193e-23 -1.99164137e-23 -1.43718553e-23 ...  5.87253969e-23
  1.01740053e-22  4.17646874e-23]",12.0,11.0,2,0.019,0.652,810,0.5651798225723516
1149,"[-1.02724440e-22  1.71132587e-22 -1.54385029e-22 ...  1.48867854e-23
  6.66528868e-23  5.69403507e-23]",42.0,35.0,0,0.074,0.375,810,1.843270039577169
1150,"[ 2.66218539e-22 -1.75923147e-22 -4.91152155e-23 ...  5.23257017e-23
  1.73500498e-22  2.40560831e-22]",114.0,108.0,0,0.022,0.637,810,5.2564498876734245
1151,"[-1.74200709e-22 -2.32871024e-22  3.05605600e-23 ...  1.43971426e-23
  1.61780794e-22 -9.68492501e-23]",136.0,46.0,0,0.255,0.655,810,3.225443912038652
1152,"[ 4.58758202e-23 -7.82992480e-23 -8.99690379e-23 ... -2.55590074e-22
 -5.27390780e-23  1.55853786e-23]",110.0,110.0,2,0.215,0.507,810,5.9060871084658295
1153,"[-3.65474116e-23  1.92075308e-23  1.16264859e-22 ... -2.87387579e-22
  1.11394229e-22 -1.66759396e-22]",149.0,32.0,1,0.129,0.337,810,2.7119731078974256
1154,"[ 1.20764716e-22 -2.19485665e-22  6.57812607e-23 ... -2.11750186e-22
  1.90404212e-22 -2.43474850e-22]",74.0,60.0,2,0.193,0.303,810,3.767133634959165
1155,"[-1.38586369e-22  5.57413321e-23  5.78229764e-23 ...  7.39471486e-23
  1.09261001e-22  3.27426741e-23]",39.0,7.0,0,0.45,0.494,810,0.6149481785971344
1156,"[ 4.52755861e-23  1.00920285e-22 -7.48523871e-23 ... -1.58764162e-23
 -1.66597035e-22  2.55625827e-23]",118.0,91.0,2,0.09,0.536,810,5.424160553201701
1157,"[ 1.39009669e-22 -1.24254789e-22  1.45918535e-22 ...  8.34077833e-23
 -1.02967733e-22  2.38512981e-23]",149.0,13.0,0,0.519,0.043,810,1.0006005748376927
1158,"[-1.21219579e-22 -1.29605752e-22  5.94707991e-23 ...  1.70759778e-22
  7.37474314e-23 -1.78545444e-22]",95.0,74.0,1,0.44,0.534,810,3.875003992325596
1159,"[-1.22104988e-22  7.74903211e-23  3.01718938e-23 ...  1.36377957e-22
 -8.57368300e-23 -5.34239199e-23]",89.0,40.0,2,0.269,0.159,810,2.9060127272053333
1160,"[-3.11066780e-22  2.22113490e-22 -1.75031866e-22 ...  3.28554490e-23
  3.44450238e-22  2.94584720e-23]",54.0,50.0,2,0.273,0.014,810,2.67734532419916
1161,"[ 3.51629312e-23  8.49105846e-23 -2.73570894e-22 ...  8.80263820e-23
  4.53227582e-23  1.65947615e-22]",117.0,43.0,1,0.258,0.08,810,3.124019338032943
1162,"[-4.29192255e-23  7.21118836e-23 -8.77142565e-23 ... -5.65920620e-23
 -2.62915766e-22 -4.97433672e-23]",141.0,52.0,2,0.428,0.11,810,3.9556042623968852
1163,"[-3.77093556e-23  1.78156767e-22  1.36412769e-22 ...  1.96997311e-22
  5.99848527e-24 -1.45000960e-22]",137.0,56.0,2,0.399,0.181,810,4.212625470960558
1164,"[ 1.27981443e-22  9.96653309e-23 -4.21450688e-24 ... -1.23931533e-22
  1.21009961e-22 -8.46360142e-23]",131.0,57.0,0,0.458,0.655,810,4.058917960717332
1165,"[ 1.88916783e-22  1.34410857e-23 -2.15582828e-22 ...  2.37871658e-22
 -1.84875764e-23 -1.12059329e-22]",133.0,55.0,2,0.745,0.446,810,3.963083956116461
1166,"[ 4.18994239e-23  1.53765143e-22  6.97062654e-23 ...  3.12007440e-23
 -2.20065197e-22  1.47684011e-23]",149.0,87.0,1,0.101,0.514,810,5.15551491935714
1167,"[-6.15264586e-25 -2.80056858e-23  3.89613069e-23 ... -7.82055539e-23
  3.62419005e-22 -7.84260140e-23]",148.0,102.0,2,0.136,0.477,810,6.631204881237413
1168,"[ 1.79289512e-22  4.07997607e-24  1.60916308e-22 ...  9.01040180e-23
 -1.18271232e-22 -1.13391603e-22]",139.0,111.0,0,0.795,0.499,810,6.445765528637102
1169,"[ 1.93390749e-22  1.43135133e-22  1.49191508e-22 ...  3.32570784e-23
 -6.56495835e-23 -2.32110879e-23]",88.0,83.0,0,0.256,0.693,810,4.263118964408465
1170,"[ 1.00385871e-22  7.90155329e-23 -6.57444961e-23 ... -1.56352449e-22
  1.45673110e-22 -7.61387706e-23]",20.0,3.0,2,0.266,0.601,810,0.2064717778110868
1171,"[ 8.45960630e-23  1.07045851e-22 -2.74105381e-22 ...  2.28416466e-23
 -1.68635667e-22 -2.90470163e-23]",131.0,62.0,2,0.648,0.089,810,4.248192140456835
1172,"[ 1.65159219e-24  1.23931050e-22  2.04679066e-22 ... -8.86328725e-23
  1.46776361e-22 -2.42425287e-22]",103.0,90.0,0,0.063,0.045,810,5.099560816500319
1173,"[ 9.29265137e-23  4.60986759e-23 -1.26865141e-23 ...  7.14604521e-24
  1.90825240e-23 -1.57219011e-22]",134.0,131.0,0,0.112,0.682,810,7.127090514796972
1174,"[-6.46011601e-23 -2.66049668e-22  3.45921297e-22 ...  1.86875056e-22
 -2.55694035e-22 -2.87789633e-23]",44.0,24.0,1,0.101,0.435,810,1.5385445886769498
1175,"[-2.64497666e-22  7.06751835e-23  2.08279840e-23 ...  1.00722169e-23
 -4.17093486e-23 -1.35277840e-22]",87.0,48.0,2,0.499,0.209,810,3.544829470595482
1176,"[-1.57824254e-22  2.78125109e-22  5.35146447e-23 ... -1.76525567e-22
  1.41551220e-22  1.14591995e-22]",58.0,55.0,2,0.787,0.441,810,2.6975976164932276
1177,"[ 1.32289409e-22 -1.99161474e-22  3.78917091e-24 ...  1.93813573e-23
  7.10186556e-23  1.16204820e-22]",102.0,97.0,1,0.732,0.746,810,5.0569646131021955
1178,"[ 1.48798172e-22 -5.61134611e-23  2.41819528e-22 ...  1.69436965e-23
  5.14371233e-23  4.09910018e-22]",147.0,89.0,0,0.021,0.504,810,5.719541606771938
1179,"[ 2.21143209e-22  4.41620996e-23 -1.20386625e-22 ... -1.90321609e-23
 -1.50884450e-22  4.09235518e-23]",67.0,9.0,0,0.659,0.347,810,0.7567711009969991
1180,"[ 1.27509559e-22 -1.25202575e-22  2.41105264e-22 ...  2.25029730e-23
  3.59744259e-23  1.77805493e-22]",103.0,81.0,1,0.589,0.063,810,4.461262171333209
1181,"[ 1.17389760e-22  1.94903860e-24  1.59046808e-22 ...  1.39576397e-22
 -1.29037555e-23 -2.07229811e-22]",75.0,26.0,2,0.665,0.044,810,1.6243177067461951
1182,"[-2.22060476e-22 -2.06951982e-22 -1.23386000e-22 ... -1.02384794e-23
  8.22609098e-23  2.05349312e-22]",54.0,7.0,2,0.699,0.719,810,0.5986497562362775
1183,"[ 8.36513451e-23 -1.02409563e-22  1.04856266e-22 ...  1.41701746e-22
  2.57876601e-22 -1.29131865e-22]",80.0,62.0,1,0.497,0.057,810,3.79241034497531
1184,"[-2.02479857e-22  2.24951790e-24 -9.64555349e-23 ... -1.28717262e-23
  9.34733327e-23 -1.86781178e-22]",113.0,72.0,1,0.453,0.491,810,4.447254805846756
1185,"[-2.29511990e-22  2.50632340e-22 -3.55889951e-22 ... -3.68667075e-23
 -2.16756881e-23 -8.60122200e-23]",94.0,4.0,1,0.779,0.373,810,0.3667537783507274
1186,"[ 2.33544910e-22  4.70619652e-23 -7.75484687e-24 ...  7.37143164e-23
  2.63905492e-23 -7.03996533e-23]",106.0,45.0,0,0.379,0.356,810,3.0367326240605865
1187,"[-1.33544228e-22 -2.58961550e-23  1.57281311e-22 ...  3.22895388e-24
 -1.41154401e-23 -7.00030542e-24]",138.0,53.0,0,0.052,0.567,810,3.9020411892210993
1188,"[ 9.72462045e-24 -5.52902726e-23 -2.17882826e-22 ...  2.58900396e-22
 -1.92815584e-22  1.30474185e-22]",51.0,12.0,0,0.37,0.367,810,0.9517684130025066
1189,"[-5.72661377e-23 -2.31441739e-23 -2.20972729e-22 ... -3.68737221e-23
  6.28542574e-23  3.30180725e-24]",39.0,33.0,1,0.41,0.604,810,1.8812767872829645
1190,"[-4.12031308e-23  3.02796713e-23  4.10984572e-23 ...  1.95234959e-22
 -1.05148598e-23 -2.26467452e-22]",132.0,73.0,0,0.778,0.38,810,4.712925106371704
1191,"[-8.22790164e-24  9.47932974e-23  2.61227162e-23 ... -2.55215377e-22
  1.18582293e-22  5.08786355e-23]",92.0,24.0,1,0.575,0.313,810,1.9765933202824104
1192,"[ 3.43629155e-22 -1.46906341e-22 -6.60361271e-23 ... -1.16942527e-22
 -1.31919658e-22  1.74060281e-22]",104.0,96.0,2,0.351,0.715,810,5.617509858005532
1193,"[-4.04099674e-23  1.87391127e-22 -1.08749241e-22 ... -3.50625366e-23
 -1.65295604e-22  1.17081479e-22]",118.0,104.0,1,0.456,0.21,810,5.828444086411852
1194,"[ 6.67151319e-23 -4.82117063e-23 -6.49626238e-23 ... -8.65646947e-25
 -5.32208199e-23  1.06500891e-22]",77.0,4.0,2,0.164,0.779,810,0.3857453415520101
1195,"[-6.23573340e-23 -9.37271136e-23 -1.41249922e-22 ... -9.77150442e-23
  2.50401111e-22 -1.59718985e-22]",139.0,100.0,2,0.045,0.617,810,5.172949434319147
1196,"[ 3.53027228e-23  3.90432234e-22  4.01189542e-23 ... -4.09015399e-24
 -1.65507973e-22  1.60752910e-22]",116.0,111.0,0,0.044,0.637,810,5.482800796460672
1197,"[-1.99560777e-22 -5.22456842e-23 -1.24297987e-22 ...  8.47891110e-25
 -1.63268708e-22  2.37639763e-22]",92.0,71.0,1,0.518,0.267,810,4.322082624527784
1198,"[ 2.45439819e-23  1.27216289e-22 -4.51626900e-23 ...  1.40993359e-22
 -2.61059025e-23  6.53146156e-23]",16.0,2.0,2,0.335,0.577,810,0.1264550433512083
1199,"[ 5.58282570e-24  6.25338615e-23  6.33106502e-23 ... -1.12870599e-22
  2.09690397e-22 -6.56123029e-23]",85.0,13.0,2,0.59,0.524,810,1.0163705296226546
1200,"[ 1.43725013e-22 -2.17693731e-22  2.42850398e-23 ... -1.50237358e-22
 -5.15595135e-23 -6.16847180e-23]",58.0,28.0,2,0.601,0.741,810,1.7433241207169583
1201,"[ 6.12707128e-23  1.33608602e-22  2.41750969e-22 ...  1.02063492e-22
 -6.69162549e-23 -8.27064360e-23]",24.0,24.0,2,0.594,0.438,810,1.169188511408241
1202,"[ 6.36469487e-23 -4.67289230e-23 -4.52476607e-23 ...  1.04782035e-22
  5.85975273e-23 -3.53270564e-23]",118.0,65.0,2,0.339,0.108,810,4.597955755772008
1203,"[-3.20151567e-23  3.95256039e-22 -4.20553499e-23 ...  1.68178315e-23
 -5.02055532e-23 -1.44889074e-22]",140.0,104.0,0,0.633,0.658,810,5.674428009416341
1204,"[-5.14485348e-24 -1.20860810e-22  1.57929872e-23 ... -9.39787405e-23
 -1.67815455e-23 -1.90338080e-24]",117.0,89.0,2,0.603,0.298,810,5.331516779788012
1205,"[ 9.42271995e-23 -2.12953430e-22 -2.35306479e-22 ...  1.45639094e-22
  8.36319253e-23  1.32774513e-23]",141.0,111.0,1,0.619,0.122,810,7.029315124156246
1206,"[ 4.90507092e-23 -1.78561116e-22 -2.34011333e-22 ...  4.78060461e-23
 -1.78281707e-22  6.10045786e-23]",9.0,5.0,0,0.643,0.25,810,0.316776237170701
1207,"[ 1.15667764e-22  1.20501608e-23 -4.09397308e-23 ... -1.22082122e-22
 -1.51464259e-22 -3.74653973e-24]",130.0,76.0,1,0.531,0.621,810,5.157942847769532
1208,"[ 1.57883704e-22 -5.89040800e-23 -1.94833334e-22 ... -5.34326953e-23
  1.55529613e-22 -2.56685503e-22]",125.0,29.0,2,0.556,0.572,810,2.4745037760600486
1209,"[-1.98295661e-22  8.07773594e-23  6.38604773e-23 ... -8.37160309e-23
 -9.90683280e-23  2.47615528e-23]",130.0,40.0,0,0.395,0.616,810,3.425867990454749
1210,"[-2.00938173e-23 -5.23527772e-23  1.30078261e-22 ...  1.26371498e-22
  7.92459746e-23  8.45657794e-23]",86.0,66.0,1,0.452,0.52,810,3.687900789683523
1211,"[ 7.17095792e-23 -3.38199450e-22  1.03269437e-22 ...  1.01213566e-22
 -1.69038541e-22 -6.78339667e-23]",7.0,1.0,1,0.554,0.234,810,0.06390510044720978
1212,"[-3.58104476e-22  1.52868762e-22 -2.10599422e-22 ...  1.36349407e-22
 -1.03925279e-22  4.72093222e-23]",44.0,29.0,1,0.276,0.323,810,1.9004112762207266
1213,"[ 2.34025326e-23  2.64344731e-23  1.10128140e-22 ... -8.44970682e-23
  2.65877691e-22 -1.33578015e-22]",143.0,123.0,1,0.113,0.086,810,6.846242730916248
1214,"[-9.06831362e-23 -1.45678092e-23  2.40759568e-23 ...  5.18673105e-23
  1.23532902e-22  1.39288014e-22]",132.0,89.0,1,0.114,0.385,810,6.079353106853822
1215,"[-6.52123834e-23 -6.88485300e-23 -8.63911483e-23 ... -8.78121643e-23
  4.74534917e-23 -2.07223503e-22]",96.0,63.0,2,0.257,0.309,810,4.198905976167037
1216,"[-1.82527551e-24  2.64984311e-22  3.29249944e-23 ...  1.80972168e-22
 -9.72577326e-23  2.62485760e-23]",84.0,49.0,1,0.462,0.265,810,3.3957873825474723
1217,"[-2.44270140e-22 -1.30940573e-22  2.29947294e-24 ... -1.62953774e-22
 -9.75985210e-23  1.39905330e-22]",118.0,4.0,2,0.149,0.763,810,0.40635676005109833
1218,"[ 9.43899801e-23  8.35656408e-23  9.62091708e-24 ... -1.15317727e-23
 -1.46638232e-22  1.17002800e-22]",68.0,16.0,2,0.797,0.13,810,1.0965855020331503
1219,"[-1.17286177e-22  4.50757480e-23  2.90713581e-23 ... -2.00317383e-22
 -1.35208269e-23 -1.19233263e-22]",133.0,48.0,1,0.195,0.278,810,3.325790077825667
1220,"[ 1.11964593e-23 -1.00667585e-22  7.54063550e-23 ...  1.10664538e-22
  6.86668127e-23 -1.41727542e-22]",93.0,26.0,0,0.795,0.019,810,1.9955761513381614
1221,"[-4.48320428e-23 -1.93127445e-22 -7.36027479e-23 ... -4.49682237e-23
  4.94637619e-23  1.23741209e-22]",84.0,39.0,0,0.318,0.475,810,2.782435942173059
1222,"[ 2.59308203e-22 -1.09319137e-22 -2.39217334e-22 ... -1.27686289e-23
 -4.53724905e-23 -7.48123378e-23]",128.0,82.0,1,0.564,0.086,810,4.9973412463663545
1223,"[-9.45677132e-23  6.22196454e-23 -8.30353212e-24 ...  2.04586330e-22
 -4.19678333e-23  2.22039593e-22]",72.0,30.0,0,0.397,0.64,810,2.1085451582365993
1224,"[ 1.48774004e-24 -6.32963845e-23 -6.09650907e-23 ...  7.04522164e-23
 -9.04294602e-23  3.38957002e-23]",8.0,3.0,1,0.77,0.045,810,0.13776084301433136
1225,"[ 5.16487264e-23 -7.76816525e-24  1.50378356e-23 ... -9.50093232e-23
  2.28835193e-22 -1.65738795e-22]",104.0,60.0,2,0.026,0.646,810,4.025411051448205
1226,"[-1.57544270e-22  8.29303669e-23 -2.08939198e-22 ...  6.49402067e-23
  2.14565353e-23  2.31396262e-23]",121.0,81.0,0,0.317,0.272,810,5.957854118903495
1227,"[-7.80103547e-23 -1.59283863e-22  3.12915314e-22 ...  9.08792275e-23
 -5.95912035e-23  1.14749529e-22]",82.0,56.0,2,0.515,0.295,810,2.9711585958261857
1228,"[-2.14739623e-24  5.32220874e-23  5.71925228e-23 ...  1.17416672e-22
  1.13199398e-22 -7.76977310e-23]",99.0,54.0,1,0.32,0.189,810,3.34704539590604
1229,"[-2.03065440e-23 -1.17285020e-22  9.70462321e-23 ...  8.61754861e-23
  9.66715904e-23  5.72352554e-23]",140.0,137.0,2,0.721,0.14,810,6.948920271471032
1230,"[-1.31331772e-22  2.47995256e-22 -9.65934418e-23 ...  1.82657488e-23
  2.03907483e-23 -6.66915108e-23]",103.0,13.0,0,0.187,0.494,810,1.0614984951237076
1231,"[-3.47799460e-22 -7.10955980e-23 -5.27768673e-23 ... -1.65772166e-22
 -1.92899179e-23  3.50917276e-23]",57.0,24.0,1,0.597,0.532,810,1.628821616515108
1232,"[-2.24665624e-22 -2.27200391e-22 -1.89584738e-22 ...  1.57406904e-23
 -3.56253836e-23  2.03461788e-22]",87.0,76.0,2,0.201,0.463,810,4.4674888788646925
1233,"[-3.50233324e-23 -1.64319758e-22  2.40758135e-22 ...  9.07746680e-23
 -9.18923251e-23  1.28736109e-22]",150.0,123.0,1,0.621,0.433,810,7.0677327805071295
1234,"[ 7.66306244e-23 -2.16270626e-22 -5.58614142e-23 ... -9.17416953e-23
 -6.25012908e-23  1.23509251e-22]",120.0,55.0,0,0.631,0.21,810,4.140995150263713
1235,"[ 6.89744455e-23 -2.20060121e-23  1.59767570e-22 ...  1.16161763e-23
 -1.77656992e-22 -3.16579616e-23]",117.0,34.0,2,0.597,0.313,810,2.2765177881827876
1236,"[ 5.48297700e-23 -1.61361416e-22 -1.73414019e-22 ... -1.36994251e-22
  1.11746085e-22 -1.79403581e-22]",66.0,28.0,2,0.102,0.716,810,2.0922340178200916
1237,"[ 4.72610994e-23 -7.16615128e-23  1.16763877e-22 ...  6.81444751e-23
 -3.59612624e-23  1.57007669e-22]",55.0,45.83,2,0.472,0.65,810,2.62864176781427
1238,"[-2.37186182e-22 -6.08337990e-23 -1.56880268e-22 ...  7.08266120e-23
  3.37229579e-23  2.47663130e-22]",130.0,72.0,2,0.349,0.683,810,4.642354069546637
1239,"[-1.03038105e-22 -2.58239050e-23 -4.72298819e-23 ...  1.38329848e-22
 -1.55940535e-23  4.87053996e-23]",109.0,52.0,0,0.136,0.527,810,3.6266382884560526
1240,"[-2.26197437e-23  2.48135590e-22  1.30727342e-23 ... -1.26500274e-22
 -1.47290481e-23 -1.19676753e-23]",133.0,52.0,0,0.675,0.403,810,3.4662188097012057
1241,"[ 3.87502854e-23 -1.99265892e-22  9.72211163e-23 ... -1.34874436e-22
 -2.88670486e-23 -7.00558483e-25]",102.0,78.0,1,0.565,0.291,810,4.140067730270468
1242,"[-1.22927126e-22  2.87876794e-23  6.79700417e-23 ...  2.00222325e-22
 -1.16186203e-22  1.79479402e-22]",148.0,10.0,2,0.301,0.642,810,0.9939842156509621
1243,"[-1.34941414e-22  1.02515719e-22 -1.11717890e-22 ... -7.17489099e-23
 -3.67748521e-23 -1.00108738e-22]",98.0,19.0,2,0.467,0.41,810,1.6402804811078666
1244,"[ 2.27857851e-22 -1.05619345e-22  2.66415797e-23 ... -2.57863313e-22
 -6.93774112e-23 -4.16803328e-23]",144.0,123.0,2,0.178,0.142,810,6.4578769338525985
1245,"[-1.23401306e-22  7.50237081e-23 -2.42171327e-23 ...  2.65291252e-23
  4.68593081e-23  7.65180426e-23]",113.0,103.0,1,0.456,0.156,810,5.86481496850439
1246,"[ 7.08204254e-23 -6.86136486e-23 -9.73979149e-23 ...  3.76803526e-23
  2.35104213e-22 -1.03616856e-22]",150.0,42.0,0,0.079,0.329,810,3.279253311086836
1247,"[-8.18703949e-23  2.45144492e-22 -1.62787439e-23 ...  1.16892913e-22
 -4.49218031e-23  1.32476122e-22]",143.0,74.0,1,0.095,0.651,810,4.923244709573406
1248,"[ 3.56422632e-23 -1.66975780e-22 -2.47775926e-22 ...  2.25934366e-23
  1.43529924e-22  1.59998737e-22]",135.0,1.0,0,0.085,0.663,810,0.21281459709950015
1249,"[-2.02992058e-22 -1.16987141e-22 -7.75944161e-23 ... -1.44119809e-22
  3.90771145e-23 -2.22621535e-24]",140.0,118.0,0,0.676,0.25,810,6.688135556088876
1250,"[ 1.08012133e-22 -5.31978887e-23 -2.35244113e-23 ...  9.71086074e-24
 -2.30296810e-22 -8.95604182e-23]",149.0,106.0,0,0.715,0.508,810,6.05768810795284
1251,"[ 8.20761032e-23 -1.53760780e-23 -1.30355123e-22 ...  5.26328277e-23
  2.35593107e-22 -2.28851058e-22]",106.0,37.0,2,0.105,0.781,810,2.9085479571983344
