,Waveform,m1,m2,Merger Position,spin1z,spin2z,Distance,PSNAR
1713,"[ 1.47833936e-22 -8.44858568e-23 -1.10968012e-23 ...  9.57661902e-23
 -1.73551056e-22  2.26669922e-22]",58.0,12.0,2,-0.384,-0.067,810,0.9207645619532292
1714,"[-6.67378182e-23  1.77336734e-22  6.84552578e-23 ... -2.53140054e-22
  4.32827505e-23  1.19893943e-22]",70.0,49.0,1,-0.394,-0.257,810,2.6492912908129136
1715,"[-6.25190757e-23  1.31885641e-22 -3.79958784e-23 ... -1.26597691e-22
  4.33449034e-23 -1.53731730e-22]",98.0,55.0,0,-0.465,-0.51,810,3.3451266911069717
1716,"[ 2.14545386e-22 -6.15932076e-23  5.18798306e-24 ... -1.10741966e-22
 -1.53862167e-22  3.52070695e-22]",117.0,72.0,1,0.37,-0.575,810,4.710056474824799
1717,"[-1.55565413e-22  9.30682036e-23  3.96243314e-23 ...  1.33765072e-23
  1.93129842e-22 -1.96513066e-22]",56.0,48.0,1,-0.12,0.384,810,2.6601920686991822
1718,"[-1.73585156e-23 -3.37394647e-23  4.39553969e-24 ...  1.89966110e-22
 -1.07403182e-22 -2.13606093e-22]",110.0,8.065,1,-0.731,-0.737,810,0.7088252017090171
1719,"[-1.54527928e-22  8.45025191e-23  8.47293200e-23 ... -9.97141161e-23
  3.86451705e-23  1.77614764e-23]",113.0,23.0,1,0.41,0.637,810,2.080521975725142
1720,"[ 1.03849465e-22 -1.31988201e-22  1.28754872e-23 ...  1.31135000e-22
 -2.33732439e-22  1.34835097e-22]",139.0,109.0,1,0.548,0.42,810,6.3209149353491245
1721,"[-8.60823627e-23  1.36941647e-22 -8.76655911e-23 ... -4.90218511e-23
 -1.54699417e-22  1.69758370e-22]",103.0,90.0,1,-0.521,-0.353,810,4.668886819971927
1722,"[-9.01413358e-23 -9.37460034e-23 -6.12631822e-23 ... -9.48572355e-23
  1.27937337e-22  1.76795013e-22]",132.0,15.0,1,-0.01,-0.485,810,1.2523621187545593
1723,"[-2.31335801e-22  2.45298689e-22 -5.54061326e-22 ...  3.33948988e-24
  1.86667073e-22 -7.17171200e-23]",78.0,55.0,1,0.169,-0.696,810,3.200278908896149
1724,"[-1.43861532e-22 -2.30548276e-22  3.25181621e-23 ...  1.26781389e-22
  4.82219083e-23  3.64675107e-22]",28.0,19.0,2,-0.341,-0.525,810,1.2491303953147785
1725,"[-1.96820574e-22 -2.75775456e-22  6.28711241e-23 ... -1.56219508e-22
 -1.57771149e-23 -2.06791988e-22]",129.0,110.0,2,0.099,0.18,810,5.812219714852239
1726,"[-1.43628697e-23  1.12790953e-22 -3.14904100e-22 ...  1.64109993e-24
 -7.58588990e-23  2.16704795e-22]",142.0,72.0,2,0.601,0.701,810,4.984378378438161
1727,"[-2.55726066e-22  1.15680080e-22  8.80768877e-23 ...  1.89092705e-22
 -6.03696587e-23 -5.84140375e-23]",77.0,7.0,0,-0.077,0.417,810,0.5343018152301496
1728,"[ 1.22128559e-22  3.87893740e-23  2.60388174e-23 ... -1.10832219e-22
  8.84772879e-23 -1.69049313e-22]",66.0,54.0,1,0.491,-0.719,810,3.2313588891405276
1729,"[ 7.21189084e-23 -1.36862975e-22 -8.12334992e-23 ...  1.28802811e-22
 -4.84595862e-23 -7.25026476e-23]",126.0,100.0,1,0.286,0.784,810,5.982350594288068
1730,"[ 4.29550367e-23  1.09077335e-22 -2.72547771e-23 ...  7.65966739e-23
 -1.38473822e-22 -6.42575175e-23]",73.0,25.0,1,-0.749,0.503,810,1.6552754250022554
1731,"[-2.37200788e-22  9.46369604e-23  1.47201578e-22 ...  4.87203640e-23
 -1.44338164e-22  1.15374986e-22]",141.0,112.0,0,0.045,-0.24,810,5.447185094956296
1732,"[-4.59002313e-22 -1.60841316e-22 -2.69702701e-23 ... -4.05063647e-23
 -2.02496212e-22 -9.14347417e-23]",43.0,38.0,0,0.548,0.664,810,2.1129124029292186
1733,"[-1.29697888e-22  3.48487929e-22 -2.20709475e-23 ...  9.21444711e-23
 -1.60949207e-22  1.01678293e-22]",93.0,75.0,2,-0.309,0.45,810,4.060309758777673
1734,"[ 7.59088112e-23  4.93626209e-23 -1.71829738e-22 ...  1.66793671e-22
  3.89896749e-24 -4.52087589e-23]",63.0,17.0,0,0.273,-0.749,810,1.2296124528536843
1735,"[-7.93987941e-23  2.20533888e-23 -1.93973913e-22 ... -2.19116560e-22
  7.36421852e-23  2.01919527e-23]",130.0,15.0,0,0.514,-0.141,810,1.3184864697825807
1736,"[-1.70653652e-23 -4.80873908e-23  1.12928037e-23 ... -1.06125619e-22
 -1.24175496e-23 -1.46175057e-22]",124.0,70.0,1,-0.7,0.633,810,4.724377539629236
1737,"[9.05615501e-23 1.40875029e-22 1.67393789e-23 ... 2.81757309e-22
 1.54261660e-22 8.31224851e-23]",77.0,69.0,1,0.593,-0.6,810,3.4812161218784383
1738,"[-1.22330947e-23 -1.08196582e-22  1.22012352e-22 ...  6.50256755e-23
 -6.56681190e-23  1.14834952e-22]",147.0,22.0,2,-0.43,-0.249,810,1.7226369835756479
1739,"[-1.03726254e-22  2.06161542e-23  3.19128583e-22 ... -1.41393872e-22
 -8.19080175e-25 -8.06784698e-23]",117.0,33.0,0,-0.032,-0.284,810,2.459818666144562
1740,"[-2.69365141e-22 -9.70512504e-23 -2.74973325e-22 ... -1.68324153e-22
  6.41546148e-23 -1.65404597e-22]",98.0,25.0,0,-0.321,-0.158,810,1.9543211131789413
1741,"[ 2.71009640e-22 -7.35584745e-23  1.10686721e-22 ... -5.80455055e-23
 -4.64532393e-23  4.30936321e-23]",131.0,112.0,0,0.56,0.307,810,6.182681037343228
1742,"[ 7.15000989e-23 -2.32849051e-22 -1.96110726e-22 ...  1.34460264e-23
  1.87536750e-22  6.38199202e-24]",81.0,21.0,1,-0.429,-0.505,810,1.7731133269502601
1743,"[ 3.85097119e-22 -2.60243103e-22 -4.14544537e-23 ... -6.86484787e-23
  2.61030695e-22 -1.86918820e-22]",79.0,50.636,0,0.19,0.186,810,3.558195531369428
1744,"[ 6.11243467e-23 -7.73695321e-23 -2.53722357e-22 ... -2.26740006e-23
 -8.19441823e-23  1.54127132e-22]",150.0,47.0,1,-0.269,-0.194,810,3.583184018278175
1745,"[ 2.75038566e-23  8.27220679e-23 -1.02888092e-22 ...  2.77944175e-22
 -2.18442777e-22 -3.66435409e-23]",24.0,6.0,0,0.145,-0.797,810,0.4409018021621165
1746,"[ 3.28567420e-23  1.07913885e-22 -8.27613029e-23 ... -1.03023076e-22
 -3.67801540e-23 -3.90483365e-23]",72.0,12.0,2,0.516,-0.286,810,1.0497298389173717
1747,"[-4.74318127e-23 -1.72521057e-22  3.26384451e-22 ... -2.79789365e-22
 -1.61113563e-23  1.65642762e-22]",105.0,99.0,0,0.105,0.227,810,5.215055468356057
1748,"[-1.13754221e-22  1.85819078e-22 -1.42746328e-22 ... -1.63542031e-22
 -6.76410940e-23 -9.12211190e-23]",37.0,19.0,0,-0.192,0.744,810,1.2556411233120985
1749,"[ 6.58705316e-23 -2.21616363e-22  8.84546035e-23 ...  1.10197104e-23
 -6.01947121e-23  1.22092882e-22]",98.0,62.0,0,0.707,0.259,810,3.947744220206401
1750,"[ 1.08340787e-22  2.45503654e-23 -1.82085408e-22 ...  5.84072825e-23
 -1.95807520e-22  8.64685086e-23]",58.0,44.0,0,0.257,0.189,810,2.662274895218441
1751,"[ 1.23217567e-22 -2.90011135e-23  9.02729020e-23 ... -9.19732347e-23
  2.07083127e-22 -5.23792474e-23]",61.0,47.0,1,0.083,0.666,810,2.496878329621148
1752,"[ 7.76920990e-23 -1.85046476e-22  2.66768542e-23 ... -5.50050217e-23
 -8.05949073e-23 -6.79351973e-23]",58.0,30.0,2,0.582,-0.765,810,1.7813447425861428
1753,"[ 2.31677581e-23 -4.06021802e-24  3.50119257e-22 ...  1.69750258e-22
  1.06201158e-22 -1.69997226e-22]",70.0,37.0,0,-0.538,-0.627,810,2.382422790678419
1754,"[-6.42503134e-24  1.14271653e-22 -3.22661414e-22 ...  8.42783574e-24
 -1.50424177e-22 -1.73747630e-23]",85.0,1.0,2,0.238,-0.045,810,0.11587837064491378
1755,"[ 1.07045363e-22 -5.38479132e-23  3.48654110e-23 ...  3.09931635e-23
  1.05070844e-23  7.76529581e-23]",36.0,3.0,0,0.145,-0.01,810,0.26459864400823735
1756,"[ 1.66576023e-22 -1.89649961e-22 -3.43294212e-22 ...  9.23710147e-23
  3.32913657e-22  4.06207851e-23]",47.0,20.0,2,-0.011,0.205,810,1.418398758257839
1757,"[ 1.20242840e-22 -8.99394308e-23  2.10861707e-22 ... -6.77568696e-25
 -1.31933514e-22  1.22912250e-22]",96.0,91.0,2,0.721,-0.485,810,5.020416187727828
1758,"[ 1.75596149e-22  1.22945118e-22  1.29422400e-22 ... -2.43219266e-22
 -6.95760007e-23 -1.43054866e-22]",124.0,108.0,2,0.345,0.233,810,6.19165661749071
1759,"[ 1.31115750e-22  1.40210104e-22 -5.95548095e-23 ... -7.69108924e-23
  1.98725387e-22 -2.22531163e-22]",65.0,62.0,1,-0.072,0.016,810,3.180920174689066
1760,"[-1.29360187e-22 -2.12948657e-22 -3.63760492e-23 ...  1.62164110e-22
  2.30276287e-23 -5.75464498e-23]",116.0,44.0,0,-0.493,-0.411,810,2.7972104445363986
1761,"[-9.89231312e-23 -4.04498319e-24  6.15166077e-23 ...  5.07513379e-23
 -1.29270384e-22 -2.27910511e-23]",113.0,72.0,2,-0.114,0.693,810,4.439446762233236
1762,"[ 1.22524013e-23  1.91494053e-22 -1.13108259e-22 ... -1.26736056e-22
 -3.08998951e-24  1.94319366e-23]",57.0,42.0,0,0.648,0.144,810,2.3674638480615218
1763,"[-7.59519684e-23 -1.48555293e-22 -5.47162606e-23 ...  8.46251808e-23
 -2.04785481e-22  1.99752580e-22]",142.0,64.0,0,-0.684,-0.352,810,4.4167456669933625
1764,"[ 4.86728542e-23 -1.70787531e-22 -7.74894674e-23 ... -9.29865495e-23
 -4.27168522e-23  1.91681285e-22]",115.0,13.0,2,0.155,0.37,810,1.1071059509290586
1765,"[ 2.62063229e-22 -8.97349622e-23 -5.36096607e-23 ... -2.41131753e-22
 -7.15340396e-23  4.64235638e-23]",116.0,57.0,2,0.147,0.588,810,4.424806003889917
1766,"[-6.25653029e-23 -1.33750038e-22  1.29256986e-23 ...  1.32940399e-22
  1.62787283e-22  2.57126478e-22]",146.0,101.0,0,0.425,-0.704,810,6.340487761902903
1767,"[-6.08846334e-23  3.90676181e-23  6.79825034e-24 ... -2.27652265e-23
 -5.43084080e-23 -2.44276368e-23]",135.0,92.0,0,-0.176,0.777,810,5.780125674160424
1768,"[ 1.24744910e-22 -3.74312347e-24  8.01341928e-23 ... -1.09019283e-22
  4.21573535e-23  8.84910331e-23]",103.0,91.0,1,-0.745,-0.793,810,4.374812704754925
1769,"[ 1.67679498e-23 -3.61120744e-23  2.07702064e-22 ...  1.84587996e-22
 -2.23282479e-22  3.51242619e-23]",82.0,48.0,1,0.654,0.41,810,3.2446969910627494
1770,"[ 3.12536832e-23 -2.43935178e-23  2.96615396e-23 ...  7.32789007e-23
  1.15539995e-22  1.14669927e-22]",150.0,37.0,1,0.344,-0.576,810,3.392832296163448
1771,"[ 9.82560187e-23 -4.51112753e-23  6.74392945e-24 ... -2.00013250e-22
  4.93756183e-24  2.53706604e-23]",60.0,34.0,2,-0.358,0.145,810,2.1076667378212988
1772,"[-2.86893441e-23 -6.48965665e-24 -6.02189507e-23 ...  1.37835391e-22
 -5.03937517e-23  9.02714549e-23]",122.0,41.0,2,-0.683,-0.526,810,2.7246296137208046
1773,"[-9.68826283e-23 -1.98979216e-22  1.15233985e-23 ...  1.31049700e-22
 -2.12277343e-22  3.36800207e-22]",120.0,95.0,2,0.201,-0.608,810,5.228038265011051
1774,"[-2.20504397e-23  4.76654256e-23 -1.16702988e-22 ... -2.20711146e-23
  4.22898423e-23 -2.72976834e-23]",89.0,64.0,0,0.152,0.363,810,3.8801424551089734
1775,"[-7.13065974e-23 -1.36034193e-22  2.76511291e-22 ...  1.27853054e-22
 -2.47603514e-22 -1.05893999e-22]",95.0,48.0,1,0.361,-0.406,810,2.799787413951639
1776,"[ 4.59794437e-23  1.65235370e-23 -6.00439819e-23 ... -5.63597002e-23
  1.46607179e-22  9.26197434e-23]",144.0,102.0,0,-0.745,-0.776,810,6.320978417806181
1777,"[-4.19376792e-23  1.83294721e-22 -2.40236071e-22 ...  1.66616943e-22
 -4.95287108e-23  9.50805605e-23]",128.0,54.0,2,-0.58,-0.47,810,3.44410867295679
1778,"[-5.21889572e-23  4.98582664e-23 -1.43494459e-22 ... -1.42586761e-22
  1.91068365e-22 -6.18189768e-23]",130.0,98.0,1,-0.523,0.734,810,6.067340592523727
1779,"[-1.10404966e-22  1.66311549e-23 -6.06393542e-23 ... -1.18336616e-22
 -4.23656250e-23 -2.47196558e-23]",80.0,67.0,0,-0.787,-0.434,810,4.120091555808373
1780,"[ 1.27731272e-23 -3.64582241e-23  3.41079986e-23 ... -2.15453524e-22
 -1.00581712e-22  1.25983675e-23]",132.0,76.0,2,0.524,0.755,810,5.041351254976718
1781,"[-2.98655823e-22  3.35422264e-23  2.62976626e-23 ... -1.08178797e-22
 -3.36027315e-23 -6.35961085e-25]",104.0,98.0,2,0.088,-0.112,810,4.658509981293009
1782,"[-3.00506935e-23  2.62859680e-22 -3.20369316e-23 ... -2.06553412e-22
 -5.29958846e-23  6.88320084e-23]",138.0,124.0,0,0.164,-0.458,810,6.248967557211601
1783,"[ 3.26956866e-22 -2.32891311e-22  1.45530565e-22 ... -5.16668317e-23
  6.66895058e-23  9.52494809e-23]",117.0,79.0,1,-0.048,0.698,810,5.311936304775684
1784,"[-4.07532959e-23  1.59989606e-22  1.32228080e-22 ...  1.36280043e-23
  8.14439464e-23 -2.76830659e-23]",146.0,116.0,1,-0.163,-0.261,810,6.7715875696636685
1785,"[ 1.29396661e-22  5.93737796e-23 -2.99083011e-23 ... -5.37809961e-23
  8.58733688e-24 -7.66422216e-24]",52.0,52.0,2,0.487,-0.771,810,2.4729594765673553
1786,"[-6.39524447e-23  2.28484684e-22 -2.88263504e-22 ... -1.22235099e-22
  3.88497733e-23  1.65955608e-22]",124.0,98.0,2,0.36,-0.228,810,5.26844754135924
1787,"[-5.96484909e-23 -1.44778104e-22  2.46031296e-23 ... -9.62508095e-23
 -8.67457760e-23 -6.53523438e-23]",106.0,52.0,2,0.787,-0.069,810,3.568502914488579
1788,"[-3.35445789e-22 -1.09052360e-22 -3.73484526e-24 ... -4.41575345e-23
  2.49042383e-23  3.12908279e-22]",149.0,135.0,2,0.427,-0.072,810,7.11602995733145
1789,"[-1.70533534e-22 -2.93920052e-23 -1.37872908e-22 ... -4.11780870e-23
  2.28059741e-22 -1.16170147e-22]",47.0,17.0,1,0.183,-0.007,810,1.27403327865182
1790,"[-7.90600693e-23 -3.05043849e-23  4.05658201e-23 ... -1.05106064e-22
 -5.85508988e-23 -5.98771439e-23]",50.0,50.0,2,0.682,0.302,810,2.560302065211424
1791,"[ 2.38947679e-22 -2.08473005e-22  8.46163283e-23 ... -7.75076059e-23
  2.77834060e-22  9.42007923e-23]",34.0,5.0,0,0.631,-0.288,810,0.3686486089669457
1792,"[-3.39835184e-23 -1.17046344e-22  8.03980479e-23 ... -1.08130134e-22
 -3.15870278e-23  1.97483237e-22]",39.0,27.0,2,-0.517,-0.604,810,1.5077507419786886
1793,"[ 1.93804494e-22 -1.30702967e-22 -8.51441599e-23 ...  3.43583589e-23
 -1.68060680e-23  8.80066125e-23]",101.0,80.0,0,-0.439,0.587,810,4.442046988915742
1794,"[-3.32070221e-22  9.04700519e-23 -3.32934378e-23 ...  6.58317289e-23
 -3.77620836e-22  2.63299107e-23]",111.0,109.0,0,-0.547,0.296,810,5.556670708305652
1795,"[-6.80492470e-23 -1.93721917e-22 -5.26910610e-23 ... -1.30252378e-22
 -2.20756785e-22  2.12683648e-22]",44.0,25.0,2,-0.492,-0.783,810,1.7936896000115654
1796,"[-3.59474335e-23 -3.74369707e-23  5.16259635e-23 ... -4.41394913e-23
  1.90946097e-22 -1.46001587e-22]",81.0,67.0,1,0.207,0.765,810,3.2676562323653076
1797,"[ 1.33840158e-22 -1.09971898e-22  6.40466423e-23 ...  8.02267442e-23
 -6.93521950e-23  4.52886419e-23]",20.0,18.0,0,-0.11,-0.443,810,0.941439129293411
1798,"[ 5.64894194e-23 -3.31507957e-23  1.50932104e-22 ... -7.32905730e-23
 -5.54978184e-23 -1.65842876e-23]",138.0,28.0,1,0.273,-0.092,810,2.4698584920929174
1799,"[-2.37110575e-22 -5.56005647e-23 -1.42386044e-22 ...  1.68090792e-22
  1.93518600e-22  5.80338472e-23]",49.0,17.0,1,-0.358,0.738,810,1.2655650088201575
1800,"[ 6.65602039e-23  2.91940081e-22 -4.18497015e-23 ... -1.16283924e-22
  2.20261797e-22 -7.86711071e-24]",119.0,93.0,2,0.016,0.794,810,4.994808827888607
1801,"[ 1.35914316e-22 -1.47836071e-22 -6.57879490e-24 ... -1.87484741e-22
 -2.96534463e-22  1.84989595e-22]",124.0,81.0,1,-0.676,0.475,810,4.885150185494467
1802,"[-1.09532772e-22 -4.98660668e-23 -1.01817817e-22 ...  2.00898704e-22
  2.51528351e-23 -6.53719780e-25]",45.0,14.0,0,-0.208,0.249,810,1.1828444419085506
1803,"[-8.91994346e-23 -8.25583323e-23 -6.72271724e-24 ... -4.64857334e-23
 -1.43749120e-22  1.30119718e-24]",138.0,108.0,2,-0.128,-0.271,810,6.643868726502705
1804,"[ 8.37342444e-23 -1.25790362e-22 -1.81287507e-22 ... -2.62061013e-22
  4.53166948e-23  7.65260529e-23]",127.0,119.0,2,0.334,-0.635,810,6.295258744157667
1805,"[ 5.37720174e-23  5.82714146e-23 -1.32201314e-22 ...  2.64079965e-23
  5.07353000e-23  6.71658993e-23]",92.0,37.0,2,0.188,-0.58,810,2.9110754390519937
1806,"[ 2.59127036e-22 -3.38957487e-22 -1.65923279e-23 ... -6.25143628e-23
 -3.02894851e-22 -1.66194253e-23]",142.0,36.0,0,0.171,0.446,810,2.9600350116386904
1807,"[-1.94145376e-22 -2.42436620e-23  1.38475698e-22 ...  3.29173256e-23
 -1.84352791e-22  1.33790143e-22]",88.0,21.0,1,0.11,-0.163,810,1.7446116732087462
1808,"[ 6.06742277e-23  1.96696535e-23  2.87126631e-24 ... -1.06436088e-22
  1.57813813e-22  8.32968991e-23]",56.0,41.0,1,-0.325,-0.352,810,2.486474575123032
1809,"[ 6.09684980e-23  1.33601023e-22 -1.65910500e-22 ... -3.75335577e-23
  1.15031822e-22 -3.23904469e-22]",120.0,61.0,0,0.076,0.222,810,3.9735800435801645
1810,"[ 2.09937165e-23  1.55911565e-23 -1.16022830e-22 ... -1.61799898e-22
  5.24439172e-23 -8.87250041e-25]",126.0,4.0,2,-0.46,-0.012,810,0.32825338604856147
1811,"[ 3.73159372e-23 -8.72339364e-23 -2.09117449e-23 ...  3.16761405e-23
 -1.16034643e-22 -3.12553905e-23]",106.0,1.0,1,-0.631,-0.337,810,0.12683712783674062
1812,"[-4.69288559e-23  2.85114268e-22 -1.36245539e-22 ...  1.55950411e-22
 -7.57228278e-23 -2.80792795e-23]",142.0,94.0,1,-0.148,-0.793,810,5.583205289636017
1813,"[ 1.45566717e-22 -2.34310381e-22  1.84089981e-22 ... -2.95159041e-23
 -5.56847664e-23  2.07103571e-23]",90.0,48.0,1,0.58,0.285,810,3.2414454687174707
1814,"[-8.53373670e-23  8.26200597e-23  9.49217414e-23 ... -5.86281954e-23
  7.00007981e-23 -1.82755847e-22]",84.0,36.0,1,0.693,0.622,810,2.469910750302786
1815,"[-2.57456354e-22 -8.31573460e-23 -9.39318952e-23 ...  4.58396368e-23
  1.52710310e-23  2.51168748e-22]",122.0,108.0,1,0.761,0.721,810,6.023208332708442
1816,"[-2.28888690e-22  1.30098613e-22  4.54538345e-23 ...  2.03359671e-22
  1.26008241e-24  1.73459525e-23]",128.0,86.0,1,-0.283,-0.644,810,4.631390664547299
1817,"[-7.53683726e-23  1.12487741e-22  1.18471893e-22 ... -4.19473298e-23
  6.99957285e-23 -7.00466367e-23]",79.0,46.584,0,-0.243,0.752,810,3.2461147584156747
1818,"[-1.23947598e-22  1.22271252e-22  1.31937182e-22 ... -7.55586346e-23
 -7.33807545e-23  7.33624968e-23]",103.0,73.0,1,0.764,0.326,810,4.104784519906881
1819,"[-5.86019684e-23  2.00116781e-22 -9.14244813e-23 ... -6.89600808e-23
 -3.23797710e-22 -3.84487456e-23]",138.0,67.0,0,-0.432,-0.727,810,4.668707709824596
1820,"[ 1.16715197e-22  1.54522149e-22  1.15286608e-22 ... -5.45390034e-23
  1.16435511e-22 -5.85448130e-23]",67.0,46.0,2,0.23,0.101,810,2.75116655715204
1821,"[-1.21952295e-22 -3.52338069e-23 -1.13416073e-22 ...  3.38155934e-24
  1.19021022e-22  5.05151604e-23]",116.0,58.0,0,-0.065,0.64,810,4.216809261862879
1822,"[ 2.87660319e-22 -1.48347596e-22 -1.11429106e-22 ... -3.47752681e-23
  9.59084397e-23  4.68261861e-23]",126.0,44.0,1,0.784,0.11,810,3.2321658142863465
1823,"[ 1.71460205e-23  1.73188047e-22  5.77153877e-23 ...  1.61817898e-23
 -2.23391957e-22  8.55804448e-23]",85.0,79.0,1,0.446,-0.241,810,4.328475665684173
1824,"[ 7.88442027e-23 -3.31102640e-23 -3.34132330e-23 ...  3.88835819e-23
  7.17711291e-23 -1.51036766e-22]",133.0,132.0,1,-0.742,0.614,810,7.482574153755792
1825,"[-1.36260532e-23 -1.61796490e-22 -1.15753444e-23 ... -1.14404212e-22
  3.90992286e-23  7.43103526e-23]",66.0,7.0,2,0.424,0.517,810,0.5775473942645041
1826,"[ 2.84325615e-23 -5.58504135e-23 -1.15057227e-22 ... -1.63854870e-22
  1.61575715e-22  1.73346668e-22]",46.0,6.0,0,0.2,-0.529,810,0.44881014470176717
1827,"[-2.50116813e-22 -9.31973893e-23 -1.10606226e-22 ... -8.03068131e-23
  1.88560008e-23  2.78344245e-23]",133.0,108.0,1,0.278,0.313,810,6.005710914671818
1828,"[ 1.70111048e-22  2.53402957e-24  5.34686676e-23 ... -5.64033339e-23
  1.60274227e-24 -2.89973108e-24]",89.0,69.0,2,-0.425,-0.526,810,4.162101598169644
1829,"[-7.09218145e-23  1.30453099e-22 -2.93193738e-22 ... -1.21776162e-22
  2.14816481e-22  2.94240535e-23]",45.0,24.0,2,0.477,-0.723,810,1.6670206440114153
1830,"[-1.88217900e-22  1.47222045e-22 -1.60877064e-22 ...  2.53299221e-22
  1.60619087e-22  6.60538557e-23]",57.0,21.0,0,-0.127,0.534,810,1.4501635835917919
1831,"[-9.81389232e-23  3.67300298e-23 -7.33944779e-24 ...  2.12550344e-24
  4.53530842e-23 -9.01783434e-23]",73.0,44.0,1,-0.246,-0.208,810,2.850015048547527
1832,"[8.16859427e-23 1.19107459e-22 3.02746934e-23 ... 7.96756099e-23
 3.08582019e-23 8.42407566e-23]",110.0,71.648,2,-0.083,-0.523,810,4.523901730977423
1833,"[ 4.94680034e-23 -1.19822343e-23 -6.30272600e-23 ...  2.85286244e-23
 -1.41460148e-22  1.55266102e-22]",147.0,132.0,1,-0.529,0.036,810,7.420810054282102
1834,"[-3.00616572e-23  2.00193577e-22  1.98496053e-23 ...  4.85671027e-23
  5.48320793e-23 -1.24654351e-22]",92.0,13.0,2,0.521,0.593,810,1.093620761678668
1835,"[ 2.38901992e-22  1.37124575e-23 -1.27590504e-22 ...  2.37213229e-23
 -2.32463375e-22  6.47533851e-23]",150.0,125.0,2,0.32,-0.781,810,7.787922499080395
1836,"[-1.20528819e-22 -1.82391392e-22  3.16016015e-23 ... -1.31318630e-22
 -3.22078408e-23 -4.82055277e-23]",42.0,35.0,1,-0.154,0.194,810,1.915903662053988
1837,"[ 1.75602785e-22  4.02943953e-23 -1.38571851e-22 ...  2.72449535e-23
  6.22226630e-23  1.69742478e-22]",79.0,40.506,2,-0.663,0.39,810,2.757310178208679
1838,"[ 7.28666267e-23  5.46503855e-23 -3.02907174e-23 ...  9.07998226e-23
 -2.15313511e-22 -1.00112569e-22]",82.0,24.0,2,-0.38,-0.246,810,1.689821449139533
1839,"[-6.72869304e-23 -3.55619499e-25 -1.54388547e-22 ...  2.89122158e-22
 -1.87307527e-22 -1.12911645e-22]",32.0,31.0,0,-0.674,-0.435,810,1.393279097957821
1840,"[ 1.73192524e-22  1.42796227e-22  1.93031691e-23 ...  1.31532920e-22
 -5.94702864e-23  9.29260201e-23]",59.0,16.0,2,0.411,0.62,810,1.2536221793481952
1841,"[-1.37139237e-22  9.61756473e-23 -1.30676837e-22 ... -1.54431364e-22
  2.52985724e-23  1.43493651e-22]",91.0,71.0,0,-0.364,-0.278,810,4.117694556084609
1842,"[ 1.37859360e-22  6.61181330e-23  4.49692482e-23 ... -6.53231133e-23
  1.82090946e-22  4.64286328e-23]",149.0,133.0,1,-0.551,-0.356,810,6.978725902578626
1843,"[ 1.35440068e-22 -6.63222461e-23  8.51302972e-23 ... -1.75376124e-22
  1.70970350e-22 -9.72962912e-23]",141.0,21.0,0,-0.582,0.602,810,1.5196881467265964
1844,"[ 6.57579198e-23 -1.60053111e-22  1.06607676e-22 ...  3.09735392e-22
  6.24450178e-24  3.00390335e-22]",119.0,53.0,1,0.784,0.751,810,3.561132227171151
1845,"[-1.51323922e-22  7.79218304e-24 -2.64977464e-22 ... -6.58411910e-23
 -1.19132009e-22  3.96070699e-23]",79.0,53.675,2,-0.502,0.791,810,2.725966639050331
1846,"[ 6.43335409e-23 -2.46880625e-22  3.96461930e-24 ...  1.66937240e-22
 -5.28493598e-23  1.26314699e-22]",47.0,33.0,2,-0.033,0.585,810,2.076640895403707
1847,"[ 2.62421502e-22 -1.21126017e-24  2.04984607e-22 ...  1.50682767e-22
 -8.67696118e-23 -3.08899703e-22]",94.0,10.0,2,0.154,-0.724,810,0.8435504347035684
1848,"[ 4.83198600e-23  1.64117553e-22  4.89718841e-23 ... -7.51494958e-23
 -1.08388255e-22  6.44147272e-24]",142.0,9.0,1,-0.342,-0.135,810,0.7749604064407439
1849,"[ 2.22829893e-22 -1.92424394e-22 -3.36057883e-22 ... -3.46457329e-23
 -2.42555175e-23  9.71298927e-23]",136.0,23.0,2,0.665,-0.579,810,2.041273029579821
1850,"[ 8.54083780e-23  9.84304116e-23  7.23039979e-24 ...  3.78342051e-23
  4.82429979e-23 -2.29574260e-22]",144.0,40.0,2,-0.793,0.133,810,2.745485286659217
1851,"[ 6.66732938e-23 -2.57633354e-23 -2.71896673e-23 ...  6.51935162e-23
  5.52864878e-23  5.20731431e-23]",33.0,26.0,2,0.191,-0.653,810,1.403684725901861
1852,"[ 1.09211630e-22  1.66334081e-23  1.11278120e-22 ... -1.23242851e-22
  3.29196850e-23  1.37115215e-22]",130.0,109.0,0,0.146,-0.109,810,5.902067303826254
1853,"[-8.04109012e-23  2.94148294e-22 -8.55521106e-23 ... -1.88505321e-23
 -2.09402788e-22 -1.68510852e-23]",109.0,66.0,2,0.447,-0.582,810,3.9241188487759033
1854,"[ 1.14953632e-22 -2.44603303e-24 -3.43092625e-24 ...  4.09933826e-23
  1.34683057e-22 -1.58311070e-22]",108.0,42.0,1,-0.444,-0.655,810,2.9005659132727524
1855,"[-1.10135174e-22 -1.49609228e-22 -1.48465897e-23 ... -1.64423548e-22
 -2.02754333e-24 -1.91775522e-23]",53.0,1.0,0,-0.311,-0.655,810,0.0876741605267463
