,Waveform,m1,m2,Merger Position,spin1z,spin2z,Distance,PSNAR
2087,"[ 3.68795669e-23 -1.19452330e-22 -1.93201911e-22 ...  8.16246251e-23
  5.02773750e-23  1.15331064e-23]",111.0,67.0,1,0.048,-0.277,610,5.88808789430917
2088,"[2.48414353e-22 1.73194669e-23 2.67500705e-22 ... 4.70046779e-23
 2.61188222e-22 1.99627053e-22]",36.0,2.0,0,-0.049,0.113,610,0.2403504897400711
2089,"[-1.38273610e-22  5.41608411e-23 -4.91366148e-23 ...  7.48747818e-23
  1.62797498e-23 -5.46786500e-23]",105.0,17.0,1,0.387,-0.476,610,2.01038236142716
2090,"[-6.83759259e-23  4.50874147e-23  1.42443839e-22 ... -6.20134452e-23
  1.67035927e-22 -2.22408791e-22]",133.0,9.0,0,-0.499,0.491,610,0.8397543213619982
2091,"[-9.97350487e-23  7.45700687e-23 -9.20035317e-24 ...  3.39976763e-22
 -2.79476445e-23 -8.44552947e-23]",135.0,47.0,1,0.602,0.636,610,4.144975746419404
2092,"[ 5.66182218e-23  1.75489627e-22 -1.66512139e-22 ...  7.57501274e-23
  2.03934937e-22 -5.32724089e-23]",113.0,70.0,0,-0.178,-0.253,610,5.522883547249537
2093,"[ 2.84690789e-22 -2.00025725e-22 -1.03563901e-22 ...  9.53423258e-23
  6.46590567e-23 -8.00977196e-23]",69.0,3.0,1,0.078,-0.502,610,0.36213877646552356
2094,"[-3.18440455e-23 -2.49845091e-22 -2.27427010e-22 ...  2.48453851e-23
 -2.36983851e-22 -1.11610752e-23]",97.0,70.726,0,-0.318,0.375,610,6.470631650414371
2095,"[ 7.89094871e-23  1.44760169e-22  5.04379415e-23 ...  8.00346300e-23
 -9.92419725e-23  7.23405269e-23]",142.0,111.0,0,-0.275,0.439,610,9.550933884403731
2096,"[ 5.26681287e-23 -1.32462158e-22  1.08352059e-23 ...  2.15922935e-22
 -3.77143925e-23 -1.09715582e-22]",135.0,96.0,0,-0.127,-0.745,610,8.088009553447243
2097,"[ 1.64135671e-22  1.68101357e-23  2.00129468e-22 ... -9.04220892e-23
 -1.17111964e-22 -2.84652103e-22]",65.0,62.0,0,0.063,0.645,610,4.054012588330026
2098,"[-5.25554602e-23 -1.17154297e-22  1.69706606e-22 ... -3.58887333e-23
  2.20177971e-22  1.74257014e-22]",84.0,73.0,1,-0.231,0.618,610,5.432397942246348
2099,"[-3.18006934e-22 -2.38248186e-23  3.37300237e-23 ...  1.20364846e-22
 -1.44338592e-22  9.08114234e-23]",87.0,36.0,2,-0.461,0.623,610,2.9568061185402943
2100,"[ 1.37561930e-22  2.89222148e-22  4.06211179e-23 ...  1.18058817e-22
 -2.76432339e-22  1.13535625e-22]",146.0,122.0,2,0.169,0.746,610,9.557675960685991
2101,"[ 1.27078408e-22  1.98501956e-22  9.08325628e-23 ...  2.08820606e-22
 -2.16793737e-23 -1.14739777e-22]",138.0,120.0,1,0.142,-0.486,610,8.16554234284717
2102,"[ 1.41792805e-22 -8.51667190e-23 -1.66681534e-22 ... -5.23304839e-23
 -3.96341982e-23  8.88015744e-24]",106.0,17.0,0,0.791,-0.703,610,1.9023380775306216
2103,"[ 9.37618687e-23  1.91749670e-23  3.11690447e-23 ... -1.77413907e-22
 -1.54414459e-22  1.33747615e-22]",82.0,29.0,1,-0.579,-0.527,610,2.611273322791893
2104,"[-7.08660350e-23 -5.76989580e-23  2.75775852e-22 ... -6.71340988e-24
  1.54780464e-22  6.54845858e-23]",123.0,72.587,1,-0.168,-0.335,610,5.359645313207461
2105,"[-2.13482179e-23 -1.42429813e-22  9.09512522e-23 ...  1.02912714e-22
 -2.04045718e-22  1.23672920e-22]",44.0,12.0,0,-0.65,0.188,610,1.0909680556936916
2106,"[ 1.17321435e-22 -2.33193970e-22 -3.60880227e-22 ...  4.67830749e-23
 -7.65568388e-23  2.05297818e-22]",138.0,60.0,2,0.47,0.19,610,5.258432632903637
2107,"[ 1.90810579e-22  1.28362507e-22  1.13863459e-22 ...  3.85047704e-23
 -6.38410381e-23 -2.54409855e-23]",118.0,46.0,2,0.303,0.229,610,3.980492246499404
2108,"[6.66518723e-23 6.47302955e-23 5.89935064e-23 ... 1.95873508e-22
 5.87687987e-23 8.43263692e-23]",106.0,49.0,1,0.185,-0.556,610,4.227396855120525
2109,"[-6.11951306e-23 -5.83556273e-23 -5.87325519e-23 ...  1.70021785e-22
 -2.33976544e-24 -4.57298525e-23]",21.0,13.0,0,0.266,-0.369,610,1.04959124730901
2110,"[ 1.86980093e-22  4.71080989e-24  6.55413817e-23 ... -1.09781669e-22
  6.67656992e-23 -1.21690551e-22]",95.0,74.0,0,0.765,0.118,610,5.680738926680635
2111,"[-2.39082362e-22  1.29237181e-22 -1.54372406e-22 ...  6.80733351e-23
  1.19992604e-22 -3.91437125e-23]",112.0,2.0,1,0.41,-0.091,610,0.24361434089101877
2112,"[-2.28709134e-23  1.33308821e-22 -1.32357130e-22 ...  3.02507626e-22
  1.12837532e-22  1.23374967e-22]",121.0,55.0,0,-0.316,0.617,610,5.173433749689075
2113,"[-6.07402667e-23  3.27956161e-22 -1.92443199e-22 ... -9.04008480e-23
 -3.14213344e-24 -3.23080070e-23]",131.0,20.0,1,0.195,-0.792,610,2.20858726764583
2114,"[-1.76329879e-22  1.59112005e-23 -2.21715784e-22 ...  2.61929510e-22
  1.22741516e-23 -9.81724228e-23]",133.0,59.0,2,-0.155,0.767,610,5.97855275300682
2115,"[ 2.04138342e-22 -9.47443830e-25 -9.76338932e-23 ...  3.21503399e-23
 -8.68362116e-23  1.54514530e-22]",103.0,103.0,0,0.042,-0.168,610,7.279052342694773
2116,"[-1.75818780e-22 -1.69941517e-22 -7.62349520e-23 ... -4.39028703e-23
 -2.10839292e-22  1.14201251e-22]",135.0,121.0,2,-0.215,0.09,610,8.454030712418213
2117,"[-1.16446573e-22 -3.14454006e-23  1.64470518e-22 ...  4.84132650e-23
 -1.41956345e-22  1.36559741e-22]",78.0,78.0,2,-0.36,-0.576,610,5.507930332847351
2118,"[ 7.80464250e-23  7.49038357e-23  2.56581620e-22 ...  1.86233322e-23
 -7.84000611e-23  1.01389595e-22]",44.0,8.0,1,0.622,0.677,610,0.8920543958146854
2119,"[ 1.10775518e-22 -6.16456859e-23  8.70985634e-23 ... -8.30013366e-23
  1.28727413e-22 -5.35383452e-23]",131.0,97.0,2,-0.657,0.161,610,7.790528229250878
2120,"[ 9.37837749e-23  3.98872013e-23  4.69118493e-23 ...  1.15287897e-22
 -2.94064279e-22  2.98097911e-22]",135.0,123.0,0,0.06,0.749,610,8.880199637886188
2121,"[ 1.39000721e-22  1.39730602e-22  1.16368832e-22 ...  8.36581655e-23
 -3.15405078e-22 -4.53814478e-23]",127.0,99.0,2,0.029,0.287,610,8.727287830203686
2122,"[-5.85011940e-23  6.58094807e-23 -2.26642249e-22 ... -6.09736682e-23
  1.19672516e-22  1.05251929e-22]",127.0,22.0,0,-0.798,-0.07,610,2.4747095845230156
2123,"[ 1.67898184e-22  6.72762509e-24  7.73052534e-23 ... -2.81401944e-22
 -4.36369404e-24 -4.47631907e-25]",143.0,114.0,0,-0.496,-0.366,610,8.36819195754651
2124,"[-5.03681299e-23  2.30429458e-22  5.09337672e-23 ...  1.47285685e-22
 -7.18520231e-23  3.49954136e-23]",125.0,93.0,1,-0.449,-0.696,610,6.509123968561897
2125,"[-5.63694163e-23 -5.54379779e-23 -1.24002945e-22 ... -2.06943448e-23
 -5.97231974e-23 -1.55200054e-22]",112.0,42.0,1,-0.069,0.518,610,3.225456201993358
2126,"[ 1.01027395e-23 -4.62330871e-23 -2.97576257e-22 ...  1.38136364e-22
  2.98166899e-22  9.18458664e-23]",43.0,11.0,1,-0.474,0.386,610,1.0615106648693071
2127,"[-3.96810092e-22 -2.82542695e-23  2.82630574e-23 ...  4.42595146e-23
  1.13917996e-22  1.32533547e-22]",144.0,37.0,0,-0.318,0.58,610,3.8063096061438815
2128,"[ 1.39932988e-22 -2.75055022e-22  2.15156761e-22 ...  1.03796233e-22
 -1.07390909e-22  5.08619125e-23]",136.0,73.0,2,0.049,-0.733,610,6.385902864118769
2129,"[ 1.24181709e-22 -3.31774797e-23 -3.05220371e-23 ... -3.00265310e-23
  2.39581898e-22  2.30860236e-22]",100.0,45.0,0,0.535,-0.6,610,4.3053632871699365
2130,"[ 1.42244403e-22 -1.80566529e-22  1.83610924e-22 ... -9.47730534e-23
 -2.08532139e-22  1.05311323e-23]",91.0,50.0,0,0.179,0.648,610,4.367188737856194
2131,"[ 9.07588708e-23  1.24092954e-22 -8.73542396e-24 ... -1.98628091e-23
  1.64779609e-22 -4.56897171e-24]",59.0,57.0,2,0.715,0.787,610,4.006437597325208
2132,"[ 2.02496255e-23 -2.40202123e-22  9.30451613e-23 ...  8.27248884e-23
  5.12592065e-23  2.03101157e-22]",45.0,9.0,0,-0.7,-0.432,610,0.8897654544082012
2133,"[-6.37993372e-23 -1.37197438e-22  1.33753890e-22 ...  4.62681982e-23
 -1.29597690e-22 -5.44721776e-23]",83.0,82.0,1,-0.134,-0.649,610,5.5852096253261285
2134,"[ 1.93725867e-22 -4.19261608e-23  2.34588362e-22 ...  3.44961453e-22
  1.15497032e-23 -4.18540617e-23]",124.0,79.0,1,0.671,-0.043,610,7.017240572271617
2135,"[ 9.32470480e-23  1.03109146e-22 -3.11051022e-24 ... -4.88271044e-23
  5.48471323e-23  1.32923144e-22]",120.0,61.0,2,0.525,0.563,610,5.660720224922293
2136,"[-1.45638663e-22  9.21622145e-23 -5.73715447e-23 ... -2.57189897e-22
 -3.01716765e-23 -8.67105718e-24]",69.0,60.0,1,-0.346,-0.529,610,3.8269932531046127
2137,"[-3.39562099e-22 -7.30197538e-23  3.07703281e-22 ...  4.07301729e-23
 -1.34599223e-22 -8.27685643e-23]",147.0,87.0,1,0.586,-0.005,610,7.735113842387319
2138,"[7.97764040e-24 3.12686717e-23 3.57500224e-24 ... 9.56776652e-23
 1.11564996e-22 5.19085998e-23]",91.0,7.0,0,-0.165,-0.065,610,0.7329963326110905
2139,"[ 4.55271252e-23  1.54167085e-23 -1.70918937e-22 ... -2.09650743e-23
  2.94977653e-24  3.90614945e-23]",106.0,42.0,1,0.081,-0.656,610,4.008289440398736
2140,"[-1.34332018e-22 -4.85580707e-23 -1.95450368e-22 ...  2.97019040e-22
  2.43286031e-23 -1.48822079e-22]",111.0,31.0,1,0.782,0.784,610,3.1646151257185067
2141,"[ 3.73394202e-23 -8.06397134e-23  1.44156382e-22 ... -2.33930548e-22
 -5.90264553e-23  1.86872136e-22]",143.0,122.0,1,0.161,-0.33,610,9.90626015296711
2142,"[ 4.63279586e-24 -1.41108858e-22 -1.46865429e-22 ...  7.38917397e-23
 -2.57878495e-22  1.79918804e-22]",127.0,17.0,0,0.336,-0.02,610,1.9469174625239136
2143,"[-1.12212730e-22 -1.88198069e-22 -4.13077264e-22 ...  1.44674562e-22
 -9.19171933e-23 -9.43312559e-23]",138.0,86.0,1,-0.153,-0.217,610,7.897538481613461
2144,"[-1.52735903e-23  1.21730535e-22  3.63854324e-22 ...  1.10402482e-23
 -1.42068474e-22  2.58401197e-23]",125.0,69.0,0,0.578,-0.709,610,6.214013511198113
2145,"[-2.71143694e-22  1.82907731e-24 -1.88691643e-22 ... -1.97504700e-22
 -8.93672632e-23 -2.14303872e-23]",135.0,57.0,1,-0.617,-0.703,610,5.481229042019519
2146,"[ 9.63538152e-23 -1.12365172e-22  1.07169304e-22 ... -1.53933087e-22
  7.53690313e-23  7.10006115e-23]",93.0,45.0,1,0.008,-0.041,610,3.862353812728342
2147,"[ 4.32948714e-23 -8.83036563e-23  8.10198996e-23 ...  9.85041749e-23
 -2.12242010e-22  1.43683906e-22]",119.0,80.0,0,0.223,0.315,610,7.040819196790698
2148,"[ 2.74217814e-23  1.73277238e-22 -1.11878478e-22 ... -6.40251391e-23
  5.61978172e-23 -1.10210031e-22]",94.0,41.0,1,-0.772,0.381,610,3.781908173406923
2149,"[ 8.72977578e-23  7.64881452e-23  7.88639342e-23 ... -1.08204996e-24
  3.00461381e-23 -1.38670345e-22]",127.0,15.0,0,-0.112,0.433,610,1.6566013115868174
2150,"[ 1.10577119e-22 -8.78258766e-23 -2.62209277e-23 ... -1.69373445e-22
 -4.05734118e-23 -1.62886123e-22]",68.0,6.0,0,-0.02,0.006,610,0.6898928727892953
2151,"[ 1.54322554e-22 -8.67655404e-23  7.13783722e-23 ... -1.29331744e-22
  1.70013844e-22  2.43962460e-23]",150.0,150.0,2,0.484,0.191,610,9.995661747573914
2152,"[-8.99078450e-23  1.09819675e-22  8.15537410e-23 ...  1.18847528e-22
 -1.79712465e-24  1.05372407e-22]",138.0,136.0,0,-0.242,-0.318,610,9.413749627068288
2153,"[ 7.51491837e-23 -4.01051524e-23  1.35866140e-22 ... -6.51843044e-23
 -1.06466488e-22  6.22943638e-23]",109.0,40.0,0,-0.141,0.427,610,3.549534958112106
2154,"[ 1.52961082e-22  8.44376657e-23  9.78891438e-23 ... -7.63341879e-23
 -1.04872543e-22 -2.17699636e-22]",109.0,107.0,1,0.372,0.563,610,6.998353151133725
2155,"[-1.66941104e-22 -5.96307840e-23 -1.19707135e-22 ... -2.64513067e-22
  3.15155460e-22  8.12249773e-23]",147.0,109.0,2,0.462,0.543,610,8.068740266352389
2156,"[ 6.50906316e-23 -6.45677975e-23 -3.31896910e-23 ...  4.46340523e-23
 -1.57432394e-22 -4.79275282e-23]",100.0,4.0,0,-0.614,0.173,610,0.5110923050533119
2157,"[ 1.03039149e-22 -1.15694376e-22  9.96096610e-24 ... -3.17163369e-23
  1.07767989e-22  4.65792306e-23]",68.0,7.0,2,-0.009,-0.3,610,0.7418216967298861
2158,"[-4.05088349e-24 -2.26965753e-23  6.09022918e-23 ... -7.35063888e-23
 -8.10540425e-23  2.39554554e-22]",127.0,115.0,0,-0.787,0.427,610,8.21118805539066
2159,"[-6.56419906e-23 -4.14584998e-23 -5.33786163e-24 ...  2.28389046e-22
 -1.81255201e-22 -3.84823892e-23]",48.0,8.0,0,-0.665,-0.112,610,0.8401653745302375
2160,"[-1.01256872e-22 -1.82606151e-23 -7.80076450e-23 ...  1.17990159e-22
  8.32071020e-23  3.06101218e-22]",142.0,97.0,2,-0.408,0.773,610,6.751096540638028
2161,"[-1.31005648e-22  5.99872200e-23  6.76617192e-23 ...  7.46598466e-23
  6.11531314e-24 -7.43063992e-23]",79.0,56.714,2,-0.332,-0.11,610,4.100679774836423
2162,"[ 3.22837589e-25  3.98844860e-23 -2.82389316e-23 ...  3.29657386e-23
  8.38264679e-23 -1.70867724e-22]",90.0,14.0,0,-0.304,-0.71,610,1.5665396057809453
2163,"[-1.73414809e-22  9.04952851e-23 -4.78887676e-23 ... -9.64702302e-23
 -5.54361010e-23 -1.20493868e-22]",18.0,14.0,2,0.589,0.267,610,0.9667190080636803
2164,"[-1.46164279e-22  6.05732773e-23 -9.77802638e-23 ...  2.32890082e-22
 -2.55276402e-22 -3.03838860e-22]",124.0,120.0,0,-0.627,0.635,610,7.390981657958852
2165,"[ 2.35581348e-22 -2.63978414e-22  3.74607486e-23 ...  9.99743593e-23
  7.88911512e-23  5.79846904e-23]",118.0,2.0,0,-0.539,0.27,610,0.32703331337792324
2166,"[ 1.30879905e-23  1.18922392e-22  1.17249040e-22 ...  7.57711766e-23
  1.75069922e-24 -1.54896889e-22]",72.0,38.0,1,0.507,0.786,610,3.068298185634535
2167,"[-1.37391485e-23  2.52071778e-23 -1.40619172e-22 ...  6.09827676e-23
  3.26353546e-23 -1.49608183e-22]",115.0,8.0,1,-0.172,0.666,610,1.0185957063658568
2168,"[ 1.20294083e-22 -1.58712255e-22  5.47187627e-23 ...  7.90944930e-23
  8.82367774e-23 -2.13480258e-22]",146.0,24.0,0,-0.103,0.605,610,2.843232975257723
2169,"[ 2.11680214e-22  1.66551684e-22 -5.13996221e-23 ...  6.70629291e-23
  1.11707620e-22  4.44358261e-23]",85.0,10.0,1,0.517,0.016,610,1.1635143859651471
2170,"[ 1.81637115e-22 -1.04957058e-22  8.22500518e-23 ...  2.03906077e-22
  9.41264547e-23  1.16133200e-22]",95.0,12.0,0,0.146,0.412,610,1.2145166260369056
2171,"[-1.27787005e-22 -4.82727334e-23  4.28454434e-23 ...  4.40932110e-23
  1.74041538e-22  1.04782490e-22]",45.0,23.0,1,-0.639,-0.433,610,1.7683359367737592
2172,"[-1.00950601e-22  1.48459806e-22 -2.21400043e-22 ... -1.89477013e-22
 -2.37540316e-22  1.25711915e-22]",82.0,67.0,1,0.763,-0.089,610,5.036716600302356
2173,"[-7.94482735e-23  1.26933237e-22  1.74009616e-22 ... -1.56584812e-23
 -1.49097597e-22 -2.41246765e-23]",30.0,22.0,0,-0.792,-0.198,610,1.5293400399273864
2174,"[ 1.51521601e-22  6.61004731e-23  4.96887839e-23 ...  8.39680504e-23
 -3.84696148e-22 -1.11838798e-22]",52.0,9.0,0,-0.484,0.585,610,0.8816321198633165
2175,"[ 1.01318497e-22 -3.53074015e-23 -7.86947798e-23 ... -1.23847154e-22
  5.97910644e-23 -1.07303471e-22]",133.0,40.0,2,-0.202,-0.545,610,4.291331378361364
2176,"[ 1.91080250e-23 -9.56075896e-23 -1.47142331e-22 ...  3.89064718e-23
 -1.66441498e-22 -2.05752473e-22]",143.0,62.0,1,0.011,-0.037,610,5.786425575025767
2177,"[ 1.35789737e-22  1.91147203e-22 -5.72524712e-23 ...  9.60240942e-23
  8.52523249e-23 -1.46089974e-22]",43.0,12.0,0,-0.193,0.285,610,1.3913185744605707
2178,"[ 1.60618426e-22  1.72564536e-22 -1.87390024e-22 ...  1.48861824e-22
  1.12320723e-23  1.64449341e-22]",100.0,46.0,2,0.043,0.435,610,4.337504542284144
2179,"[ 1.45037345e-22 -2.00599524e-22  2.92829154e-22 ... -3.78557930e-23
  1.18136621e-22  2.20485418e-23]",150.0,13.0,1,-0.566,0.717,610,1.5770161577936506
2180,"[ 8.06719486e-23 -2.26291016e-22  2.04633513e-22 ... -2.16195733e-24
  1.04136270e-23  1.66198134e-23]",146.0,55.0,2,-0.574,0.152,610,5.293566115617594
2181,"[ 7.78320118e-23  4.51561410e-23  3.64264050e-23 ...  1.04611011e-24
 -7.06862505e-23  1.55536649e-22]",16.0,12.0,1,0.457,-0.178,610,0.9117554484980389
2182,"[ 6.52088846e-23  3.17126177e-23 -1.37736394e-22 ... -2.85163920e-22
 -9.69485623e-23  6.80432681e-23]",37.0,28.0,1,0.629,0.063,610,2.1681664058570242
2183,"[-2.40144223e-22  8.77231995e-23 -2.83223677e-22 ... -2.39548056e-22
  1.04898086e-22 -5.15683665e-23]",124.0,108.0,1,-0.296,-0.158,610,7.908109392440334
2184,"[ 1.50787997e-22 -1.33627212e-22  6.69682217e-24 ... -1.02657868e-22
 -3.32043199e-22  7.39315501e-23]",109.0,95.0,0,-0.735,-0.762,610,7.073166569026477
2185,"[-1.23290338e-22  3.93919917e-23  1.88452825e-22 ...  1.88819339e-22
 -1.82075764e-22  2.24593738e-22]",91.0,63.0,1,-0.104,-0.663,610,5.03432097855867
2186,"[-1.57221029e-22  9.34866590e-23  2.19317203e-23 ... -2.53668811e-22
 -1.51801325e-23  1.16454401e-22]",141.0,106.0,2,0.729,-0.668,610,8.336361252800115
2187,"[ 1.63507888e-23  1.34323501e-22  4.53127170e-23 ... -1.37319900e-22
 -5.34606182e-23  2.53152024e-23]",150.0,37.0,1,0.688,-0.799,610,4.051550934425008
2188,"[-9.80844032e-23 -1.69245287e-23  5.31985976e-23 ... -9.49444176e-23
  7.25391445e-23  1.52614554e-22]",120.0,110.0,2,0.459,-0.525,610,7.691973522641663
2189,"[-1.71215127e-22  9.96165592e-23 -1.24006882e-22 ... -5.74015520e-23
 -2.77648886e-23  5.40754497e-23]",116.0,22.0,1,0.567,-0.168,610,2.095956215188897
2190,"[-1.73655457e-22  4.84550153e-24 -3.16389340e-22 ... -9.37955796e-23
 -3.46728938e-23 -2.58695217e-23]",76.0,61.0,0,0.541,0.147,610,4.927854638272229
2191,"[ 1.71895808e-24 -3.09845333e-22 -1.50984276e-22 ...  1.22251919e-22
  4.64382337e-23  1.97542061e-22]",66.0,18.0,0,-0.272,0.065,610,1.70656510974777
2192,"[-2.92248761e-23 -8.57794615e-23  9.95125463e-23 ...  1.51725921e-22
 -9.79916092e-23  1.16211498e-22]",16.0,4.0,1,0.553,-0.326,610,0.44071652565313624
2193,"[ 9.91041634e-23 -3.34971690e-23 -6.36532222e-23 ... -1.78884522e-22
 -9.52501693e-23 -8.96791402e-23]",117.0,1.0,1,-0.304,0.235,610,0.15264274870496095
2194,"[-2.05414822e-23 -1.43272714e-23 -1.54464132e-22 ...  3.68971143e-23
  6.58772092e-23  4.21306924e-23]",106.0,69.0,1,0.798,0.266,610,5.453067508352963
2195,"[ 1.37187824e-22  1.76357020e-22 -6.35452709e-23 ... -7.23347670e-23
 -4.18183907e-23  9.09626728e-24]",147.0,126.0,1,-0.557,-0.288,610,8.768131171235527
2196,"[-1.34402245e-22  7.40793792e-23  9.86840659e-24 ...  2.14905602e-22
 -1.30332424e-22 -2.08120052e-23]",147.0,69.0,1,0.075,-0.221,610,6.007825216383242
2197,"[ 1.02951777e-23 -1.43384075e-23 -1.04672321e-22 ...  8.99148198e-23
  1.63396832e-23  8.05387425e-23]",99.0,12.0,2,-0.398,0.266,610,1.0696903240355013
2198,"[-1.77283335e-22  8.17644582e-24 -1.24440661e-22 ...  9.86125961e-23
 -4.62901240e-23 -9.41556149e-23]",73.0,46.0,2,-0.201,-0.31,610,3.8317642212144998
2199,"[-3.12074484e-23 -2.71890253e-22  1.08003012e-22 ...  7.87128556e-23
 -1.18610603e-23 -4.18526643e-23]",147.0,118.0,1,-0.018,0.46,610,8.566022922183118
2200,"[-5.93923362e-24 -2.73541012e-22 -1.12606027e-22 ...  7.23935763e-24
 -5.43360457e-23  8.99384616e-24]",143.0,7.0,0,0.789,0.71,610,0.9062780975637669
2201,"[-6.61349557e-23 -5.65537360e-23  1.26882260e-23 ... -8.63089251e-23
 -5.20868860e-23 -1.12147432e-23]",105.0,41.0,0,-0.425,-0.015,610,3.895804748381125
2202,"[ 5.57911383e-23  2.40422243e-22 -6.69739818e-23 ...  2.41719160e-22
  2.81507211e-23 -4.12056383e-23]",50.0,3.0,0,-0.014,0.164,610,0.3424257175616312
2203,"[-3.98908133e-23  6.87233468e-23  2.63252077e-23 ...  2.44022604e-22
 -2.28975959e-22 -3.16447038e-22]",136.0,92.0,1,0.146,0.114,610,6.920012999471868
2204,"[-2.99665210e-23 -1.53737411e-22  1.18589313e-22 ...  3.65368847e-22
 -2.27369759e-22 -1.28725808e-22]",80.0,66.0,1,0.418,0.494,610,5.117197012962738
2205,"[ 3.59157253e-23  1.05258943e-22 -9.86647741e-23 ...  8.36143242e-23
  4.57034514e-23  1.00911938e-22]",54.0,10.0,2,-0.164,-0.657,610,1.1418288476042349
2206,"[-6.25690632e-23 -2.46643013e-22  1.12203235e-22 ... -1.00382605e-22
 -1.04750116e-22  1.79185327e-22]",134.0,44.0,0,-0.564,-0.424,610,4.122067953527787
2207,"[-9.98907956e-24  5.77791175e-23  1.66344732e-22 ...  1.99964773e-23
 -5.41180902e-23 -1.78045028e-23]",58.0,8.0,2,-0.124,0.007,610,0.7831731125398631
2208,"[-9.02537438e-23  2.85454380e-22 -1.24763227e-22 ...  7.43932658e-23
 -2.14431240e-23 -6.90526836e-23]",81.0,61.0,1,0.701,0.235,610,3.951526955838301
2209,"[ 1.53146986e-22 -8.03470707e-23  1.91922393e-23 ... -8.91609459e-23
 -1.93312954e-22 -1.08814570e-22]",78.0,45.0,2,0.532,0.174,610,3.584864950845733
2210,"[ 1.33698266e-22 -2.22819333e-24 -4.40433108e-23 ... -3.20640854e-23
 -1.40809411e-22  8.41867143e-23]",96.0,78.0,2,0.274,0.566,610,6.536844519060632
2211,"[ 1.51184588e-22  6.97629457e-24 -2.64023265e-22 ... -6.60724125e-23
 -1.07575431e-22 -5.58014505e-23]",106.0,81.0,2,0.432,-0.38,610,6.370667711811536
2212,"[-5.31245629e-23 -1.15893348e-22 -2.12241659e-22 ...  1.04078461e-22
 -7.86270416e-24  3.47443785e-22]",119.0,53.0,2,0.684,-0.782,610,5.1076693379903
2213,"[ 4.08863152e-23 -3.86761708e-23  4.65061920e-23 ... -2.19857352e-22
  1.23498887e-22  4.39452391e-23]",147.0,62.0,0,0.216,-0.225,610,6.05890724704473
2214,"[ 9.17871239e-23 -2.46310680e-23  1.54568275e-22 ... -1.79517799e-22
  5.27645587e-23  2.21432378e-23]",144.0,34.0,2,0.212,-0.647,610,3.4417508386365565
2215,"[-9.34551638e-24 -1.30976016e-22  9.36842031e-23 ... -2.35371737e-23
 -2.15348931e-23  7.27376290e-23]",104.0,62.0,2,-0.084,-0.394,610,6.0499696787961055
2216,"[-7.92007883e-23  1.16738015e-22  2.36390017e-25 ... -8.58677781e-23
  2.19867601e-22  7.10934362e-23]",36.0,19.0,1,-0.715,0.035,610,1.5048377410635676
2217,"[-3.60754686e-22 -1.60197564e-22  1.36568560e-22 ... -2.13789580e-22
 -1.42189543e-22 -4.35145062e-23]",61.0,51.0,0,-0.554,0.607,610,3.968500850129976
2218,"[ 1.72583598e-22  4.23046376e-23  8.24240890e-24 ... -1.05270884e-23
 -2.22114991e-22 -3.39255439e-23]",146.0,124.0,0,-0.139,0.272,610,9.256127886788121
2219,"[ 6.78911955e-23  1.01926600e-22 -1.02575961e-22 ...  5.83233459e-25
 -1.76249940e-24 -5.16580888e-23]",146.0,95.0,0,-0.434,0.171,610,7.843800287186638
2220,"[-5.01335872e-23 -4.82676153e-23  2.97608165e-22 ... -1.58306146e-22
 -4.35709213e-23  1.14896107e-23]",110.0,80.731,0,0.793,0.091,610,6.5576338300980055
2221,"[ 1.19058795e-22  3.17170030e-22  1.05879064e-22 ... -1.82190399e-23
  2.67680890e-22 -1.66940514e-22]",80.0,4.0,2,0.161,-0.711,610,0.5134548788074539
2222,"[-7.55458080e-23 -3.33022709e-23 -3.55778432e-23 ... -9.46148107e-23
  6.36398038e-23  6.40211019e-24]",70.0,31.0,1,-0.305,0.688,610,3.000356176295914
2223,"[-1.38393412e-22  1.86441757e-22  6.14380128e-23 ...  1.07113723e-23
 -2.69365105e-23  2.79515571e-22]",31.0,16.0,1,0.323,-0.153,610,1.2871195429493498
2224,"[ 2.66736690e-23  4.34700003e-23  1.39195414e-24 ...  1.10774624e-22
 -2.81050768e-22  1.09328921e-22]",95.0,52.0,0,0.661,-0.36,610,4.0659376474983375
2225,"[ 2.33338390e-22 -7.61569285e-24  1.28281910e-22 ...  7.65089608e-23
 -1.03029271e-22  1.14928599e-22]",143.0,46.0,2,-0.194,-0.093,610,4.9990847436237775
2226,"[-1.67230696e-23 -9.54222963e-23  2.70637208e-22 ...  3.89015975e-23
 -4.65828641e-24  8.34572455e-23]",140.0,20.0,1,0.368,0.541,610,2.3998288737640836
2227,"[-2.16431811e-22  5.96258699e-23 -6.37156662e-23 ... -1.26836446e-22
  2.07980552e-22 -2.51860646e-22]",125.0,113.0,1,-0.329,0.629,610,8.279753170083387
2228,"[ 1.45751852e-22 -5.57552570e-23  1.17690162e-22 ...  2.48952000e-23
  1.62718193e-22 -1.32041757e-22]",76.0,75.0,2,0.418,0.068,610,4.909804838556503
2229,"[ 1.73569019e-22 -4.35901128e-22 -1.89838053e-22 ... -2.39029794e-22
  4.94600112e-23  6.35003609e-23]",147.0,47.0,1,0.455,0.039,610,5.207947779507696
2230,"[ 1.53193738e-22 -4.01354444e-23 -1.89863037e-24 ...  1.72428761e-22
  1.63726916e-22  2.16859727e-24]",26.0,26.0,2,-0.677,-0.241,610,1.811650012597047
