,Waveform,m1,m2,Merger Position,Distance,PSNAR
2461,"[ 2.38536518e-22  4.49704160e-22  1.97503689e-22 ...  8.65845613e-23
 -1.58397046e-22 -2.63135166e-22]",136.0,54.0,1,810,4.023338226078723
2462,"[ 1.97588654e-22  2.48908933e-22  1.41617562e-22 ...  2.62855879e-22
 -9.88044513e-23 -9.82795149e-23]",112.0,72.0,1,810,4.891215286487214
2463,"[-3.99533773e-22 -2.45204309e-22 -2.74121256e-22 ... -7.22614056e-23
  1.97227224e-22 -1.65410721e-23]",115.0,91.0,0,810,5.585427027804012
2464,"[-1.64928954e-23 -2.37598174e-22 -9.31849814e-23 ...  2.71858096e-22
 -3.75129010e-23  2.62146803e-22]",117.0,85.0,0,810,4.338603143542482
2465,"[-6.41874365e-22 -6.61832048e-22 -5.59978860e-22 ... -4.16007121e-23
 -1.35925254e-22  4.77888682e-22]",124.0,118.0,1,810,6.7217815094276006
2466,"[-6.53348765e-22 -4.94415003e-22 -5.55809647e-22 ...  1.77530284e-22
  1.12441988e-23 -2.00658588e-23]",131.0,65.0,1,810,4.954843392018987
2467,"[ 6.77713511e-23 -3.25009900e-22  5.57474950e-23 ... -1.12682698e-22
 -1.37831809e-22  2.01974322e-22]",73.0,71.0,0,810,3.560522772327246
2468,"[ 1.20371338e-22 -8.19985871e-23 -2.92788419e-23 ... -2.87832050e-24
  2.23952301e-23  3.55965411e-23]",62.0,33.0,0,810,2.3945277804262552
2469,"[ 2.46701512e-22 -3.13510217e-23  1.55255913e-22 ...  2.34954704e-22
 -7.16202758e-23 -3.83281782e-23]",126.0,53.0,1,810,3.181837896183112
2470,"[-3.93695210e-22 -4.04761817e-22 -3.26960731e-22 ...  3.86312670e-23
  2.67441648e-23  1.08043175e-22]",110.0,79.722,0,810,4.5791612966847675
2471,"[-1.93260263e-22 -8.51561223e-23 -1.58842001e-22 ...  2.14117153e-22
 -6.75302952e-23  2.82068956e-22]",15.0,3.0,2,810,0.2739664517451845
2472,"[ 1.23981077e-22  9.45703540e-23  4.12385676e-23 ...  1.13464425e-22
  2.39411950e-22 -1.68807395e-22]",77.0,2.0,0,810,0.24485823026584075
2473,"[-5.94490401e-22 -5.93132329e-22 -6.02411168e-22 ... -3.97195575e-23
 -2.46115678e-22  4.18173616e-23]",120.0,78.0,2,810,5.3703050806288095
2474,"[-3.26966872e-22 -2.69616466e-22 -1.99879016e-22 ... -8.76320103e-23
  4.13655812e-23 -7.65399532e-23]",145.0,22.0,1,810,1.9474795017569335
2475,"[-4.98229156e-22 -2.11883181e-22 -1.39531660e-22 ... -1.98578549e-23
  1.99868194e-22  4.69508523e-24]",134.0,111.0,2,810,6.269298225417756
2476,"[ 1.40653493e-22 -2.79764851e-22 -1.97308809e-22 ...  1.07660911e-22
  2.29167425e-23 -6.79900881e-23]",122.0,76.0,0,810,4.83474691853452
2477,"[-5.14497622e-22 -3.06476331e-22 -4.10981837e-22 ...  2.80506238e-23
 -9.64808520e-23 -1.83891700e-22]",145.0,46.0,1,810,2.9992755283358297
2478,"[ 4.82660286e-24 -1.08688264e-22  3.06868533e-23 ... -1.44966838e-22
 -1.33855138e-22  1.32061485e-22]",17.0,13.0,1,810,0.8132852303556659
2479,"[-1.11041689e-22  2.69181057e-22  1.16697544e-22 ... -6.72224910e-23
 -9.73735478e-24 -2.47626162e-22]",143.0,120.0,0,810,7.175707096294062
2480,"[-4.90581391e-23 -2.77274465e-22 -2.65367682e-22 ... -1.28317095e-22
  7.49945666e-23 -1.84403974e-22]",108.0,22.0,1,810,1.9139168433248135
2481,"[ 4.05979920e-22  1.78790257e-22  4.48180696e-22 ... -2.02827961e-22
  1.75760562e-22 -2.92045718e-24]",99.0,82.0,0,810,5.3570833401027755
2482,"[-6.91518304e-24 -1.23627337e-22 -6.57774716e-23 ...  6.62878716e-24
  9.02840945e-24  1.95037073e-22]",102.0,19.0,0,810,1.459748321871994
2483,"[ 1.01953439e-22  1.27759742e-22 -1.24275373e-22 ... -6.00983718e-23
 -1.62569038e-22  3.50716840e-23]",105.0,72.0,1,810,4.410290637665834
2484,"[ 1.61261278e-22 -1.29364751e-22 -2.12448168e-22 ... -9.87059672e-23
 -1.12653907e-22  1.65723157e-22]",23.0,1.0,0,810,0.09699568362584444
2485,"[-2.77383439e-22 -4.49021472e-22 -3.00561777e-22 ...  2.08558637e-22
 -1.43329443e-22  6.36888329e-23]",95.0,78.0,1,810,4.905496120186566
2486,"[-4.06043240e-23  1.68491176e-23 -9.84383140e-23 ... -1.12907912e-22
 -5.25658205e-23 -2.98595736e-22]",132.0,10.0,1,810,0.9631891435983768
2487,"[ 4.13291029e-22  3.93152195e-22  3.51918058e-22 ...  2.56753992e-22
 -2.99084248e-22 -1.76715337e-24]",139.0,49.0,0,810,4.268545184169188
2488,"[ 1.84433924e-23 -1.41884853e-22  1.69641155e-22 ...  1.07693807e-22
 -1.63712088e-23  1.21440517e-22]",34.0,11.0,1,810,0.9598935692531088
2489,"[ 3.39821762e-22  1.10806295e-22  5.34786209e-22 ... -2.62421461e-23
 -7.80002861e-24 -1.14489548e-22]",143.0,27.0,2,810,2.3314978414136336
2490,"[-4.00151146e-22 -1.21496968e-22 -2.90610355e-22 ... -5.89665128e-23
 -2.32930935e-22 -6.63353930e-23]",45.0,27.0,2,810,1.9486585482897554
2491,"[-2.78838024e-22 -3.93231546e-22 -3.78338938e-22 ...  3.18683139e-23
 -1.13852201e-22 -3.31069139e-23]",127.0,70.0,0,810,5.310615713597248
2492,"[-5.10584164e-22 -5.02952420e-22 -4.44505769e-22 ... -1.00428493e-22
 -1.49172370e-23  8.72861220e-23]",137.0,37.0,2,810,3.2964643711267705
2493,"[ 4.86579750e-22  6.73682133e-22  7.85360997e-22 ...  1.71669577e-22
 -1.64988704e-22  3.49510644e-23]",114.0,111.0,0,810,6.164840413897281
2494,"[ 3.03365865e-23  3.48715139e-22 -4.87275837e-23 ...  6.09353431e-23
 -1.58449372e-22 -7.09448132e-23]",90.0,9.0,1,810,0.8902562993272615
2495,"[ 1.85236790e-22  4.46957810e-22  3.67280800e-22 ...  4.22346888e-23
  1.19902340e-22 -1.36101079e-22]",83.0,60.0,2,810,3.66678661619827
2496,"[ 4.80952173e-22  1.36129376e-22  2.49375519e-23 ... -1.18071811e-23
 -1.00912282e-22 -7.88120994e-23]",135.0,23.0,0,810,1.8668107050153802
2497,"[-1.82074792e-22  1.31270260e-22 -9.07195975e-23 ...  1.22893153e-22
 -3.65618620e-22 -5.74208873e-23]",148.0,109.0,1,810,6.287154762256679
2498,"[-4.19246612e-22 -4.41574431e-22 -1.99705659e-22 ...  1.20699235e-23
 -5.42774119e-23  5.66803009e-23]",122.0,116.0,0,810,6.195685785783149
2499,"[ 1.99260475e-22  1.45876492e-22  1.48776268e-23 ... -4.27830136e-23
 -1.01815763e-22 -1.86428790e-22]",84.0,39.0,1,810,3.1641484666732755
2500,"[-1.24789778e-22 -5.53398575e-23 -1.52961226e-22 ... -2.31754586e-23
  1.25171464e-22 -2.14276316e-23]",114.0,81.0,0,810,5.910779313082071
2501,"[-1.38773551e-22 -1.64932706e-22 -3.30013637e-23 ...  8.91403436e-23
  2.63922864e-23  3.77071079e-23]",97.0,11.105,2,810,1.0476566286070623
2502,"[-2.60682981e-23  3.03471965e-22  3.87430094e-22 ... -3.40375459e-23
  2.05217333e-22 -1.79245081e-22]",107.0,42.0,2,810,3.4516016279436466
2503,"[-4.60229348e-22 -4.62187803e-22 -4.33613968e-22 ... -4.98195998e-23
  1.52960278e-23  2.07257105e-22]",79.0,45.571,1,810,3.663062418493255
2504,"[ 3.15901429e-25 -2.72158648e-24  2.32365339e-22 ... -2.87214082e-22
  8.73619396e-23  5.90868899e-23]",76.0,34.0,1,810,2.7276607854431227
2505,"[-7.17896438e-23  2.53466195e-22 -4.12424074e-23 ... -7.38896708e-23
  1.89766916e-22 -1.80398589e-23]",53.0,1.0,1,810,0.12826661508204734
2506,"[9.04267398e-22 8.54726215e-22 8.73069889e-22 ... 2.50781779e-22
 1.05067704e-22 1.02553614e-22]",139.0,109.0,0,810,5.724465658002796
2507,"[ 1.41259671e-22  2.11370509e-22  1.71792827e-22 ... -2.08861547e-22
 -1.34802720e-22 -3.51275009e-23]",40.0,17.0,1,810,1.1751926161563746
2508,"[-5.64420546e-22 -6.99017909e-22 -6.04994782e-22 ...  1.71766349e-22
 -7.93491744e-23 -6.61125863e-23]",69.0,66.0,2,810,3.618003537672017
2509,"[2.77844243e-22 5.10350020e-22 2.32914635e-22 ... 2.29556272e-22
 6.02907329e-23 2.57451605e-22]",81.0,63.0,2,810,3.9041204392087705
2510,"[ 8.69158582e-22  7.37476439e-22  1.40154821e-21 ...  9.23877243e-24
  2.18353507e-23 -2.53222523e-23]",133.0,104.0,1,810,6.5312433662374225
2511,"[-1.91979933e-22 -5.02151435e-22 -4.33190750e-23 ...  3.59573696e-22
 -1.28056576e-22  1.25140754e-23]",56.0,50.0,0,810,2.8924110923487163
2512,"[-1.79228025e-22  1.50817817e-22  1.20493746e-23 ...  9.14170463e-23
  2.02377602e-22  2.26789240e-23]",145.0,9.0,2,810,0.7769588393440259
2513,"[-1.43379361e-22 -1.79075832e-22  4.99171611e-25 ... -5.05256344e-23
  1.45772724e-22 -6.45792913e-24]",100.0,53.0,1,810,3.6402308292184897
2514,"[-5.95948298e-23  3.80880524e-23 -2.63617691e-22 ... -1.74764978e-22
 -9.19111389e-23 -8.03666223e-23]",40.0,10.0,2,810,0.8068192053135858
2515,"[ 8.36634498e-23  3.25816701e-22  3.50281969e-22 ...  1.92470319e-22
 -1.19776191e-22 -6.60544692e-23]",75.0,54.0,0,810,3.371596559607794
2516,"[-1.20639062e-22  1.22770041e-22 -1.29076799e-22 ... -1.86063611e-22
  2.77157534e-22  6.45113450e-23]",96.0,11.0,1,810,0.9985467556888123
2517,"[ 4.18661418e-22  6.86595957e-22  5.89342396e-22 ... -8.58029000e-24
  2.66199810e-23  1.10151745e-22]",129.0,44.0,2,810,3.8982990517623355
2518,"[-2.48150838e-22 -2.81708116e-22 -1.69217435e-23 ...  1.14647374e-22
 -1.24648613e-22 -1.74623517e-22]",49.0,37.0,0,810,1.940800445404993
2519,"[-4.13843803e-23 -1.79381101e-22 -1.00865044e-23 ...  2.52973927e-22
 -9.25542373e-23 -9.96532962e-24]",143.0,6.0,2,810,0.6276917098138864
2520,"[ 5.70465936e-23  1.76978923e-23 -9.52308971e-23 ... -8.27088507e-23
 -1.86013859e-23 -2.35282753e-22]",71.0,6.0,2,810,0.6205741215154534
2521,"[-3.26211447e-22 -1.69966096e-22 -3.99151466e-22 ... -3.80201150e-23
  4.26088499e-23  7.00137347e-23]",106.0,35.0,0,810,2.5429532543694635
2522,"[-1.95534996e-22 -1.26923259e-22  1.08951806e-22 ... -1.58964302e-22
 -5.60606150e-23 -2.38169666e-22]",112.0,46.0,0,810,3.4183766229732506
2523,"[-6.17415539e-22 -4.89835868e-22 -8.21119410e-22 ... -2.07888904e-22
  6.43027923e-23 -5.12538907e-24]",112.0,92.0,1,810,4.849021729097121
2524,"[ 2.44740182e-22  2.70054733e-22 -9.94346179e-23 ...  4.92720909e-23
  3.17388024e-23 -4.02350221e-23]",91.0,23.0,0,810,1.8323121325920875
2525,"[ 2.41336413e-22  2.63773000e-22  2.13939227e-22 ...  1.70104703e-22
  6.81256887e-23 -1.84806994e-23]",100.0,42.0,2,810,3.329333916112285
2526,"[ 7.95389677e-22  9.26739135e-22  9.48135214e-22 ...  1.95062349e-22
 -3.14612922e-22  2.90310318e-22]",130.0,116.0,0,810,7.332432127894145
2527,"[-1.52765886e-22 -2.57211149e-22  1.34492937e-22 ... -2.22763629e-22
 -6.30238193e-23  7.81707245e-24]",110.0,29.259,1,810,2.5184767645464383
2528,"[-2.50518613e-22 -2.95115316e-22 -4.78343686e-22 ...  5.26752325e-23
  1.79513661e-22  4.77022608e-23]",141.0,59.0,0,810,3.877923641860585
2529,"[ 8.34217122e-23  3.32683431e-22 -1.73193856e-22 ...  2.29983107e-22
 -8.31466406e-23  1.00113833e-22]",96.0,75.0,1,810,5.1266655384318325
2530,"[-2.31706701e-23 -2.84344580e-23 -7.32038883e-23 ... -2.06851830e-22
 -7.05250434e-23 -1.63012556e-22]",89.0,12.0,0,810,1.0158887486857915
2531,"[-3.55151230e-22 -4.32932969e-22 -4.14798318e-22 ... -4.89056597e-23
  1.26013409e-22 -3.58127870e-23]",101.0,88.0,2,810,5.219025261605109
2532,"[-5.76291462e-22 -3.28960312e-22 -2.66083452e-22 ...  1.50127846e-22
  1.76180427e-22  1.37097675e-23]",66.0,43.0,0,810,2.8351726024647683
2533,"[-8.04210381e-23 -2.17949360e-22 -1.15299897e-22 ...  9.14266948e-24
 -1.42197090e-22  7.72277515e-23]",100.0,24.0,0,810,1.7364125717628276
2534,"[ 4.70991070e-22  4.16583970e-22  2.28009568e-22 ...  7.63040849e-23
 -1.20124001e-23 -1.40512487e-22]",97.0,43.442,1,810,3.1017560196973557
2535,"[-1.00464849e-23  1.85505788e-22 -6.84363246e-23 ... -4.60117252e-23
 -5.44028582e-23 -1.54984149e-22]",93.0,12.0,1,810,1.1550107571938864
2536,"[ 7.75512758e-23 -4.53863190e-23  5.80350882e-23 ... -7.46846402e-23
  1.27900144e-22  1.56982261e-22]",100.0,1.0,0,810,0.15851111008162977
2537,"[-7.87741941e-25  1.93571740e-22  1.58555980e-22 ...  4.74911696e-25
 -1.77904724e-22  2.00815892e-22]",90.0,47.0,1,810,2.962259140519375
2538,"[-2.24142435e-22 -2.73086234e-22 -5.32581831e-22 ... -2.35810924e-23
  1.42140593e-22  1.27923512e-22]",69.0,36.0,1,810,2.371516278125894
2539,"[ 2.78475535e-22  1.14010248e-22  2.59058704e-22 ...  2.21808808e-24
 -6.46180299e-23  8.41085358e-23]",100.0,8.0,2,810,0.8286902439693009
2540,"[-2.35464165e-22 -2.53800965e-22 -1.03986797e-23 ... -1.46865459e-22
 -1.48934951e-22  7.30561934e-23]",119.0,11.0,1,810,0.9033261388359085
2541,"[ 2.01828142e-23 -4.99347029e-23 -6.62412198e-23 ... -1.52403648e-22
 -5.18502634e-23 -5.59233530e-23]",99.0,54.0,0,810,3.7961186352760836
2542,"[-6.18759454e-22 -5.53044616e-22 -5.01982448e-22 ... -3.59425621e-23
  1.75169789e-23 -1.21616205e-22]",129.0,109.0,0,810,6.404773908418504
2543,"[-2.44380557e-22 -3.27178835e-22 -5.33123007e-23 ...  1.72995947e-23
  1.47537621e-22 -9.74481589e-23]",123.0,42.339,2,810,3.3450875275196257
2544,"[-3.21678515e-22 -6.67792421e-22 -3.72453226e-22 ...  1.34173204e-23
  6.99496028e-23 -1.07616265e-22]",137.0,53.0,0,810,4.0952517121628755
2545,"[ 5.49384192e-23  2.56710569e-22  2.49764449e-22 ...  1.67849942e-22
 -4.22119795e-23  4.09563221e-22]",144.0,71.0,0,810,5.086292935503181
2546,"[ 7.35395679e-22  2.80772116e-22  7.05512168e-22 ...  6.59706190e-23
  7.01187285e-23 -1.52989477e-22]",84.0,73.0,2,810,4.450738755870701
2547,"[-3.73200025e-23  1.35586145e-22 -6.40234706e-23 ... -5.62310851e-24
 -1.23733277e-22  1.81531439e-22]",81.0,4.0,2,810,0.40145908959723947
2548,"[ 9.45793802e-23  2.01903723e-22 -8.64779440e-24 ...  4.37360669e-23
 -2.42115199e-22 -1.87642413e-22]",35.0,19.0,1,810,1.3498174902914621
2549,"[-6.44965090e-22 -6.97214598e-22 -4.07640624e-22 ... -9.06786460e-23
  2.82851073e-23  1.94723844e-23]",97.0,40.411,2,810,2.93365044276077
2550,"[-2.36863000e-22 -2.32517999e-22 -2.05247895e-22 ...  7.61279286e-23
 -1.16729694e-22 -1.53331114e-22]",64.0,9.0,2,810,0.7709248859722233
2551,"[-7.05444402e-23 -1.64128324e-23 -2.99521001e-23 ... -6.18227696e-23
 -1.55098573e-22  4.96546450e-23]",68.0,57.0,0,810,3.0319346354524757
2552,"[-6.75987252e-22 -6.27886953e-22 -7.81496073e-22 ... -6.71482880e-23
  5.63324218e-23  1.75845390e-23]",122.0,93.0,2,810,6.330922372847838
2553,"[ 5.54761825e-23  1.38024072e-22  3.33489682e-23 ... -9.29916149e-23
  4.38434202e-23 -6.29622654e-23]",40.0,34.0,2,810,2.089482900800217
2554,"[ 1.54437896e-22  1.62647820e-22  4.52556029e-23 ...  7.54516439e-23
  2.38511402e-22 -1.04404557e-22]",46.0,37.0,1,810,2.1603997206422805
2555,"[ 6.07384168e-23 -1.96945376e-22  2.08274550e-23 ... -1.70592906e-22
 -3.04372458e-22  1.09440166e-22]",92.0,12.0,1,810,1.0256547315873068
2556,"[-7.82636223e-22 -5.77115230e-22 -4.25856367e-22 ... -4.41411346e-23
 -2.22608909e-22  2.07324125e-22]",85.0,83.0,1,810,4.877054070120795
2557,"[ 5.20782701e-23 -1.92635276e-22  1.56691887e-22 ... -5.05435926e-23
 -1.03156253e-22  1.88656087e-22]",32.0,29.0,2,810,1.698230403157894
2558,"[-5.72251510e-23 -8.31975984e-23  6.32304626e-25 ...  7.48286942e-23
  6.89775819e-23  2.29650348e-22]",83.0,8.0,2,810,0.692195003935297
2559,"[ 1.87988166e-22  6.34287081e-23  1.96924733e-22 ...  1.34748963e-22
 -2.00138989e-22 -3.50251297e-24]",62.0,12.0,1,810,1.0203662456845246
2560,"[ 3.88047974e-25 -8.82380828e-24  2.63778372e-23 ...  1.70030586e-22
  1.37661428e-23 -1.59309715e-22]",39.0,3.0,2,810,0.24613112837158352
2561,"[-1.30361454e-22  4.33770431e-24 -1.63212182e-22 ...  3.15992648e-23
  1.55935070e-22  6.29678819e-24]",73.0,72.0,1,810,3.682738291914338
2562,"[9.47333127e-23 2.39540755e-22 8.37893760e-23 ... 3.35216631e-23
 5.13959303e-23 8.14850894e-23]",16.0,5.0,1,810,0.41099229261269365
2563,"[ 1.59073261e-22  3.23810102e-22 -1.29073201e-22 ...  2.24088405e-22
 -1.39116176e-22 -6.99670831e-23]",39.0,8.0,1,810,0.7117368178656777
2564,"[ 7.77667953e-22  8.68926037e-22  7.03918523e-22 ... -3.53963501e-23
  2.99932275e-22 -6.33523650e-23]",111.0,96.0,1,810,5.705012768759554
2565,"[ 2.90343914e-22  7.70106180e-23  1.70855465e-23 ...  1.96845841e-22
  7.81124679e-23 -1.07100542e-22]",144.0,83.0,1,810,6.431598170175308
2566,"[ 5.06393212e-22  4.90489120e-22  4.98895584e-22 ...  1.73709154e-22
 -4.91799137e-24 -4.45264852e-23]",143.0,52.0,1,810,4.544790647861798
2567,"[-2.94140580e-22 -4.04727684e-22 -1.95400778e-24 ...  1.26056463e-22
 -1.40297843e-22 -5.04807259e-23]",56.0,28.0,0,810,2.0599402328666248
2568,"[5.84295055e-22 1.97651445e-22 3.44101301e-22 ... 1.86834031e-23
 5.85067581e-23 2.81594405e-22]",114.0,37.0,2,810,2.7227501253277633
2569,"[-4.51905104e-22 -4.81167654e-22 -4.46336780e-22 ...  2.01125561e-22
 -5.73356296e-23  3.43865048e-23]",148.0,118.0,1,810,6.5566322570314925
2570,"[ 2.67085936e-22  2.74650540e-22  3.41606547e-22 ... -3.00735046e-22
 -1.22190111e-22  3.19451262e-22]",123.0,20.157,2,810,1.6729972875149857
2571,"[-9.87314056e-23 -6.77915688e-23 -1.11900886e-22 ...  9.56850276e-23
 -1.91868454e-22  6.22439913e-23]",90.0,39.0,2,810,3.4819607355331623
2572,"[-2.78216255e-23 -1.11671077e-22  1.59021251e-22 ... -5.67950056e-23
 -5.12717838e-23  9.97133265e-23]",107.0,9.0,0,810,0.8552521355693957
2573,"[ 3.71261056e-22  6.03538115e-22  6.23613035e-22 ... -6.12246236e-23
  3.43751098e-23  2.96887754e-23]",127.0,31.0,2,810,2.4602106683368525
2574,"[-6.29875168e-22 -5.49961321e-22 -3.89575639e-22 ...  2.56819687e-22
 -8.86407466e-23  4.28062507e-23]",94.0,73.0,1,810,4.575685333579395
2575,"[-4.13628369e-22 -5.04748438e-22 -3.18237239e-22 ...  6.03635743e-23
 -6.36753364e-23  2.24396342e-22]",105.0,84.0,1,810,5.208155421052052
2576,"[ 3.18750896e-22  2.96530314e-22  4.84078473e-23 ... -2.47236172e-22
  9.67710171e-23 -2.93476147e-23]",39.0,28.0,1,810,1.810521530923673
2577,"[-3.37059764e-22 -3.48638999e-22 -2.57375269e-22 ...  1.14595919e-22
 -5.33713072e-23  1.77176269e-22]",119.0,53.0,0,810,3.766385004256122
2578,"[ 3.91250625e-23 -1.51182496e-22 -3.95148021e-23 ... -2.59053271e-22
  1.87974532e-22 -3.25456651e-22]",37.0,25.0,0,810,1.6635864421300615
2579,"[-2.24424047e-22 -1.66419916e-22 -2.18791606e-22 ... -3.18439237e-22
 -6.09428182e-23 -2.63927716e-22]",94.0,42.0,0,810,3.4800851782103086
2580,"[ 3.71922923e-23 -1.27970037e-23 -6.12656977e-23 ...  5.36857623e-23
  2.23530498e-22 -3.50629474e-23]",44.0,43.0,0,810,1.6820517721745614
2581,"[-2.83860866e-22 -7.07386776e-22 -3.39699652e-22 ... -1.78055667e-23
  2.70471944e-22  1.67176046e-22]",67.0,56.0,1,810,3.8338777455616966
2582,"[ 2.55217279e-22  2.51491608e-22  1.49757393e-22 ...  1.52455960e-22
 -1.54270192e-22  8.59618601e-24]",73.0,13.0,1,810,1.101691079031858
2583,"[-1.07626392e-22  1.17618752e-23 -3.08660262e-22 ... -1.50604595e-22
  7.38888148e-23 -4.80684186e-23]",40.0,18.0,0,810,1.2663510965112106
2584,"[ 2.79249202e-22  7.23585631e-23  4.36695997e-23 ... -1.37320561e-22
 -5.36790571e-23  2.19717083e-22]",126.0,49.0,0,810,3.647742289835256
2585,"[ 2.96936688e-22  1.24092875e-22  2.29303380e-22 ...  1.43388668e-22
  4.36732201e-24 -2.67988815e-22]",57.0,19.0,0,810,1.645293748167085
2586,"[ 1.15785265e-22 -2.15829174e-23  1.56370431e-22 ...  2.32983074e-22
 -9.58273645e-23  1.11288673e-22]",25.0,24.0,0,810,1.1743767815184194
2587,"[-5.23610675e-22 -7.17837776e-22 -8.44191506e-22 ... -1.04343251e-23
  7.69650136e-23 -2.34096878e-22]",130.0,124.0,0,810,7.7333519943671245
2588,"[-6.55847588e-23 -1.60150993e-22 -1.53582305e-22 ...  7.93743877e-23
 -8.90984208e-23  2.48667999e-22]",57.0,16.0,2,810,1.2381997454129328
2589,"[-2.84441704e-22 -2.10888827e-22 -3.32805341e-22 ... -8.02947958e-24
 -1.54839247e-22  2.62846675e-22]",105.0,32.0,2,810,2.765011219158441
2590,"[-1.23632585e-22 -5.81879095e-22 -3.38716038e-22 ...  6.33960257e-23
 -1.07453606e-22 -1.81245848e-23]",81.0,65.0,0,810,3.990352678496604
2591,"[-2.89611376e-22 -4.32892808e-22 -3.66618459e-22 ... -4.86285063e-23
 -8.53608916e-23  2.89360876e-22]",68.0,27.0,1,810,1.9765757294036976
2592,"[ 3.60060359e-22  1.30817900e-22  4.56036327e-22 ...  1.56179746e-22
  4.47287692e-23 -5.99199128e-23]",123.0,107.876,2,810,7.307069131235993
2593,"[-3.56652750e-22 -4.36217272e-22 -3.03388745e-22 ... -1.24684094e-22
 -1.64197799e-22 -8.75321501e-23]",134.0,108.0,2,810,6.624062604808884
2594,"[-2.46032949e-22 -2.95706443e-22 -3.98734683e-22 ... -1.89678355e-22
  1.39802219e-22  2.12952295e-22]",138.0,25.0,2,810,2.4677441260892397
2595,"[ 2.01992054e-22  2.79436098e-22  2.67567028e-22 ...  6.62400175e-23
 -1.86911033e-23 -3.26520677e-23]",47.0,14.0,0,810,1.194950268457175
2596,"[ 1.34137827e-23 -3.61208060e-22  1.57284996e-22 ... -1.23938323e-22
 -1.90533877e-23 -1.84440579e-22]",90.0,74.0,2,810,3.982963602660988
2597,"[-2.96994204e-22 -2.63167539e-22 -2.56587205e-22 ... -1.49176035e-22
  4.41757152e-23 -2.97671124e-23]",126.0,74.0,0,810,5.068935896217476
2598,"[-2.48280134e-22  6.92463792e-23 -1.53413623e-22 ... -4.01014135e-22
 -4.67860277e-24 -7.03987829e-23]",130.0,10.0,1,810,0.9893114427280283
2599,"[-1.72676776e-22 -2.56781285e-22 -1.41725639e-22 ...  7.95639314e-23
 -1.05286987e-22 -9.50050445e-23]",61.0,29.0,1,810,2.3567558289448653
2600,"[ 6.27383817e-23 -1.59121101e-22  1.68693226e-22 ...  2.78705815e-23
 -1.36812094e-23  2.07151557e-22]",56.0,20.0,1,810,1.6112382304705035
2601,"[ 6.03651081e-22  4.21528002e-22  1.22080535e-22 ... -1.30983019e-22
 -8.79406142e-23 -1.48010108e-22]",145.0,77.0,0,810,4.9850426952392075
2602,"[-7.41721619e-22 -4.27349248e-22 -4.62463207e-22 ...  1.60711785e-22
  1.85911107e-23 -2.03997116e-23]",146.0,47.0,1,810,3.284963792745854
2603,"[-1.77938248e-22 -7.06600535e-22 -5.90859046e-22 ... -1.82084421e-22
 -2.48348995e-22  1.03606044e-22]",137.0,119.0,1,810,7.983229079580958
2604,"[-1.69988935e-22 -2.57074597e-22  7.90323553e-23 ... -2.78265354e-23
  4.05032278e-23 -9.73257039e-23]",112.0,82.0,0,810,5.2740602354073935
2605,"[ 1.44821466e-22  1.62150906e-22  2.27320441e-22 ... -2.01934354e-22
  1.05094374e-22 -2.75635570e-22]",117.0,62.0,0,810,4.02884931056336
2606,"[ 3.57422105e-22  6.38356044e-22  4.34286744e-22 ...  2.75674830e-23
 -3.90604334e-23 -6.06492843e-23]",80.0,51.0,0,810,3.404057728710101
2607,"[ 8.82105988e-23  9.68220752e-23  3.46630096e-23 ...  6.51473886e-23
 -3.78396484e-22  1.18816542e-22]",38.0,14.0,0,810,1.2261875752133573
2608,"[-2.41630452e-23 -6.58206992e-25 -3.62872866e-23 ... -9.79682862e-23
  2.58644750e-23  3.73658359e-23]",29.0,21.0,2,810,1.3597699752623182
2609,"[-1.70792140e-22 -2.61118883e-22 -1.58613894e-22 ...  1.53664999e-22
 -3.15097286e-22  8.48653225e-23]",148.0,107.0,0,810,7.055942773043487
2610,"[-4.11054282e-22 -3.95649384e-22 -2.62898963e-22 ... -5.21565806e-23
 -9.19084220e-23  1.88873154e-22]",131.0,81.0,0,810,5.22296673618792
2611,"[-7.96799505e-23  1.09609359e-22  4.84666072e-23 ... -1.52703322e-22
  3.60512192e-22 -2.14897394e-22]",70.0,2.0,1,810,0.23588374961766828
2612,"[-1.95171385e-22 -2.37000923e-22 -1.24271024e-22 ... -1.52965091e-23
  1.73438989e-22  2.85588131e-23]",92.0,22.0,2,810,1.9528441681481374
2613,"[-4.95538965e-22 -7.13706860e-22 -3.35132681e-22 ...  3.22186859e-22
 -1.16208588e-22  1.09080861e-22]",133.0,38.0,2,810,3.3626442847172435
2614,"[-1.10119669e-22 -2.98811119e-22 -3.08086009e-22 ...  6.30135596e-23
  2.37884188e-22 -1.63554860e-22]",121.0,69.0,1,810,4.836427356899723
2615,"[-2.28969249e-22  1.42330795e-23 -2.42355568e-22 ...  5.03495704e-24
  2.23430121e-22  5.58122419e-23]",145.0,16.0,0,810,1.4284895272116154
2616,"[ 1.53933193e-22  2.44192238e-22  2.40646178e-22 ...  1.13715941e-22
 -1.01307649e-22 -1.76731298e-22]",139.0,64.0,0,810,4.214621514704996
2617,"[-2.02086836e-22 -2.89243629e-22 -2.60545346e-22 ...  1.69192236e-22
 -3.53129560e-24 -8.34071113e-23]",115.0,19.0,1,810,1.57152149805681
2618,"[-5.22835178e-22 -7.47071846e-22 -3.56588913e-22 ... -6.96586073e-23
 -9.72647834e-23  1.34653812e-22]",90.0,72.0,1,810,5.0495369649699535
