,Waveform,m1,m2,Merger Position,Distance,PSNAR
1736,"[-4.46546807e-22 -5.22182891e-22 -4.09408380e-22 ...  5.93790617e-23
  9.54531009e-23 -9.32016327e-23]",127.0,78.0,1,610,6.802438961405115
1737,"[ 4.12486431e-23 -2.13431087e-24  1.00957522e-22 ...  2.11459663e-23
  4.34046126e-23 -1.30512297e-23]",75.0,32.0,2,610,2.615928472791607
1738,"[ 1.61133733e-21  1.75707807e-21  1.52154722e-21 ...  7.40414935e-24
 -1.59110323e-22  3.16004807e-22]",130.0,128.0,2,610,9.727817216092067
1739,"[-4.09451233e-22 -4.33240654e-22 -3.41130217e-22 ...  3.01494464e-22
  4.48768880e-23  7.55294719e-23]",121.0,106.0,2,610,8.01490775775054
1740,"[ 6.13613298e-22  3.12969812e-22  8.55045627e-22 ...  1.77705725e-22
  4.82292260e-24 -2.04403258e-22]",112.0,34.0,2,610,4.178219045841645
1741,"[ 4.29333797e-23 -1.01389072e-22  1.69824747e-23 ... -1.86828961e-22
  6.87398721e-23  2.02821741e-23]",98.0,54.0,0,610,5.362542283970971
1742,"[-7.74011932e-23 -3.11530618e-22 -4.75381529e-22 ...  4.39356607e-23
 -7.35750552e-23  2.70120547e-23]",130.0,23.0,1,610,2.7352166693626447
1743,"[5.20662835e-22 8.44588524e-22 6.76841948e-22 ... 6.85765103e-24
 3.09247623e-22 1.27116719e-22]",137.0,83.0,0,610,7.1318587927214425
1744,"[ 2.08828608e-22 -5.60916203e-23  1.97366960e-22 ... -1.95544554e-22
 -4.59503056e-23 -1.46229079e-22]",137.0,112.0,2,610,7.8885803891243995
1745,"[-2.79934641e-22 -2.19861201e-22 -1.52387434e-22 ... -1.44181058e-22
  1.58443201e-22  5.32997144e-23]",36.0,27.0,1,610,2.2529438118252454
1746,"[-7.13462930e-23 -4.06562833e-23 -1.92557866e-22 ... -1.61827084e-22
 -4.64419370e-23 -8.96880891e-23]",66.0,5.0,0,610,0.580453214217189
1747,"[ 4.59853919e-22  2.59982309e-22  5.87398362e-22 ...  1.42543907e-22
 -4.99866605e-23  9.79895323e-23]",99.0,33.0,2,610,3.4556785273277018
1748,"[ 2.77679838e-22  3.24619535e-22 -4.13160992e-23 ... -4.17153396e-23
 -2.52771977e-23 -4.60667132e-23]",60.0,40.0,1,610,3.6668402650859773
1749,"[ 4.51035286e-23 -1.18017140e-22 -1.29440244e-22 ...  3.57358809e-23
 -1.86121786e-22 -1.35873702e-22]",88.0,52.0,2,610,4.788954120312318
1750,"[-2.04165891e-22 -1.80530266e-22  1.89263780e-22 ...  8.11803911e-23
 -1.47990423e-22 -1.02126772e-23]",96.0,73.0,0,610,5.8535308088131135
1751,"[-5.74165800e-22  4.07355497e-23 -7.29256360e-23 ...  3.83826542e-24
  7.92019086e-23 -1.87791183e-23]",93.0,22.0,0,610,2.7494906729903454
1752,"[ 5.61954365e-22  6.33144217e-22  8.07058520e-22 ... -7.56891596e-23
  6.13915162e-24  1.39324731e-22]",89.0,81.0,0,610,5.943718970479057
1753,"[-3.24185578e-22 -1.67886114e-22 -3.45966444e-22 ... -2.08146620e-22
 -3.97051285e-24  2.06478026e-22]",139.0,79.0,1,610,7.087171864594704
1754,"[ 6.83707641e-22  8.81246779e-22  7.03560618e-22 ...  1.38542367e-22
 -7.42003138e-23 -1.35214983e-22]",109.0,52.0,1,610,5.020626811473777
1755,"[-8.58915419e-22 -1.00914371e-21 -9.79493437e-22 ...  3.83989048e-23
  1.29674998e-22  1.97819653e-22]",139.0,67.0,2,610,5.986283099273401
1756,"[-5.31053536e-23  2.06352089e-22  1.32116166e-22 ... -7.13309714e-23
  4.45428488e-24  1.37677167e-22]",38.0,25.0,2,610,2.104071131546301
1757,"[-7.91930494e-22 -1.16522858e-21 -1.04292173e-21 ... -8.71812009e-23
  4.44559843e-23 -7.45628570e-24]",120.0,77.0,1,610,7.36312006768542
1758,"[4.68338881e-22 6.10399341e-22 7.08749107e-22 ... 2.89693138e-23
 2.01595583e-22 1.91296889e-22]",73.0,39.0,2,610,3.3331715759428335
1759,"[ 2.82550378e-23 -1.28467703e-22 -2.64568961e-23 ...  8.49990214e-23
 -7.50743599e-23  9.53062011e-23]",76.0,1.0,2,610,0.13560728177620207
1760,"[-8.35001290e-22 -8.05187298e-22 -8.21876005e-22 ...  1.47442533e-22
 -2.17453052e-24 -2.18579031e-22]",126.0,84.0,2,610,8.311748109418827
1761,"[ 5.73909375e-22  5.07873709e-22  5.67969606e-22 ...  1.90614961e-22
 -6.96447484e-23 -1.52890058e-23]",98.0,38.0,2,610,4.057817270750633
1762,"[ 1.81978411e-22  1.65745126e-22 -6.68325901e-23 ... -1.52452332e-22
  9.08440765e-23  8.96397165e-23]",87.0,58.0,1,610,5.033522356978676
1763,"[-5.10783700e-22 -5.09918651e-22 -7.27437807e-22 ...  1.51233674e-22
 -1.11179860e-22  1.21878879e-22]",92.0,35.0,2,610,3.2391479385343267
1764,"[-3.52047413e-22 -3.66095489e-22 -2.70063916e-22 ... -3.74886099e-23
  3.43336823e-23 -6.61014510e-23]",99.0,54.0,1,610,5.075663832982171
1765,"[ 6.84668791e-22  5.84054612e-22  8.09867434e-22 ... -4.83782027e-23
 -1.82903873e-23  7.62635220e-23]",100.0,92.0,1,610,7.167446259236618
1766,"[ 1.07556613e-22  1.74485058e-22 -1.26028694e-22 ... -1.02918743e-22
  1.36807634e-22 -3.73861303e-23]",66.0,45.0,1,610,3.939602469896537
1767,"[-1.15982689e-22 -5.32411457e-23  9.74040662e-23 ... -1.22339501e-22
  4.30310173e-23 -1.60333399e-22]",7.0,4.0,0,610,0.29661007209776596
1768,"[-1.68432572e-22 -1.75322117e-22 -4.19046500e-22 ... -1.26375946e-22
  1.61085692e-23 -7.35401155e-23]",114.0,60.0,0,610,4.6915908971358276
1769,"[ 8.58463213e-22  9.05887815e-22  7.22340972e-22 ...  9.27782103e-23
 -1.96549201e-22  9.72656304e-23]",109.0,59.0,2,610,5.263857203995045
1770,"[-2.73729704e-24 -2.33761995e-23 -1.64969413e-22 ... -2.07768923e-22
  5.99205107e-23 -3.05245116e-22]",91.0,4.0,2,610,0.45211079517387776
1771,"[-3.16345589e-22 -3.75550009e-23 -1.56485792e-22 ...  4.99333272e-23
 -1.62596799e-22  2.18612049e-23]",58.0,28.0,1,610,3.0079341364412735
1772,"[-3.03813906e-23  3.35963438e-22 -1.55764180e-22 ...  9.93714247e-23
 -2.40848434e-22 -1.26641884e-22]",146.0,33.0,2,610,3.3122021277393103
1773,"[-2.38773095e-23 -1.29888291e-22 -4.83202514e-23 ...  5.64088141e-23
  1.37470999e-22  1.51295608e-22]",99.0,3.0,0,610,0.3869386359173179
1774,"[-1.54549408e-22 -3.53268012e-22 -1.25840302e-22 ... -8.57540274e-23
  2.35318948e-22 -3.91206453e-23]",87.0,38.0,1,610,3.7713184311028667
1775,"[-2.21327349e-22  2.05569521e-22 -1.40122661e-22 ... -9.02555647e-23
 -1.76083434e-23 -1.15525459e-22]",60.0,25.0,0,610,2.6092595353680985
1776,"[-9.26003218e-22 -7.38453293e-22 -7.66773579e-22 ... -1.73260500e-22
 -5.18385216e-23 -1.09206732e-24]",136.0,82.0,1,610,6.654895612063018
1777,"[-5.09960422e-22  3.75084380e-22  6.42317839e-23 ...  3.58627567e-22
 -8.59583542e-23  2.03361023e-22]",105.0,6.0,1,610,0.7788794245946687
1778,"[-7.38245149e-22 -4.90817998e-22 -7.08413211e-22 ... -3.04492489e-22
 -7.24161573e-24 -1.77413333e-22]",122.0,103.0,1,610,8.600977549194829
1779,"[1.49024399e-22 2.10554651e-22 3.10945978e-22 ... 1.48255964e-22
 9.62352276e-23 1.49455208e-22]",75.0,68.0,0,610,4.687989076971209
1780,"[ 3.72205932e-22  5.93334807e-22  3.90130216e-22 ... -1.39886290e-22
  8.99228181e-23 -1.59905499e-22]",95.0,39.0,2,610,3.978482837373377
1781,"[-7.27493798e-23  1.83724720e-22  7.60859888e-23 ... -1.32703980e-22
  4.55153109e-23  6.10511432e-23]",92.0,72.0,0,610,6.303006819923735
1782,"[-1.65351806e-22 -1.69520745e-22 -3.60628966e-22 ...  5.41160786e-23
  1.10918252e-23  1.11567373e-22]",100.0,98.0,2,610,7.218654369071577
1783,"[ 1.17026180e-22  8.79703758e-23 -4.91938461e-23 ... -3.85694493e-24
 -2.22266130e-22  6.01832959e-23]",104.0,7.0,2,610,0.9119679031690128
1784,"[ 2.63541290e-23 -2.32818907e-22  2.25237211e-22 ... -1.93815061e-22
  1.12100941e-23  3.18175516e-24]",33.0,3.0,2,610,0.3566540687124633
1785,"[-6.09830057e-23 -2.99114271e-22 -4.27771820e-22 ...  4.47002695e-23
 -1.46502749e-23 -6.99497229e-23]",147.0,21.0,0,610,2.4133059642520243
1786,"[ 1.70509886e-22  5.52516296e-22  2.55447463e-22 ... -7.72537556e-23
  2.32170236e-23 -2.08654243e-24]",129.0,65.0,0,610,5.818553527218331
1787,"[ 4.77071704e-22 -2.74982353e-23  2.39739892e-22 ... -5.29206875e-23
  1.03678610e-22  2.72363411e-22]",117.0,82.0,1,610,6.388363539244054
1788,"[-5.64276761e-25  2.25688214e-22  2.26395352e-23 ... -1.67912008e-22
  1.03408305e-22  3.02342257e-23]",90.0,89.0,0,610,6.9913999432961305
1789,"[-1.47736625e-21 -1.21165882e-21 -1.35820224e-21 ... -2.14318543e-22
 -5.99640399e-23 -1.51025909e-22]",149.0,106.0,2,610,9.093941603743533
1790,"[ 1.05608438e-22  1.10437766e-22 -1.70862892e-24 ... -2.38010144e-22
 -7.42560636e-23 -5.68544486e-23]",118.0,42.0,0,610,4.502348584362663
1791,"[9.38705312e-22 8.92153776e-22 8.48580187e-22 ... 6.33734702e-23
 1.89627670e-22 9.39050970e-23]",149.0,85.0,1,610,8.172120647383347
1792,"[1.33066806e-21 1.37705241e-21 1.28621316e-21 ... 1.52106075e-22
 2.85630558e-22 3.26344368e-23]",131.0,96.0,2,610,7.175120155931273
1793,"[-1.35897104e-22 -2.90757549e-22 -2.79003737e-22 ... -3.42275487e-23
 -1.58610859e-23 -1.45500240e-22]",138.0,24.0,2,610,2.6710153812642097
1794,"[-3.81682192e-22 -4.98160521e-22 -5.00397023e-22 ...  8.02688843e-23
 -5.37267466e-23 -7.57568196e-25]",85.0,46.0,0,610,4.1253963915007255
1795,"[-6.01585169e-22 -4.53393287e-22 -5.21874439e-22 ... -1.52636524e-22
  1.15368095e-23 -1.19502735e-22]",129.0,28.0,2,610,2.9104483310165765
1796,"[ 1.35691126e-21  1.43347999e-21  1.51947938e-21 ...  1.42160093e-22
  1.15446916e-22 -2.48970225e-22]",139.0,103.0,2,610,7.315220862564445
1797,"[ 2.80385752e-22  4.46223751e-22  8.33488062e-22 ...  4.01519693e-23
 -5.99085254e-24  1.14992371e-22]",88.0,32.0,2,610,3.2565453039633563
1798,"[ 7.49220359e-22  9.64031130e-22  7.68498211e-22 ...  1.76761446e-22
 -8.20617402e-23 -1.49093000e-22]",96.0,85.0,1,610,7.491849778336152
1799,"[ 2.96998552e-22  4.93478454e-22  4.70432802e-22 ... -8.12156964e-23
  2.28967913e-23  2.32319108e-22]",117.0,99.0,2,610,7.514550346412514
1800,"[-8.53994694e-22 -9.81251733e-22 -1.01338671e-21 ...  1.35333914e-22
  2.22034383e-22 -2.47226951e-23]",140.0,86.0,0,610,6.92356425404896
1801,"[ 1.85669994e-22 -1.04913288e-23 -4.41307687e-23 ... -9.80052854e-23
 -1.06932954e-23  3.25462982e-22]",48.0,9.0,0,610,0.9678069369276109
1802,"[ 6.26030225e-22  4.74125359e-22  5.47120238e-22 ... -1.23186941e-22
  1.73365426e-22 -8.22562694e-23]",90.0,80.0,1,610,6.304556700873214
1803,"[ 1.35488217e-21  1.30571182e-21  1.51041965e-21 ...  9.23619397e-23
  1.86933020e-22 -1.14984794e-22]",139.0,123.0,2,610,9.456094959471923
1804,"[ 1.34767436e-22  8.60802083e-23  1.70990413e-22 ...  4.13502794e-24
 -1.03952421e-23  2.75615868e-22]",122.0,15.0,0,610,1.7881100810672423
1805,"[-1.46000777e-22  2.32260437e-23 -2.67814589e-23 ...  8.94208958e-23
  1.13032725e-22  2.05646364e-22]",147.0,17.0,0,610,1.931269311105827
1806,"[-4.28974088e-22 -3.05383615e-22 -5.24490258e-22 ...  1.48117605e-22
 -9.11924015e-23  3.00390416e-22]",50.0,43.0,1,610,2.6907992431972714
1807,"[-7.20903720e-22 -9.59336206e-22 -8.46847486e-22 ...  5.65006861e-24
  7.96101549e-23  1.75221618e-23]",100.0,89.0,0,610,6.746281403940899
1808,"[ 8.96434206e-22  8.79027924e-22  6.97029842e-22 ... -1.56334692e-23
 -5.43898993e-24  1.07555908e-22]",112.0,75.0,1,610,6.355487304152248
1809,"[1.46954073e-21 1.10461104e-21 1.49936273e-21 ... 2.18847989e-22
 3.44885407e-23 9.72760404e-23]",146.0,106.0,1,610,9.216520713322684
1810,"[ 5.61852016e-22  4.39335041e-22  6.33779278e-22 ... -1.16620429e-22
 -8.15518035e-23  3.56381826e-24]",85.0,67.0,1,610,5.385172263290079
1811,"[ 7.55590530e-23  3.95227612e-22  3.41479510e-22 ...  4.16503586e-23
 -9.22885087e-23 -7.20154024e-24]",150.0,123.0,0,610,10.146910930515338
1812,"[-2.76502470e-22 -5.99937897e-23 -1.58521108e-22 ...  1.39056385e-22
  1.56615682e-22  9.70531037e-23]",142.0,9.0,2,610,1.2381719652475731
1813,"[-1.07438622e-21 -1.05245906e-21 -1.20085667e-21 ...  1.09544160e-22
  2.07435484e-22 -1.70689291e-22]",138.0,137.0,2,610,10.366752433892273
1814,"[-1.30184104e-22 -2.05015878e-22  3.33536518e-22 ...  1.45710781e-22
 -9.83959768e-23 -1.71812842e-23]",116.0,21.0,2,610,2.3775002237456624
1815,"[-1.85118885e-22 -4.58907956e-22 -1.84912338e-22 ...  2.34534631e-22
  3.21246546e-24 -2.87573895e-24]",101.0,19.0,1,610,2.091830684601355
1816,"[-2.12440144e-22 -2.82574836e-22 -1.90294548e-22 ... -1.62111791e-22
 -3.35283261e-24  7.20102339e-23]",95.0,17.0,2,610,2.0146571676744895
1817,"[-5.74072007e-22 -7.71697641e-22 -7.74113387e-22 ...  1.51574874e-22
  8.21166303e-23 -2.10258697e-22]",129.0,53.0,1,610,5.226625009553601
1818,"[ 3.37180534e-22  4.33069245e-22  1.53301503e-22 ... -4.77141323e-23
  1.58184402e-22 -4.17729506e-24]",72.0,29.0,1,610,3.1435255282944157
1819,"[-4.97902009e-22 -9.18260853e-23 -4.53929879e-22 ...  2.71080350e-23
  7.31995174e-23 -1.05197244e-22]",112.0,31.0,0,610,3.5001095352088414
1820,"[ 8.45360508e-22  8.22042852e-22  1.00924347e-21 ...  5.58889487e-23
  1.13875074e-22 -1.79319726e-22]",132.0,116.0,0,610,9.323279776952349
1821,"[3.94782234e-22 5.04596341e-22 7.04848677e-22 ... 2.39417802e-22
 1.95825811e-23 1.88387717e-22]",107.0,21.0,2,610,2.722063503424915
1822,"[-5.11217584e-22 -2.39635644e-22 -5.22265060e-22 ... -9.32011108e-23
  1.70943266e-22 -1.72095188e-22]",142.0,14.0,2,610,1.8183803034920647
1823,"[-2.55872591e-22 -3.10587422e-22 -2.01256279e-22 ... -1.12318869e-22
  1.80759441e-22  1.63153954e-22]",62.0,24.0,0,610,2.2051437825872564
1824,"[ 9.66560018e-22  1.17964246e-21  1.13992844e-21 ... -1.09037150e-22
 -2.23720741e-22 -1.01183859e-22]",116.0,103.0,2,610,7.955299753109105
1825,"[-8.22369262e-22 -7.98748088e-22 -8.94876330e-22 ... -5.05450869e-23
  3.46981638e-23  1.31404857e-22]",144.0,98.0,0,610,7.60688847964073
1826,"[-1.03534242e-22 -7.64512155e-23 -1.40185123e-22 ...  9.44783958e-23
  7.29250262e-23 -4.46727779e-23]",121.0,8.0,1,610,1.002972568763323
1827,"[ 4.28739768e-22  8.26612341e-22  4.47539946e-22 ... -1.40134198e-22
  2.61836790e-22 -1.68370711e-22]",122.0,42.0,2,610,4.7367559860770685
1828,"[ 3.78796856e-22  2.44293954e-22  1.70728494e-22 ... -1.33557882e-22
  5.47363735e-24 -1.05237832e-22]",142.0,18.0,2,610,2.4626857037458394
1829,"[2.98578291e-22 1.02123129e-22 7.77631989e-23 ... 8.41837327e-23
 1.89002214e-22 9.74633335e-23]",138.0,6.0,2,610,0.7888415301761802
1830,"[5.69400491e-22 5.26782386e-22 5.37880484e-22 ... 1.11121702e-22
 8.78430557e-24 2.31365283e-22]",137.0,45.0,0,610,4.006186194362412
1831,"[-1.32133276e-24  1.57907441e-22 -3.50652589e-23 ... -5.27729197e-23
 -3.28012511e-22 -1.37559455e-22]",105.0,8.0,1,610,0.9833449762756926
1832,"[ 3.54405477e-24  1.23681935e-22 -6.15545889e-23 ... -7.80334108e-23
 -7.50404291e-23 -8.13814164e-24]",110.0,8.065,1,610,0.9625993981805911
1833,"[ 3.82428403e-23 -1.20306570e-22 -2.75034689e-22 ...  4.18515825e-23
  2.58944552e-23  1.83972124e-23]",52.0,44.0,0,610,3.227847604202511
1834,"[ 3.36102090e-22 -2.03765896e-22 -1.97835431e-23 ... -1.67479916e-22
  3.95722710e-23 -1.33892644e-22]",125.0,80.0,0,610,6.878427934847207
1835,"[ 3.56351524e-22  4.13502581e-22  3.54195957e-22 ... -1.69535588e-22
  2.04786776e-22 -2.92203291e-22]",67.0,54.0,1,610,4.08919054301508
1836,"[-3.01169155e-23  1.10898139e-22  6.72853444e-23 ... -1.51993506e-22
  2.46037439e-22  8.86338955e-23]",21.0,11.0,2,610,0.9253513977486132
1837,"[-3.15323530e-22 -3.36884889e-22 -4.02182285e-22 ... -3.19067806e-23
 -2.20004701e-22  5.67480402e-23]",85.0,74.0,1,610,6.498254835498964
1838,"[-1.16060429e-21 -1.21319349e-21 -1.05372924e-21 ... -2.11697317e-22
  8.79508185e-23 -2.90146054e-23]",146.0,141.0,1,610,9.037487355891287
1839,"[-3.30891791e-22 -3.16824441e-22 -1.50912017e-22 ...  3.98649844e-23
  3.90437893e-23  2.96021934e-22]",124.0,85.0,2,610,8.461219415939038
1840,"[ 5.72803620e-22  7.32314514e-22  5.32274457e-22 ... -7.17248827e-23
  1.23828855e-22 -1.11292896e-22]",150.0,116.0,0,610,9.109141057601722
1841,"[ 3.55855841e-22  5.54382563e-22  3.89362919e-22 ... -1.47741266e-22
 -1.10686717e-23  3.79831833e-23]",94.0,81.0,2,610,6.0660279021544214
1842,"[ 3.86985863e-22  4.35970152e-22  2.80160888e-22 ...  8.52218893e-24
  4.08872697e-23 -1.58854953e-22]",94.0,31.0,0,610,3.4697429657257617
1843,"[ 1.62438785e-22  4.13434371e-22  2.78151114e-22 ... -5.22178381e-23
  1.36469427e-22 -1.72454691e-22]",123.0,114.934,1,610,8.426835772804536
1844,"[-7.04360389e-22 -7.99021308e-22 -1.10720999e-21 ...  8.07408003e-23
  1.17565855e-22  1.80479626e-22]",95.0,67.0,1,610,4.90332304717448
1845,"[ 2.63391712e-22  1.72869718e-22 -3.96283714e-23 ...  1.74519619e-22
 -1.01510047e-22  9.18560460e-23]",89.0,30.0,0,610,3.197859328442013
1846,"[ 6.19934711e-23  1.38874594e-22  3.73270603e-22 ... -1.72301589e-22
  1.73813650e-22 -1.98350971e-22]",87.0,21.0,2,610,2.4184779689673515
1847,"[-7.84056905e-22 -4.83382395e-22 -8.00204860e-22 ... -9.95291265e-23
  7.17476808e-23 -1.08609243e-22]",139.0,55.0,1,610,5.105870238863531
1848,"[ 2.76422408e-23 -6.94978128e-24  3.33286627e-22 ... -2.19482680e-22
  1.59609535e-22  9.08312421e-23]",39.0,32.0,0,610,2.625467084150311
1849,"[ 7.74161208e-23  3.48300906e-22  3.14480615e-22 ...  2.12758340e-23
 -1.60154574e-22 -7.98587219e-24]",47.0,32.0,1,610,2.83151317710856
1850,"[ 3.94499176e-22  5.43436900e-22  3.00128714e-22 ...  9.93961982e-23
  1.52201531e-22 -7.67777488e-23]",125.0,91.0,0,610,7.041215621511784
1851,"[ 7.34813701e-24  1.11878877e-22  3.98158682e-24 ...  2.25459935e-22
 -2.49068437e-22  1.00880157e-22]",115.0,32.0,2,610,3.6268281919973617
1852,"[-4.09086625e-22 -5.34703587e-22 -6.14138747e-22 ...  5.40993396e-23
 -1.96046038e-22  1.48653309e-22]",130.0,48.0,2,610,4.92145937306776
1853,"[ 9.16703306e-23  3.61117050e-22  9.28039692e-23 ...  1.44899298e-22
 -3.19663027e-23  1.33912394e-22]",66.0,19.0,2,610,1.692585685811886
1854,"[-7.91402025e-22 -9.63442866e-22 -5.14701971e-22 ... -2.77093009e-22
 -1.87984183e-22 -8.73097894e-23]",131.0,108.0,1,610,8.44756718459178
1855,"[-4.07157870e-22 -4.65990267e-22 -5.07287943e-22 ...  1.02230897e-23
 -1.23535087e-22  1.46280397e-22]",110.0,25.222,2,610,2.595974031571694
1856,"[1.03122234e-21 5.48558140e-22 1.08805137e-21 ... 1.62545224e-23
 1.26016176e-22 4.80409123e-23]",142.0,105.0,0,610,8.923138073143209
1857,"[-8.49849177e-23  3.35938471e-23  2.60335986e-22 ...  2.78337258e-22
 -9.65599778e-24 -3.13493967e-22]",128.0,122.0,0,610,8.575613171492959
1858,"[-1.72686986e-22 -1.57987658e-22 -1.16722476e-22 ... -1.11343724e-22
 -7.02599328e-23  3.83603247e-23]",37.0,10.0,0,610,1.2147921830699369
1859,"[ 6.65692569e-22  3.40905453e-22  7.61883892e-22 ...  3.52591119e-23
 -9.36472111e-23  2.50253046e-22]",121.0,46.0,2,610,4.4768703938446945
1860,"[-2.23044314e-22  5.32059408e-23  1.66933497e-23 ... -3.94091394e-23
 -1.29762817e-22  1.48008475e-22]",65.0,6.0,1,610,0.6921820071780691
1861,"[-3.86746599e-22 -3.56178396e-22 -3.38284327e-22 ... -7.23540963e-23
  1.36682149e-24  5.71250813e-23]",80.0,48.0,0,610,4.007954103239446
1862,"[-6.07264290e-22 -2.02504997e-22 -5.71163519e-22 ... -1.92865847e-22
  1.07523191e-22 -1.48747353e-22]",78.0,48.0,1,610,4.010500179189855
1863,"[ 3.98686395e-23  1.20483857e-22  3.93682310e-23 ... -1.71611896e-22
  1.90000676e-23  8.62036494e-24]",93.0,13.0,1,610,1.5260019425693572
1864,"[ 4.05892655e-22  3.49150143e-22  5.34431855e-22 ... -5.95710516e-23
  7.90713843e-24 -2.82772426e-22]",124.0,31.0,1,610,3.589879369593197
1865,"[-2.40375812e-22 -1.75164245e-22 -3.78042073e-22 ...  1.46452712e-22
 -1.69249949e-22 -8.30887858e-23]",149.0,11.0,2,610,1.410678752309996
1866,"[-1.00557611e-21 -7.70066221e-22 -8.49669234e-22 ... -4.16968838e-23
 -8.12158124e-23  2.53493721e-23]",111.0,106.0,0,610,8.702567529897546
1867,"[-1.40620856e-22 -2.77259279e-22 -9.15139394e-24 ...  1.39418264e-23
  1.73010373e-22 -2.58190954e-23]",41.0,29.0,2,610,2.2318412220307096
1868,"[-2.67505393e-22 -7.46109347e-23  4.33922467e-23 ...  2.73149330e-23
  1.44777155e-22  1.01625970e-22]",123.0,51.413,2,610,5.42769701997266
1869,"[ 1.02721893e-21  8.63854356e-22  7.12481755e-22 ... -1.49745053e-22
 -9.49423903e-23  3.81784225e-24]",134.0,110.0,0,610,9.041065946632184
1870,"[-5.70339404e-22 -6.30634819e-22 -5.72149094e-22 ... -4.43788897e-23
 -4.18107568e-23  9.59303935e-23]",134.0,38.0,1,610,4.931474864262094
1871,"[-2.11285878e-22 -1.78084667e-22 -2.98107284e-22 ... -4.68097345e-23
 -4.95969404e-23 -2.93641639e-23]",102.0,50.0,2,610,5.063581908755441
1872,"[-6.36335974e-22 -6.24292272e-22 -5.23265713e-22 ... -2.09576977e-22
 -1.03583565e-23  1.52322457e-22]",92.0,74.0,0,610,6.4672811729072945
1873,"[ 3.12319126e-22 -2.64715786e-24  1.16496489e-22 ... -3.78420446e-23
 -2.81431722e-23  1.80533525e-23]",80.0,20.0,2,610,2.48311021552383
1874,"[-3.10461087e-22 -2.32870753e-22 -3.24965107e-22 ...  1.47560791e-22
  1.61986655e-22  5.93294739e-24]",96.0,41.0,0,610,3.84554009424915
1875,"[-8.42628017e-22 -1.13385425e-21 -9.05495285e-22 ...  7.02604328e-24
 -8.15641302e-23 -3.24337398e-22]",140.0,118.0,2,610,9.625594243865388
1876,"[-2.85209127e-22 -1.31786597e-22 -3.42806094e-22 ...  4.79176008e-23
 -1.51678265e-22 -1.14413715e-22]",67.0,17.0,2,610,1.70183408584293
1877,"[ 1.22528106e-21  9.27633720e-22  1.06719030e-21 ... -6.54043143e-23
 -5.16441959e-24  6.35115737e-24]",124.0,71.0,2,610,6.3969464734279144
1878,"[ 1.86621364e-21  1.76725102e-21  1.69472639e-21 ...  9.18151458e-24
 -1.68986221e-22  2.08880706e-22]",143.0,141.0,2,610,10.248975485433183
1879,"[ 3.44646299e-22  2.97823759e-22  3.47179805e-22 ... -1.88973697e-22
 -3.43422063e-22 -1.14333997e-23]",89.0,52.0,0,610,4.2649528725315795
1880,"[8.01126424e-23 3.80168059e-22 7.82171786e-23 ... 1.96329816e-22
 1.52800279e-22 1.29961297e-22]",52.0,31.0,1,610,2.6691665479201228
1881,"[ 2.93773566e-22  5.32011746e-22  5.08226375e-22 ...  2.75764759e-22
 -1.25891658e-23  1.44209231e-22]",138.0,96.0,1,610,8.749618893298843
1882,"[-4.62018178e-22 -2.81110221e-22 -5.03052411e-22 ... -9.15714962e-23
  6.12211276e-23 -1.70293484e-22]",57.0,54.0,0,610,3.893134838076522
1883,"[-3.55265593e-22 -4.36854303e-22 -3.48432630e-22 ...  1.74865105e-22
 -9.72821387e-23  8.15460669e-23]",86.0,45.0,0,610,4.431609436731798
1884,"[-2.02274383e-22  3.07019168e-23 -1.08649768e-22 ... -2.67223610e-23
 -6.89724639e-23 -1.93058633e-22]",96.0,9.0,1,610,0.8601637099707192
1885,"[-1.05255094e-22 -1.27989058e-22 -1.66503739e-22 ... -8.98592935e-23
  1.48999416e-22  1.68422248e-22]",140.0,78.0,1,610,6.658684802178625
1886,"[-7.80699156e-24 -2.03276210e-22 -3.83983385e-22 ...  2.42719696e-22
  2.84128253e-22  1.82716861e-22]",42.0,26.0,1,610,2.2734483254225375
1887,"[ 9.12237963e-22  1.07921282e-21  6.03754428e-22 ... -1.28170956e-22
 -1.22566334e-22 -1.06503397e-22]",145.0,78.0,0,610,7.418180198307381
1888,"[-7.40233397e-22 -5.60563306e-22 -7.56348502e-22 ... -1.18831393e-23
 -1.67295581e-22  6.85982877e-23]",136.0,59.0,2,610,5.654835096534026
1889,"[-9.08266330e-22 -5.15509903e-22 -5.79510165e-22 ...  3.84947644e-23
  5.98227865e-23 -1.55121902e-22]",126.0,83.0,0,610,7.318299192349447
1890,"[-5.36549344e-22 -3.84347251e-22 -3.14091122e-22 ...  1.37978068e-22
  6.49088015e-23 -2.07190248e-22]",88.0,67.0,1,610,5.357372763195628
1891,"[-6.95537137e-23 -4.46308474e-23  1.15394245e-22 ...  1.83435861e-23
  1.46420305e-22 -1.46361853e-22]",46.0,4.0,1,610,0.46560271280517473
1892,"[ 9.28656922e-22  1.01466000e-21  8.84378999e-22 ...  2.15568641e-23
 -8.96554208e-23  2.10236101e-22]",141.0,75.0,2,610,7.532139670134549
1893,"[-9.16944070e-22 -7.14252459e-22 -8.52969540e-22 ...  2.64717521e-22
  9.05412805e-23 -1.28158167e-22]",145.0,132.0,1,610,10.581268688149436
1894,"[ 7.90593536e-22  5.88274318e-22  9.51101100e-22 ... -9.18211176e-23
  3.01989596e-23 -2.30217632e-22]",106.0,79.0,0,610,6.164495848858601
