,Waveform,m1,m2,Merger Position,Distance,PSNAR
2012,"[ 9.04109356e-22  8.00957761e-22  6.97466481e-22 ... -3.37825202e-23
 -2.58783255e-22 -1.33268850e-22]",113.0,60.0,1,410,8.361840149389792
2013,"[-1.49476872e-22  2.23490888e-22  2.00140487e-22 ...  1.30541512e-22
  8.73370929e-23 -3.21364740e-23]",21.0,19.0,0,410,1.959877995626786
2014,"[ 1.75981143e-22  4.03895283e-23  2.27034120e-22 ... -1.75997631e-22
  2.16424178e-22  5.64010240e-23]",129.0,3.0,1,410,0.6253611759225128
2015,"[-2.96060911e-22 -4.93127089e-22 -3.00334632e-22 ... -3.62446968e-23
 -4.70838627e-25  8.36255524e-23]",129.0,122.0,0,410,14.946526897158186
2016,"[-1.17361758e-21 -1.55288048e-21 -1.23937939e-21 ... -2.35236133e-22
 -1.40978942e-22  1.70875168e-22]",139.0,54.0,1,410,8.311618396751678
2017,"[-2.25817185e-22 -4.19085950e-22 -1.68443999e-22 ... -3.85639440e-23
 -8.65853125e-23  2.25338864e-22]",101.0,14.0,2,410,2.349989591335542
2018,"[ 1.07753486e-22  1.71035181e-22  5.20039745e-22 ... -5.95143528e-23
 -6.54455851e-23  1.90099948e-23]",136.0,107.0,0,410,11.847743472544584
2019,"[ 1.09038738e-22  3.43239084e-22  2.70039017e-22 ...  1.03875149e-22
 -1.04552356e-22 -1.82593145e-23]",47.0,10.0,2,410,1.6692819543232464
2020,"[-3.69199917e-22 -1.82613870e-22 -1.62645913e-22 ...  2.94615884e-23
  1.06892647e-22  1.85155617e-23]",69.0,10.0,1,410,1.501547380723918
2021,"[-6.76834470e-24 -7.88632596e-23 -1.20004847e-22 ...  5.32241286e-23
 -7.00214005e-23  3.11431524e-23]",37.0,9.0,2,410,1.5607808970332666
2022,"[1.34749577e-21 1.33183464e-21 1.40060720e-21 ... 4.45638625e-23
 1.01468085e-22 3.70332386e-24]",144.0,67.0,1,410,9.58946983432652
2023,"[-1.70519953e-22  1.04175952e-22  1.98941516e-24 ...  3.67049218e-23
  1.14745669e-22 -3.17221052e-23]",72.0,32.0,2,410,5.21320723153046
2024,"[-4.74224070e-22 -3.73121291e-22 -3.67858579e-22 ...  2.08307725e-22
 -3.92363696e-22 -8.93395863e-23]",88.0,41.0,0,410,5.728818342790555
2025,"[-1.21909482e-21 -9.03789362e-22 -7.45873689e-22 ...  1.38444743e-22
  2.60582972e-22 -2.98496829e-22]",108.0,57.0,1,410,7.563177291430629
2026,"[-5.36200383e-22 -5.90539335e-22 -5.91292324e-22 ... -1.26565985e-22
 -2.06812737e-23 -5.28518972e-23]",52.0,50.0,1,410,5.615125808265912
2027,"[ 8.70958059e-22  8.10569206e-22  5.19873357e-22 ... -1.00643358e-22
  7.85707583e-23 -3.51450306e-22]",79.0,46.584,2,410,6.6535989082856055
2028,"[-1.13735262e-22  4.06306933e-23 -1.42518525e-22 ... -1.74953010e-22
  1.18174003e-22 -5.15933607e-23]",27.0,7.0,0,410,1.2499891821325861
2029,"[-1.43848232e-22 -1.99976696e-22 -3.31497406e-24 ... -3.89127443e-23
  2.42020530e-22  3.60351555e-23]",105.0,84.0,1,410,10.008156194260826
2030,"[-2.75954927e-23  2.60019636e-22  2.56110948e-23 ... -2.89530166e-22
 -2.74902254e-23  3.62703463e-23]",100.0,5.0,1,410,0.9355471819845914
2031,"[-3.64964895e-22 -6.99768189e-22 -3.97646210e-22 ... -1.02558043e-22
  1.16414727e-22  3.51679347e-23]",77.0,20.0,2,410,3.129868821863628
2032,"[ 9.17695928e-22  1.28152066e-21  1.19104670e-21 ...  1.19774608e-22
 -8.34892163e-23  1.73616017e-22]",145.0,76.0,1,410,10.068545116291236
2033,"[1.64393974e-21 1.52996643e-21 1.56439497e-21 ... 7.75782332e-23
 1.22817151e-22 2.63690083e-22]",145.0,70.0,2,410,10.99608889860358
2034,"[ 5.45081245e-22  1.95627161e-22  2.12251483e-22 ...  1.26942618e-23
 -2.16434745e-22  1.63634143e-22]",41.0,28.0,1,410,3.7349724786313785
2035,"[-1.71577350e-22 -9.83670678e-23  1.69735427e-22 ...  6.24836880e-23
 -2.61795773e-22  6.64018887e-23]",48.0,27.0,0,410,3.313913865820544
2036,"[-2.34642721e-22 -3.03578442e-22 -4.40279540e-23 ...  7.09923135e-23
 -2.01466042e-22  8.37013537e-23]",108.0,5.0,1,410,0.8808114300598107
2037,"[1.00390571e-21 1.23293767e-21 9.76378228e-22 ... 1.10596555e-22
 1.53894894e-22 2.29942196e-22]",101.0,93.0,0,410,10.946719486065502
2038,"[-1.04237343e-21 -1.31546893e-21 -1.05449298e-21 ...  1.16787682e-22
  2.72984172e-23  1.94692992e-22]",114.0,105.0,0,410,11.095975106898324
2039,"[-1.58988047e-22 -2.70952289e-22 -3.87730864e-22 ...  1.35518002e-22
 -2.60793306e-23 -7.98300343e-23]",98.0,50.0,2,410,7.15427452270276
2040,"[-2.74391538e-22 -1.54906338e-22 -1.84143313e-22 ... -4.63151842e-23
 -5.20170198e-23 -5.08558356e-23]",105.0,99.0,2,410,9.968625932951795
2041,"[ 6.38841089e-23  2.45134517e-22  1.29126293e-22 ... -1.81603408e-22
 -7.18212187e-23 -2.57367881e-22]",111.0,15.0,0,410,2.723698890767178
2042,"[ 1.83219476e-21  1.85347107e-21  1.99169360e-21 ...  1.09838312e-22
  7.88904690e-23 -2.10110095e-22]",135.0,108.0,2,410,10.393053425266983
2043,"[-5.01526830e-22 -3.81216150e-22 -3.82216258e-22 ...  1.50994551e-23
 -7.93616248e-23  7.45656957e-23]",56.0,42.0,0,410,5.3801635061417175
2044,"[-6.67042481e-22 -4.40805218e-22 -5.23058150e-22 ...  1.15170204e-22
  1.76157730e-22  1.48151188e-22]",130.0,29.0,0,410,5.203677433500937
2045,"[-2.79629539e-22  2.12226701e-22  7.85203418e-23 ...  5.96847128e-23
 -1.14987515e-22 -2.26040750e-22]",90.0,13.0,0,410,2.3006911229734164
2046,"[-1.58112174e-22  1.12258060e-22 -2.16109740e-22 ... -2.18949714e-23
  1.55495944e-23  3.22689015e-22]",40.0,5.0,0,410,0.8480134145351953
2047,"[ 6.13627467e-22  1.21663781e-21  9.46179266e-22 ... -8.58438504e-23
  6.62441141e-23 -1.07316915e-23]",140.0,71.0,0,410,9.71969828423663
2048,"[ 7.13999621e-23  3.03548093e-22  3.51142635e-22 ... -1.43373075e-22
 -6.08830432e-23  5.99214436e-23]",20.0,8.0,1,410,1.0903624715105489
2049,"[-1.28871320e-22 -5.34168195e-23 -1.90016506e-22 ...  3.48257361e-24
  6.72601594e-23  9.53596932e-23]",122.0,43.0,0,410,7.4273363361977305
2050,"[1.15700756e-22 1.70321004e-22 2.18779559e-22 ... 2.77733386e-22
 6.93844766e-24 6.25247470e-23]",121.0,6.0,0,410,1.099643208556284
2051,"[-8.47486752e-22 -7.58136464e-22 -8.85411968e-22 ... -1.60078905e-22
 -6.13130339e-24 -7.41715095e-24]",137.0,30.0,1,410,5.213266925482408
2052,"[-3.65536732e-22 -4.14269886e-22 -2.83888039e-22 ... -9.01952651e-23
 -3.89800270e-23 -1.92024722e-22]",149.0,75.0,2,410,10.893914720654193
2053,"[7.50731111e-22 6.66179508e-22 8.26401858e-22 ... 2.32645080e-22
 5.94925978e-23 2.12096979e-23]",98.0,66.0,0,410,9.26029168798054
2054,"[-4.82652391e-22 -3.97376893e-22 -4.10945698e-22 ...  5.39334371e-24
  6.74607587e-23 -1.22282728e-23]",103.0,57.0,2,410,8.736682136349536
2055,"[-4.44348562e-22 -2.79791959e-22 -1.46102568e-22 ...  3.80220039e-23
  3.42685890e-23 -9.68201403e-23]",114.0,50.0,0,410,6.657838412015125
2056,"[ 1.98000259e-22  4.02575336e-23  3.14024472e-22 ... -7.80612134e-24
  1.74587638e-22  7.85951955e-23]",80.0,41.0,0,410,6.722678484691445
2057,"[ 7.36649316e-22  1.00983805e-21  7.39646253e-22 ...  1.80901524e-22
 -7.18612921e-23  2.37174683e-23]",77.0,58.0,2,410,7.639205672925808
2058,"[ 9.61504454e-23  1.62242450e-22  4.86241801e-23 ...  1.09513014e-22
 -2.23725248e-23  1.10631666e-22]",130.0,130.0,1,410,12.484756128458312
2059,"[-1.13877682e-21 -1.20787109e-21 -1.28541901e-21 ... -6.22279563e-23
 -2.01647565e-22  1.25016782e-22]",128.0,61.0,1,410,8.432358499809077
2060,"[ 3.10453172e-22  7.56928494e-22  6.78017846e-22 ... -2.15587388e-22
  2.10113041e-23  8.56359371e-23]",115.0,46.0,1,410,7.391465412754099
2061,"[-3.71436420e-23  3.42476579e-22 -1.04366715e-23 ... -1.90603103e-22
 -9.29874976e-23  7.83081128e-23]",89.0,12.0,1,410,1.9434310030341229
2062,"[-7.31266146e-22 -6.88328615e-22 -4.85778220e-22 ...  1.28042545e-22
  1.39059336e-22  2.19157943e-22]",144.0,42.0,1,410,7.18724606834567
2063,"[ 4.98649732e-22  6.04997963e-22  3.23099845e-22 ... -1.95754651e-22
 -2.08865373e-23 -7.36255386e-23]",103.0,70.0,2,410,8.02651134073707
2064,"[ 2.90588289e-22  2.73129173e-22  1.99567413e-22 ... -1.88042822e-23
 -1.42207256e-22 -9.81080187e-24]",136.0,43.0,1,410,5.99450474333236
2065,"[-3.70869020e-23 -6.23678338e-23 -3.46685303e-23 ... -7.15339211e-23
 -9.07482309e-23  1.40286665e-22]",6.0,3.0,1,410,0.27644660938330967
2066,"[ 3.70330083e-22  4.81528187e-22  3.30838311e-22 ...  1.01831622e-22
 -1.17192525e-22 -7.14257181e-24]",116.0,34.0,1,410,5.043670287935875
2067,"[ 4.57333198e-22  3.80333864e-22  5.29461287e-22 ... -4.70931109e-23
 -2.81712837e-23  2.63687381e-23]",122.0,30.0,0,410,3.982471860129928
2068,"[-7.46436685e-22 -3.92277274e-22 -7.18398283e-22 ... -1.44111251e-22
  6.82865117e-23  7.42864035e-23]",136.0,21.0,2,410,3.2499506174270243
2069,"[-9.03163273e-22 -8.41163373e-22 -9.63278718e-22 ...  4.29347865e-23
 -4.80902855e-23 -1.16775113e-22]",82.0,39.0,2,410,6.094282395273522
2070,"[-8.97256821e-22 -3.99003426e-22 -6.32843284e-22 ... -1.45874126e-22
  1.30122018e-23  4.74741624e-23]",135.0,61.0,0,410,9.502076394998738
2071,"[-1.75129861e-22  1.25030655e-22  1.03938934e-22 ... -2.49119528e-23
  9.15057144e-23  1.67705510e-22]",66.0,46.0,0,410,6.293358077868914
2072,"[ 4.83195239e-23 -2.22934099e-22 -4.15323098e-23 ... -1.10340319e-22
 -1.38215704e-24 -1.59218692e-22]",25.0,6.0,1,410,1.0317548516224662
2073,"[ 2.81417718e-22 -1.33983646e-22  2.71194487e-22 ... -9.82175705e-23
  6.50089262e-23  1.55090208e-22]",127.0,118.0,1,410,12.456686934666553
2074,"[ 2.97299809e-22 -5.22566017e-26  2.44872534e-22 ...  3.60312062e-22
  1.18631201e-22  4.54775516e-23]",73.0,2.0,1,410,0.48847313623070315
2075,"[-4.49332990e-22 -4.83377690e-22 -4.89595105e-22 ...  1.71290982e-23
 -1.08994772e-22 -1.33513538e-22]",60.0,47.0,2,410,5.360788180288742
2076,"[-1.22466189e-21 -1.29055794e-21 -1.21245780e-21 ...  7.91857301e-23
 -1.25022471e-22 -1.57575348e-22]",126.0,95.0,0,410,11.82118259971471
2077,"[-2.33999699e-22 -1.24995128e-23 -2.62020044e-22 ...  4.32158031e-23
 -5.84992076e-23  1.27223491e-22]",144.0,5.0,2,410,1.0928262924738137
2078,"[-5.22707231e-22 -5.66071363e-22 -6.20094213e-22 ... -2.21584669e-23
 -9.88137395e-23 -1.87241319e-22]",104.0,103.0,2,410,11.800733162304898
2079,"[ 1.16388380e-22  3.53579449e-23 -1.44058963e-22 ... -8.89394068e-23
  1.02492908e-22  1.79955379e-22]",60.0,25.0,0,410,3.502904830823333
2080,"[ 9.72863657e-22  9.45541959e-22  1.08850542e-21 ...  1.83765641e-23
 -6.68375373e-23 -8.68168124e-23]",117.0,55.0,2,410,9.014002733526393
2081,"[-2.68494931e-22 -2.58792423e-22 -2.85477531e-22 ... -6.48874141e-23
  6.05384886e-23  1.24603178e-22]",100.0,41.0,2,410,5.535057864653019
2082,"[-8.25030807e-22 -8.09661963e-22 -6.96721149e-22 ...  7.60527200e-23
 -1.84710527e-24  2.41799535e-22]",67.0,50.0,1,410,6.084559876724997
2083,"[-5.54597637e-22 -4.89652097e-22 -7.44885037e-22 ...  5.55123235e-23
  1.32506952e-22  5.74537304e-23]",101.0,25.0,1,410,4.266400255342867
2084,"[-3.24344292e-22 -4.34216070e-22 -1.38997208e-22 ... -5.00602037e-23
  2.51038028e-22  4.65408081e-23]",59.0,21.0,2,410,2.928117090764145
2085,"[ 7.32078101e-22  8.39439474e-22  7.99085102e-22 ... -6.49588273e-23
 -2.49280967e-23  1.62344211e-22]",145.0,33.0,1,410,5.532226902949596
2086,"[ 1.20534401e-21  1.15588707e-21  1.07516682e-21 ...  4.44857882e-23
 -1.25466143e-22  5.64902854e-23]",135.0,100.0,1,410,11.50851006005433
2087,"[-2.48330977e-22 -5.02675916e-23  7.10352695e-24 ...  3.92399383e-23
 -8.83728586e-23  2.31595739e-24]",83.0,70.0,0,410,8.258343504876942
2088,"[-1.02937185e-22  7.88501877e-24 -1.25102506e-22 ... -5.49695745e-23
 -6.43728837e-24 -5.21751401e-23]",107.0,86.0,0,410,10.69486515190194
2089,"[ 1.90965376e-22  3.15132581e-22  2.52275276e-22 ...  2.64380004e-24
  6.21311459e-23 -2.24568613e-22]",35.0,31.0,1,410,3.6451165833219137
2090,"[-5.87451811e-22 -4.89537827e-22 -7.29680183e-22 ... -6.26114458e-23
 -5.34270298e-23  1.43674262e-22]",91.0,20.0,2,410,3.682507970386122
2091,"[-2.74711611e-22 -4.75200524e-22  2.17374257e-23 ...  1.80756937e-22
 -1.13059206e-24  2.18944781e-22]",134.0,36.0,2,410,4.90087332602248
2092,"[-7.65431628e-22 -8.64785852e-22 -9.39056448e-22 ... -8.50986901e-23
 -1.47929798e-22  2.13832635e-22]",135.0,116.0,1,410,13.83406913797431
2093,"[ 1.02846155e-21  9.38626050e-22  1.04160496e-21 ... -1.80133304e-22
  2.25825877e-22 -3.09261653e-23]",86.0,84.0,1,410,10.480096511022467
2094,"[ 1.66650432e-22  1.76077768e-22  2.65004424e-22 ... -2.02091931e-22
  2.20374850e-23  6.04721957e-24]",61.0,8.0,2,410,1.290261739023202
2095,"[ 6.54796649e-22  3.49072516e-22  5.69392121e-22 ...  2.56424493e-22
 -2.22711094e-22  1.46137774e-22]",106.0,47.0,2,410,6.74206884708688
2096,"[ 6.93721908e-22  6.41420081e-22  5.24047816e-22 ... -8.13607944e-23
  1.25706631e-23  1.26186924e-22]",66.0,43.0,2,410,5.422938970168689
2097,"[ 1.72693164e-21  1.67422206e-21  1.84364497e-21 ... -1.90401063e-23
  2.22066711e-22 -1.23986663e-22]",142.0,95.0,1,410,11.942594364240824
2098,"[-1.54514120e-21 -1.68845836e-21 -1.58153733e-21 ... -1.10244949e-22
 -1.27714404e-22  1.75110915e-23]",132.0,103.0,1,410,12.65055775828639
2099,"[-1.09197214e-21 -1.13720553e-21 -1.07946980e-21 ...  5.62688789e-23
 -3.69177786e-23 -1.62228317e-22]",139.0,107.0,2,410,13.107293943730703
2100,"[ 3.66881384e-22  5.26135534e-22  2.28749253e-22 ... -2.05448138e-22
  3.12261888e-22 -1.59099764e-22]",131.0,62.0,1,410,8.500256352447504
2101,"[ 1.63215356e-22  1.84076306e-22  7.95929648e-23 ... -6.04743439e-23
  6.40242182e-24 -1.65281770e-22]",60.0,38.0,1,410,5.30611885915571
2102,"[-1.33903830e-21 -1.43106121e-21 -1.34758135e-21 ... -8.11066523e-23
  1.88328262e-22  1.20538618e-22]",138.0,101.0,0,410,10.965252899622218
2103,"[-2.84630864e-22 -5.20002175e-22 -6.09656295e-23 ... -3.62240742e-24
  4.35275067e-23 -1.68093845e-22]",75.0,8.0,2,410,1.6042474684194477
2104,"[ 2.48684213e-21  2.44319950e-21  2.48187589e-21 ... -2.97848694e-23
  3.17170928e-23 -5.14626761e-23]",141.0,134.0,2,410,15.698658245283106
2105,"[-2.26522181e-22 -4.54887360e-23 -1.04731271e-22 ... -1.62992641e-22
 -1.18060268e-22 -2.98217471e-22]",63.0,56.0,2,410,6.424307573230698
2106,"[-1.66624217e-21 -1.83295634e-21 -1.80265763e-21 ... -1.75944837e-22
  1.56540033e-22  1.26301580e-22]",146.0,133.0,0,410,16.233195747454733
2107,"[ 9.97776099e-22  1.12041315e-21  1.31631496e-21 ...  8.30541352e-23
  8.22467455e-24 -1.89008463e-22]",122.0,70.0,0,410,9.001495433331772
2108,"[-6.63446333e-22 -4.56365767e-22 -6.25227590e-22 ...  4.92756441e-23
 -8.07647271e-23  1.64662972e-22]",79.0,27.338,1,410,4.625914360565622
2109,"[ 1.37821691e-21  1.52379727e-21  1.47069609e-21 ... -2.32075637e-23
  2.10224915e-22 -1.73571016e-23]",134.0,83.0,2,410,10.748327881136131
2110,"[ 1.14562763e-22 -2.48658244e-23  1.82765387e-23 ...  3.97902786e-23
  2.14253476e-22 -9.38222169e-23]",46.0,22.0,1,410,2.9598878035224687
2111,"[-1.76088274e-22  6.44677991e-23 -8.33551507e-23 ...  3.34772440e-23
  4.37552365e-23 -5.48682490e-23]",69.0,3.0,0,410,0.5564646003906487
2112,"[ 5.63231165e-22  6.68252742e-22  5.57735934e-22 ...  7.53126969e-23
 -1.94959139e-22 -6.80816744e-23]",84.0,49.0,0,410,7.496287890735123
2113,"[ 7.94975268e-22  7.61688419e-22  6.38890976e-22 ...  2.44848245e-23
  2.67547714e-22 -1.97779310e-22]",149.0,123.0,0,410,15.209677047718895
2114,"[-1.12051278e-22 -3.48061940e-22 -2.44786866e-22 ... -1.90684308e-22
 -1.26616823e-22 -4.30198925e-23]",41.0,15.0,0,410,2.110232688916519
2115,"[-7.24273903e-22 -8.06855985e-22 -6.36319283e-22 ...  1.02692110e-23
  6.05187078e-24 -1.84186278e-22]",111.0,34.0,1,410,5.766527481804687
2116,"[-4.55785968e-22 -6.65575226e-22 -5.92709466e-22 ...  1.61521753e-22
 -3.01287926e-22  4.16362703e-22]",55.0,30.547,2,410,4.138679669275945
2117,"[-2.32374765e-22 -2.20173153e-22 -3.45731957e-22 ... -1.79184495e-22
  1.30509125e-22  4.34289019e-23]",106.0,83.0,1,410,9.840950272445218
2118,"[ 3.30912318e-22  2.62030465e-22  3.36507724e-22 ...  2.01186231e-22
  2.33074008e-23 -1.86038675e-22]",60.0,39.0,2,410,5.103580889734579
2119,"[-1.58893318e-21 -1.30810879e-21 -1.75854319e-21 ... -3.60053746e-22
  5.81640892e-23 -9.91694995e-23]",113.0,89.0,1,410,9.87675492423561
2120,"[ 1.06514526e-23 -2.94201596e-23 -7.78164106e-23 ... -5.27570341e-23
 -7.85819374e-23 -1.82677062e-22]",125.0,28.0,0,410,5.042382316831072
2121,"[ 6.52593303e-22  4.97446211e-22  4.10389951e-22 ... -2.89892849e-23
 -1.69246064e-22 -1.45355889e-22]",144.0,18.0,1,410,2.8967087096843933
2122,"[-7.94560078e-22 -1.04597181e-21 -7.69419669e-22 ...  1.06979030e-22
 -3.05600006e-22 -1.60919418e-22]",92.0,49.0,2,410,6.8910526492391195
2123,"[-7.55940903e-22 -7.60729512e-22 -9.20057109e-22 ... -1.41311881e-23
 -1.24067009e-22 -1.05230011e-22]",92.0,60.0,2,410,8.587588926483244
2124,"[-1.61103020e-22 -4.90739114e-23 -2.20870651e-22 ... -2.04696049e-23
 -1.46244044e-22  1.00691490e-22]",102.0,11.0,1,410,1.9954830979853815
2125,"[ 6.22559882e-22  4.57395967e-22  5.26758120e-22 ... -3.55945556e-24
 -4.64505717e-23  3.80936759e-23]",96.0,18.0,2,410,2.9485180614641493
2126,"[-7.74950000e-22 -7.17889442e-22 -9.40521030e-22 ... -7.73833682e-23
 -1.54739667e-22 -1.77106895e-22]",84.0,51.0,0,410,6.7793840363400255
2127,"[-1.33949664e-21 -1.17495111e-21 -1.22830878e-21 ... -2.57865007e-22
  2.80221980e-22 -7.21732060e-23]",134.0,60.0,1,410,8.690922750288253
2128,"[-1.04238390e-21 -9.41106978e-22 -6.76564023e-22 ... -7.96233985e-23
 -3.53497080e-23  9.63688939e-23]",119.0,119.0,0,410,10.417171363766311
2129,"[ 7.10801293e-22  5.69914418e-22  7.38972694e-22 ...  1.11842468e-22
 -3.43038903e-23  8.78062688e-23]",71.0,63.0,1,410,6.679309314580195
2130,"[-1.29022808e-21 -1.19494480e-21 -1.37562089e-21 ... -3.36091324e-22
 -1.03402260e-22 -5.73742389e-24]",114.0,99.0,2,410,12.27824354218672
2131,"[ 5.78026685e-23 -2.17840011e-22 -1.65712858e-22 ...  7.77770042e-23
  9.32960248e-23 -1.01759527e-22]",106.0,29.0,0,410,3.96528758848458
2132,"[ 1.86503553e-21  1.88551352e-21  1.83860739e-21 ... -1.68498726e-22
 -2.69211523e-23 -1.25730812e-22]",127.0,103.0,1,410,14.237144589334966
2133,"[-8.47245215e-22 -1.05112910e-21 -7.78866175e-22 ...  2.26691152e-22
 -7.00921164e-23  2.17439440e-22]",123.0,36.289,1,410,5.740856020937842
2134,"[2.48208333e-22 3.04524747e-22 3.28622213e-22 ... 1.43653669e-22
 1.86613827e-24 9.22975582e-23]",143.0,7.0,2,410,1.1760118617752298
2135,"[ 1.00898270e-21  9.28926311e-22  7.95429454e-22 ...  9.19128866e-23
  1.14914250e-22 -4.29100939e-23]",106.0,102.0,0,410,12.205021281980253
2136,"[-2.43900007e-22 -2.42200991e-22 -3.18287051e-22 ... -4.71098895e-23
  1.39649346e-22 -1.82356965e-22]",30.0,23.0,0,410,2.6838924133439717
2137,"[ 1.31542415e-21  9.73893202e-22  1.54486501e-21 ...  1.64834477e-22
 -2.47931738e-23  1.11866948e-22]",134.0,95.0,0,410,10.910440777547382
2138,"[-4.15616371e-22 -4.06731841e-22 -2.25029491e-22 ...  7.73947898e-23
 -5.81874511e-23  1.03862431e-22]",54.0,33.0,1,410,4.27045853204096
2139,"[ 5.88564772e-22  6.36439666e-22  5.77530009e-22 ... -1.46691917e-22
  1.75834749e-22  8.38007648e-24]",81.0,34.0,1,410,5.170020793186526
2140,"[ 1.29475912e-22  9.16777628e-23 -4.96740408e-24 ...  9.93765297e-23
 -5.50876137e-23  1.38752032e-22]",77.0,56.0,2,410,7.4431022844586545
2141,"[-1.08103928e-21 -1.29759323e-21 -1.17823839e-21 ...  6.96531120e-23
 -1.19158092e-22 -3.34197685e-23]",128.0,59.0,1,410,8.026252210963701
2142,"[ 6.42827151e-22  4.95193771e-22  3.36332874e-22 ...  1.23294188e-23
  1.47531733e-22 -5.93015006e-23]",104.0,62.0,1,410,8.1578799207229
2143,"[-1.20009911e-21 -9.18224260e-22 -1.02688160e-21 ... -1.05040628e-22
 -2.13397978e-22 -9.85357822e-23]",125.0,49.0,2,410,6.913294388717484
2144,"[-8.86761049e-22 -7.00499032e-22 -7.30983074e-22 ... -9.35786087e-23
  2.37439912e-22  4.85901121e-23]",77.0,50.0,0,410,6.673180304863147
2145,"[ 1.76760286e-21  1.57711847e-21  1.51838074e-21 ... -3.62600592e-22
  1.26227159e-22 -1.02503903e-22]",134.0,112.0,0,410,12.42626732847396
2146,"[-3.22911352e-22 -4.09635291e-22 -4.08838872e-22 ... -1.53580558e-22
  1.29271291e-22 -6.08330234e-23]",66.0,65.0,0,410,5.907378133053229
2147,"[ 4.10177373e-22  9.30163804e-22  4.35007588e-22 ...  6.89378197e-23
 -1.75723845e-22  2.24244988e-22]",90.0,46.0,1,410,7.1504390053774705
2148,"[ 9.38987713e-22  5.83609530e-22  6.64269555e-22 ...  3.68891498e-23
 -3.10083696e-22 -2.82682645e-24]",118.0,65.0,1,410,8.30857719945789
2149,"[-2.51960686e-22 -5.80766720e-22 -6.60571631e-22 ...  7.43380694e-23
  1.15813800e-22  2.20824312e-22]",51.0,41.0,2,410,5.034550098161759
2150,"[-2.72356951e-22 -2.82976193e-22 -3.20997635e-22 ...  1.70428463e-22
  6.67221680e-23  5.50195283e-23]",43.0,35.0,2,410,4.015468288822891
2151,"[-2.48156856e-22 -8.38059238e-23 -1.20458126e-22 ... -1.31621668e-22
 -2.59520199e-23  3.80506228e-23]",93.0,11.0,0,410,1.8580472350191857
2152,"[ 6.93286468e-22  8.40124268e-22  5.86617927e-22 ... -1.24331909e-22
 -1.78820676e-23 -1.31439345e-22]",129.0,24.0,2,410,4.450913217698272
2153,"[ 5.95721609e-22  3.50631007e-22  5.77254078e-22 ... -6.46585230e-24
  1.48529291e-22 -1.04127126e-22]",67.0,23.0,2,410,3.5940059383399
2154,"[ 1.02817351e-21  9.72934767e-22  7.78121742e-22 ...  1.28636168e-22
 -1.73175676e-22  9.44040516e-24]",87.0,74.0,0,410,9.21609312384609
2155,"[ 1.30330963e-21  9.70075498e-22  9.31049413e-22 ... -8.07131110e-23
  3.12219122e-22 -6.35668579e-23]",149.0,100.0,0,410,13.065153131629577
2156,"[-5.02441761e-22 -4.44657805e-22 -6.12501809e-22 ...  9.77019735e-23
 -4.80063810e-23 -1.88323133e-22]",23.0,21.0,1,410,2.1335692230781933
2157,"[ 1.43651550e-22 -1.19452905e-22  1.67494212e-22 ... -3.79696611e-23
  5.90108516e-23 -1.90423512e-22]",43.0,36.0,2,410,4.364351317529409
2158,"[ 6.71863722e-22  7.74854073e-22  4.08720121e-22 ...  8.00656707e-23
  1.54403505e-24 -1.67315961e-23]",119.0,67.0,1,410,9.281714076241489
2159,"[ 7.67447717e-22  4.64355755e-22  3.80027179e-22 ... -1.81461614e-22
 -1.39274586e-22 -3.28836866e-23]",104.0,76.0,2,410,9.736362061519142
2160,"[ 1.55063730e-21  1.33387834e-21  1.58519688e-21 ... -4.98123404e-24
 -3.12277375e-23  1.57357794e-22]",125.0,99.0,1,410,12.106621803812647
2161,"[-6.46922211e-22 -8.29940291e-22 -5.22708512e-22 ...  1.24435605e-22
  2.85513452e-22 -1.16192199e-22]",147.0,89.0,1,410,11.87304634282695
2162,"[-2.11730179e-22 -3.17618466e-23 -5.20400934e-22 ...  5.11367950e-24
  5.90944080e-24  3.37276050e-23]",134.0,42.0,2,410,6.424700905638166
2163,"[-6.06421981e-22 -3.71921992e-22 -4.36691315e-22 ...  1.05558069e-22
  1.29523736e-22  2.75542807e-22]",107.0,66.0,0,410,8.520307789531559
2164,"[ 4.19155556e-22  2.89365779e-22  3.04417040e-22 ...  2.49151155e-22
 -1.33720679e-22  1.27753633e-22]",57.0,39.0,0,410,4.903022884493891
2165,"[-1.13525661e-21 -1.18453587e-21 -9.59086403e-22 ...  3.26508751e-22
 -3.84154242e-23 -1.58460404e-22]",90.0,72.0,1,410,7.79711412565602
2166,"[ 1.09673806e-21  1.25430734e-21  9.84275829e-22 ...  1.29853492e-23
 -4.97683614e-23  2.75399057e-23]",132.0,48.0,2,410,6.5028980102835545
2167,"[ 2.23762118e-22  4.66554100e-22  2.47489229e-22 ... -9.11852365e-23
  5.37114961e-23 -1.98223611e-22]",124.0,98.0,1,410,11.963091135010187
2168,"[6.66034598e-22 4.19052610e-22 6.88992714e-22 ... 5.63480138e-23
 4.30682131e-23 1.27307754e-23]",82.0,41.0,0,410,6.000920924806498
2169,"[ 1.16674516e-21  1.08036172e-21  1.11956039e-21 ... -8.48570945e-23
  8.34270253e-23  2.34823424e-22]",123.0,44.355,2,410,6.617788904159719
2170,"[ 5.38067857e-22  6.31636549e-22  6.98242348e-22 ... -5.75184225e-23
 -5.41036774e-23  2.69825480e-22]",147.0,85.0,1,410,10.828425930773921
